title,address,city,state,zip,url,featured_image,care_types,care_types_raw
A Breath of Life Care Home,"1715 West Calle Acapulco, Tucson, AZ 85713",Tucson,AZ,85713,https://app.seniorplace.com/communities/show/c6d61b16-4893-48d7-8082-da8ab7012c2c,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/125b701dfb425ce2361405fbd726367d.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Caring Manor I,"20338 East Via Del Oro, Queen Creek, AZ 85142",Queen Creek,AZ,85142,https://app.seniorplace.com/communities/show/4464b3fe-201a-4e6b-8b7a-a28f6d0a0585,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/5dca446820ff368ab34b930cbd1ce9e4.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Caring Manor Ii,"18642 East Cloud Road, Queen Creek, AZ 85142",Queen Creek,AZ,85142,https://app.seniorplace.com/communities/show/4e2dcc51-4ac7-40f1-b3a6-5a20f3759b99,https://app.seniorplace.com/api/files/public/ec168146-0a23-420b-844a-7de90006827f,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Cottage at Pampa Assisted Living,"9909 East Pampa Avenue, Mesa, AZ 85212",Mesa,AZ,85212,https://app.seniorplace.com/communities/show/bc66eb9a-8a42-49c5-9e76-f8921887366d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/104fb52d8e7e9cc97c98664733b86d12.jpg,"Assisted Living Home, Personal Care","Assisted Living Home, Personal Care"
A Country Retreat,"412 Old Munds Highway, Flagstaff, AZ 86005",Flagstaff,AZ,86005,https://app.seniorplace.com/communities/show/d1393caf-0e76-49d6-8273-8489ff1d7500,,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A D Assisted Living Carehome,"3213 East Mitchell Drive, Phoenix, AZ 85018",Phoenix,AZ,85018,https://app.seniorplace.com/communities/show/cde90335-8ce2-4eba-8c68-b29c407a3b1b,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/05a2d4fe931a77a972c4065bc0c92711.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Dignified Adult Care Home,"14952 North 78th Avenue, Peoria, AZ 85381",Peoria,AZ,85381,https://app.seniorplace.com/communities/show/eda3e743-5df0-4bcb-b4e4-ee19df5f6412,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/eb638635f9c49d5e87cde8a5700c126d.jpg,"Assisted Living Home, Directed Care, United Healthcare","United Healthcare, Assisted Living Home, Directed Care"
A Golden Retreat Care Home,"18330 West Marconi Avenue, Surprise, AZ 85388",Surprise,AZ,85388,https://app.seniorplace.com/communities/show/dfc62f5b-99dc-4f54-a490-2c172c886c31,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a111d7b8b0c332a1ec9096ca4f2c0af5.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Happy Place Adult Care Home,"4918 East Karen Drive, Scottsdale, AZ 85254",Scottsdale,AZ,85254,https://app.seniorplace.com/communities/show/11f3157d-e0bf-4e0f-a91c-bcfe07de6406,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/33070dc2b0b376a9b1252c91171e1bbb.jpg,"Assisted Living Home, Directed Care, United Healthcare","United Healthcare, Assisted Living Home, Directed Care"
A Loving Heart Assisted Living Ii,"17450 West Wood Drive, Surprise, AZ 85388",Surprise,AZ,85388,https://app.seniorplace.com/communities/show/79b9e3ea-dd46-4a96-8c40-d56b5537a541,,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Paradise for Parent'S Senior Living,"15292 Campbell Avenue, Goodyear, AZ 85395",Goodyear,AZ,85395,https://app.seniorplace.com/communities/show/b916b3de-25b3-4808-99ab-b8ca6dd07cf4,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8b6237034645fe30e2fe90ed0c71ed07.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Paradise for Parent'S Senior Living,"15292 West Campbell Avenue, Goodyear, AZ 85395",Goodyear,AZ,85395,https://app.seniorplace.com/communities/show/b539965a-70ef-4b04-be04-a7d71728318e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1d218d4d68166bc1a8f512dc1fa8a689.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
"A Paradise for Parents 2; ""Parents Paradise and Care""","18175 W. Banff Ln, Surprise, AZ 85388",Surprise,AZ,85388,https://app.seniorplace.com/communities/show/c3ed2b0e-5eb0-4f94-be7a-f42b727fd49c,https://app.seniorplace.com/api/files/public/f2013048-ac18-4b18-9523-dac72533c7ea,,
A Parent'S Paradise and Care,"18175 West Banff Lane, Surprise, AZ 85388",Surprise,AZ,85388,https://app.seniorplace.com/communities/show/7871b744-81a5-4561-8d1c-6f38223bfd3e,https://app.seniorplace.com/api/files/public/f510c4df-8b54-4e73-a754-87a226059263,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Parent'S Paradise L L C,"15922 North 164th Lane, Surprise, AZ 85388",Surprise,AZ,85388,https://app.seniorplace.com/communities/show/3860d6c5-2af4-4129-b9a5-966aeed28e8f,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ccea538cac10510a34864aab9f70efce.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Place for Joy of Assisted Living Do Not Refer for Any Reason!,"1221 S Arroya Circle, Mesa, AZ 85206",Mesa,AZ,85206,https://app.seniorplace.com/communities/show/052673e9-eee6-4127-a59d-19c611fbd2b8,https://app.seniorplace.com/api/files/public/ccb45d84-437d-4046-abe2-f2bce1e9c37c,Assisted Living Home,Assisted Living Home
A Place for Mom and Dad Assisted Living,"7658 West Robin Lane, Peoria, AZ 85383",Peoria,AZ,85383,https://app.seniorplace.com/communities/show/93ebf3de-d601-47f6-8854-a071a9ffe627,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/62ce9d184bf5c3a5aceac50cc33c4f78.jpg,Assisted Living Home,Assisted Living Home
A Place for Your Loved Ones,"13639 West Banff Lane, Surprise, AZ 85379",Surprise,AZ,85379,https://app.seniorplace.com/communities/show/62877d0e-ec7c-4345-bdf4-a4c6d13b999d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3c9b85efd2eaa2eb7a8d6cee31c3bdd0.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Place for Your Loved Ones Ii,"18429 West Caribbean Lane, Surprise, AZ 85388",Surprise,AZ,85388,https://app.seniorplace.com/communities/show/6a1b10c7-8b03-4ffe-b4e4-296c40152ed7,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/30af5b32a4ba6a043b37fe0ef6b44eaa.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Place in the Sun,"6879 East Vernon Avenue, Scottsdale, AZ 85257",Scottsdale,AZ,85257,https://app.seniorplace.com/communities/show/9f48f98a-3e17-4a52-b282-08254275e8e0,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/01ff9f03921818bdeaf5ed3b1f5887d2.jpg,"Assisted Living Home, Directed Care, United Healthcare","United Healthcare, Assisted Living Home, Directed Care"
A Place of Joy Assisted Living,"1221 South Arroya Circle, Mesa, AZ 85206",Mesa,AZ,85206,https://app.seniorplace.com/communities/show/defe37f6-86f6-462d-b045-b59dbafe2348,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a6ef4cf7ceb01b1b6ded48be2457e527.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A R D C Scottsdale Home,"8632 East Pecos Lane, Scottsdale, AZ 85250",Scottsdale,AZ,85250,https://app.seniorplace.com/communities/show/447dc5e4-11f3-4cc1-816d-db8a7511dce3,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/73b847f87fdc3c26ed013804f722cd1c.jpg,"Assisted Living Home, Directed Care, MercyCare, United Healthcare","MercyCare, United Healthcare, Assisted Living Home, Directed Care"
A Special Place Care Home,"4240 West 21st Lane, Yuma, AZ 85364",Yuma,AZ,85364,https://app.seniorplace.com/communities/show/042870fa-33a5-4950-8945-d5c60e4e72cc,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4b6fa40e5b6fa4163c50947430a7b1f2.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Special Place Care Home 2,"2543 West 20th Street, Yuma, AZ 85364",Yuma,AZ,85364,https://app.seniorplace.com/communities/show/8706efe7-39f5-485c-a381-d07297c9ca61,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/014adef0f87b4aa324688d275587680a.jpg,Assisted Living Home,Assisted Living Home
A Tender Touch Assisted Living Home Ii,"2827 East Thunderbird Road, Phoenix, AZ 85032",Phoenix,AZ,85032,https://app.seniorplace.com/communities/show/86eba556-1253-4e07-bc6c-9bea3767e53a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c4391894f81c548ab69509128a983e97.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Touch of Elegance Care Home,"7983 West Martha Way, Peoria, AZ 85381",Peoria,AZ,85381,https://app.seniorplace.com/communities/show/07de69a7-736e-4a74-ade5-15a1ca20cdf4,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f74ed47c27dcce283fec269da7822734.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Touch of Excelence,"7763 West Ludlow Drive, Peoria, AZ 85381",Peoria,AZ,85381,https://app.seniorplace.com/communities/show/41b21cdc-1cfc-4014-9e21-df415b1d314f,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ed36ff4c1b271fee77088fa9ce556194.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A Touch of Life,"44236 Roth Road, Maricopa, AZ 85138",Maricopa,AZ,85138,https://app.seniorplace.com/communities/show/023bfd01-c6bf-4110-b803-fa413ce99f79,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3e83a5fa8a9f2aaef8e6acb5b949b941.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
A-Kingdom Assisted Living,"1840 South 239th Drive, Buckeye, AZ 85326",Buckeye,AZ,85326,https://app.seniorplace.com/communities/show/c9b807a8-ac9a-4727-9a44-d2836376c4b9,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/19d8c9fe9b101b6fa451529bd1a1180a.jpg,Assisted Living Home,Assisted Living Home
A-Z Assisted Living Homes,"2556 East Lowell Court, Gilbert, AZ 85295",Gilbert,AZ,85295,https://app.seniorplace.com/communities/show/994ef61f-7c17-4214-a48f-cfe598796654,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/bcb7be946d2a8f4e4e2ee98682c84acf.jpg,"Assisted Living Home, Directed Care, MercyCare","MercyCare, Assisted Living Home, Directed Care"
Aa Love Care Home,"13401 West Saguaro Lane, Surprise, AZ 85374",Surprise,AZ,85374,https://app.seniorplace.com/communities/show/9791d9d4-63ea-4071-82fe-06e8532ac7f2,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e3436082dbc050d70476f2242051f96b.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
Abaca Health,"3548 West Sahuaro Drive, Phoenix, AZ 85029",Phoenix,AZ,85029,https://app.seniorplace.com/communities/show/d8035bed-53d6-4d93-a134-c62f185bb8cc,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0b21c4f95435f29ddfc6b6eff9b00fd3.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
Abbington Senior Living,"3239 S Mercury Road, Gilbert, AZ 85297",Gilbert,AZ,85297,https://app.seniorplace.com/communities/show/ce566b55-5be7-415a-a2d5-fdd81f26bcde,https://app.seniorplace.com/api/files/public/d2822fba-9dce-455a-8df4-7a5f2e5d4216,"All-Inclusive Pricing (Memory Care), Assisted Living Community, Independent Living, Memory Care","All-Inclusive Pricing (Memory Care), Independent Living, Assisted Living Facility, Memory Care"
Abc Independent Living,"2725 E Mine Creek Rd, Peoria, AZ",Peoria,AZ,,https://app.seniorplace.com/communities/show/e13ea42e-d900-4a16-ab87-7b8c7a652a8b,,,
Abella Manor Senior Care,"955 North Larry Place, Tucson, AZ 85710",Tucson,AZ,85710,https://app.seniorplace.com/communities/show/c179bbae-3902-4004-b4ae-a435261e86c7,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9004c709218ffc6a1de435a050509e22.jpg,"Assisted Living Home, Directed Care, United Healthcare","United Healthcare, Assisted Living Home, Directed Care"
Abellavida Memory Care,"35203 North Central Avenue, Phoenix, AZ 85086",Phoenix,AZ,85086,https://app.seniorplace.com/communities/show/1baa9660-8a02-4c09-9191-3a2b6d34802a,https://app.seniorplace.com/api/files/public/ebf05dbf-fa76-4467-adb4-0f3f7da83e0e,"Assisted Living Home, Directed Care, Memory Care","Assisted Living Home, Memory Care, Directed Care"
Aberdeen Home,"10639 North Aberdeen Road, Scottsdale, AZ 85254",Scottsdale,AZ,85254,https://app.seniorplace.com/communities/show/8793151a-c3cd-45da-8f42-90f882d4103c,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c923021be570c604a39ee3cce6a3a147.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
Aberdeen Home,"10639 North Aberdeen Road, Scottsdale, AZ 85254",Scottsdale,AZ,85254,https://app.seniorplace.com/communities/show/656a6033-9869-46fa-9e10-f7ca5ae8989e,,,
Abigail'S Assisted Living Home,"14631 West Wethersfield Road, Surprise, AZ 85379",Surprise,AZ,85379,https://app.seniorplace.com/communities/show/c0a5a8e5-72e7-4fc4-be24-a47a869d5828,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/623c1f5815cdc099edad32b3e8fe2c69.jpg,"Assisted Living Home, Directed Care","Assisted Living Home, Directed Care"
