title,address,city,state,zip,url,featured_image,care_types,care_types_raw
Arbors of Del Rey,"3731 Del Rey Boulevard, Las Cruces, NM 88012",Las Cruces,NM,88012,https://app.seniorplace.com/communities/show/00d58b8b-2c72-4ad2-bdc2-95cde836f3b3,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c517916805cd63d650b5056e4a766782.jpg,"Assisted Living Community, Home Care","Assisted Living Facility, Home Health"
Arca Gun Club,"2404 Gun Club Road Southwest, Albuquerque, NM 87105",Albuquerque,NM,87105,https://app.seniorplace.com/communities/show/4e290249-dc78-4a44-859e-46e982913c6d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7b3ff3127d7e1fe2602f9af6fa79521f.jpg,Assisted Living Home,Assisted Living Home
Arca Lakeview,"2500 Lakeview Road Southwest, Albuquerque, NM 87105",Albuquerque,NM,87105,https://app.seniorplace.com/communities/show/6abbb27f-11fa-4424-a993-1066979c3c87,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3832914c9ffe8316c262f23af8772510.jpg,Assisted Living Home,Assisted Living Home
Arca Mesquite Wood,"7317 Mesquite Wood Drive Northwest, Albuquerque, NM 87120",Albuquerque,NM,87120,https://app.seniorplace.com/communities/show/7a9e0172-38bc-420d-abb4-6381b4bf34fe,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/de5ff982382c4f18e231194ddd494319.jpg,Assisted Living Home,Assisted Living Home
Arca Summerwood,"6312 Summerwood Road Northwest, Albuquerque, NM 87120",Albuquerque,NM,87120,https://app.seniorplace.com/communities/show/02b439d0-a9c3-4d44-86fd-0c1fdc4efadf,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/130498d1b8489436175ea46b9d77e3de.jpg,Assisted Living Home,Assisted Living Home
Aristocrat Assisted Living (The),"2969 Claude Dove Drive, Las Cruces, NM 88011",Las Cruces,NM,88011,https://app.seniorplace.com/communities/show/3a552f12-2fc2-4f05-8aeb-ecf40ce676e3,,Assisted Living Community,Assisted Living Facility
Aristocrat Operating Company I,"252 Robert H Bradley Drive, Alamogordo, NM 88310",Alamogordo,NM,88310,https://app.seniorplace.com/communities/show/5ab3a8a8-7645-4198-bb29-d70e9244b381,,Assisted Living Community,Assisted Living Facility
Asc of the Heart Institute,"1250 Sonoma Ranch Boulevard, Las Cruces, NM 88011",Las Cruces,NM,88011,https://app.seniorplace.com/communities/show/d8abd1ac-745c-4c8d-a0fb-7758dd110a74,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ffb5c17966f9191dd74b5192c261fe2e.jpg,Assisted Living Community,Assisted Living Facility
Ativo Senior Living of Albuquerque,"4500 Quaker Heights Place, Albuquerque, NM 87120",Albuquerque,NM,87120,https://app.seniorplace.com/communities/show/971a41d4-21a1-486c-9dca-00dea6fd030a,https://app.seniorplace.com/api/files/public/84c86fc5-ac2e-40bd-899c-89568b763004,"Assisted Living Community, Independent Living, Memory Care","Independent Living, Assisted Living Facility, Memory Care"
Autumn Blessings Assisted Living,"400 Sunset Boulevard, Logan, NM 88426",Logan,NM,88426,https://app.seniorplace.com/communities/show/f7b2893e-1cfb-4700-80f8-839a798b69a6,,Assisted Living Community,Assisted Living Facility
Avamere at Rio Rancho,"1000 Riverview Drive Southeast, Rio Rancho, NM 87124",Rio Rancho,NM,87124,https://app.seniorplace.com/communities/show/5dd25ee5-c78b-4e89-863e-0aa31cf917d1,https://app.seniorplace.com/api/files/public/1072feb9-361f-4ff4-a5bd-43a592fd8326,"Assisted Living Community, Independent Living, Memory Care","Independent Living, Assisted Living Facility, Memory Care"
Avamere at Roswell,"2725 North Pennsylvania, Roswell, NM NM",Roswell,NM,NM,https://app.seniorplace.com/communities/show/aac53537-3811-4d09-871c-6fce1d1de446,,,
Avista Senior Living Albuquerque,"3920 Juan Tabo Place Northeast, Albuquerque, NM 87111",Albuquerque,NM,87111,https://app.seniorplace.com/communities/show/18ac4aa1-1cf9-4701-b753-be098fec3920,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/5ce41e3fa57d0ce4ee85be56290df14c.jpg,"Assisted Living Community, Memory Care, Respite Care","Assisted Living Facility, Memory Care, Respite Care"
Bear Canyon Estates | Sky Active Living,"440 Morris St NE, Albuquerque, NM 87111",Albuquerque,NM,87111,https://app.seniorplace.com/communities/show/d5feece5-c4ac-4234-9e79-242cbda16018,https://app.seniorplace.com/api/files/public/1e0a8574-83b6-405e-9987-f722e79ae510,Independent Living,Independent Living
Bee Hive Homes of Albuquerque - West,"6000 Whiteman Drive Northwest, Albuquerque, NM 87120",Albuquerque,NM,87120,https://app.seniorplace.com/communities/show/e98dac16-f81d-4489-9b65-d8bbf4bd9aab,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1107dc65867776107085fec7d595ccf4.jpg,Assisted Living Community,Assisted Living Facility
Bee Hive Homes of Edgewood Ii,"102 Quail Trail, Edgewood, NM 87015",Edgewood,NM,87015,https://app.seniorplace.com/communities/show/f405ab82-c0cc-4a43-8566-e6d292108259,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ca00911574d64af2a2f223eed275a169.jpg,Assisted Living Community,Assisted Living Facility
Bee Hive Homes of Rio Rancho Ii,"2709 Chessman Drive Northeast, Rio Rancho, NM 87124",Rio Rancho,NM,87124,https://app.seniorplace.com/communities/show/9ee7b965-3ec7-40a4-94a8-c91f241fa194,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a85bbd2749f6992a7963583e38dc656f.jpg,Assisted Living Community,Assisted Living Facility
Bee Hive Homes of Santa Fe,"3838 Thomas Road, Santa Fe, NM 87507",Santa Fe,NM,87507,https://app.seniorplace.com/communities/show/b88d684a-ed59-4fbb-bd82-56ef50d1f403,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6a05b2a94d9653c20d08227ee8ccbe76.jpg,Assisted Living Community,Assisted Living Facility
Bee Hive Homes of Taylor Ranch,"6004 Whiteman Drive Northwest, Albuquerque, NM 87120",Albuquerque,NM,87120,https://app.seniorplace.com/communities/show/ae16bdd9-4da7-4af1-a0db-b3a4130b7dac,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/311ae63aec0faef051a025b930a0bfa9.jpg,Assisted Living Community,Assisted Living Facility
Bee Hive Memory Loss Home,"508 Airport Drive, Farmington, NM 87401",Farmington,NM,87401,https://app.seniorplace.com/communities/show/bc7a2fb0-3d55-449a-9cf4-7f01abbb665d,,Assisted Living Community,Assisted Living Facility
Beehive Homes of Alamogordo,"1106 San Cristo Street, Alamogordo, NM 88310",Alamogordo,NM,88310,https://app.seniorplace.com/communities/show/30b5ffd7-d794-4a89-8389-327a78406340,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/60b2c8b5d2fa779c6fead70559cf3e20.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Bernalillo,"200 Sheriff's Posse Road, Bernalillo, NM 87004",Bernalillo,NM,87004,https://app.seniorplace.com/communities/show/789f063e-ff94-47ab-b682-4bcea8d2bd67,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8fb9a5c6f70469ecf30b0e653f9b7d12.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Bernalillo 2,"180 Sheriff's Posse Road, Bernalillo, NM 87004",Bernalillo,NM,87004,https://app.seniorplace.com/communities/show/3d972429-80db-47fe-86f6-7b1e4ad5674b,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1cb2e6542902453eb182ef50bc543a30.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Bosque Farms #2,"1935 Bosque Farms Boulevard, Bosque Farms, NM 87068",Bosque Farms,NM,87068,https://app.seniorplace.com/communities/show/17dc5298-8fe4-48b9-9d72-d10b7aa7cf89,https://app.seniorplace.com/api/files/public/f0f7d09a-f422-4c4e-bcbc-edc07637e72f,Assisted Living Community,Assisted Living Facility
Beehive Homes of Clovis,"2305 North Norris Street, Clovis, NM 88101",Clovis,NM,88101,https://app.seniorplace.com/communities/show/5d639adf-4bac-483a-85a4-a099cd0f2958,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/500e8156d27cccb7403270156a387e15.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Deming,"1721 South Santa Monica Street, Deming, NM 88030",Deming,NM,88030,https://app.seniorplace.com/communities/show/3012916c-66b2-4711-8b70-5da0213e5ad4,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/bb91a9b93b1be36936eb8c8d8615bf93.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Enchanted Hills,"6336 Enchanted Hills Boulevard Northeast, Rio Rancho, NM 87144",Rio Rancho,NM,87144,https://app.seniorplace.com/communities/show/0676d3e9-7597-42fd-b44a-b4e981be9f3e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/86ca2fedccd21d97ea808d5e948e0109.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Farmington,"400 North Locke Avenue, Farmington, NM 87401",Farmington,NM,87401,https://app.seniorplace.com/communities/show/a0c588cf-b7d1-4241-9a6b-78c007a1b983,https://app.seniorplace.com/api/files/public/e5574b78-cdd2-461b-bc49-725b93fa5cce,Assisted Living Home,Assisted Living Home
Beehive Homes of Farmington #2,"404 North Locke Avenue, Farmington, NM 87401",Farmington,NM,87401,https://app.seniorplace.com/communities/show/d15791dc-95b6-4799-9d92-6b6eee8a3367,https://app.seniorplace.com/api/files/public/b7a05077-666c-4cd1-9d7d-44e1d66574ff,Assisted Living Home,Assisted Living Home
Beehive Homes of Farmington 4,"508 Airport Drive and 508B Airport Drive, Farmington, NM 87401",Farmington,NM,87401,https://app.seniorplace.com/communities/show/5dd409da-9b9e-4351-b5f1-ccd013c554b6,https://app.seniorplace.com/api/files/public/eb6f94ed-cd8d-4f00-b77a-6d5523c16e77,Assisted Living Community,Assisted Living Facility
Beehive Homes of Four Hills I,"13450 Wenonah Avenue Southeast, Albuquerque, NM 87123",Albuquerque,NM,87123,https://app.seniorplace.com/communities/show/c1aa5542-bdfc-4c55-9254-d5d9432c5525,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/caa5631b5f9b9e96a8cd9d79a2984711.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Gallup,"600 Gurley Avenue, Gallup, NM 87301",Gallup,NM,87301,https://app.seniorplace.com/communities/show/f2e18cc9-0490-4da7-8205-1b99301fcb30,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/655298408b65b195ed5a41c19bec94bb.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Hobbs,"1928 West College Lane, Hobbs, NM 88242",Hobbs,NM,88242,https://app.seniorplace.com/communities/show/244cbc10-d1d7-4b73-b0ef-637284a11c4e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8d8bab5f6aa02c327b463bdd8051d053.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Hobbs 2,"1920 West College Lane, Hobbs, NM 88242",Hobbs,NM,88242,https://app.seniorplace.com/communities/show/78a29ac9-2eb1-40fb-8d4b-7adcd7ca261d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9a34a07b6811d282ac31721c8ad7e961.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Portales,"1420 South Main Avenue, Portales, NM 88130",Portales,NM,88130,https://app.seniorplace.com/communities/show/ea768b6b-1170-4648-a23d-a3fb33178499,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/30bc1895325a1648be2d228fc184dd65.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Raton,"1465 Turnesa Street, Raton, NM 87740",Raton,NM,87740,https://app.seniorplace.com/communities/show/9eb8d08c-5c86-459b-aa3c-4630911f6849,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/055bbb95a80b4738b8ec612bd5c0a3f5.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Rio Rancho I,"204 Silent Spring Road Northeast, Rio Rancho, NM 87124",Rio Rancho,NM,87124,https://app.seniorplace.com/communities/show/29ece350-9452-41f1-9c89-8ddcfa198723,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/dfc9700801f2defab00767e641899d8e.jpg,Assisted Living Home,Assisted Living Home
Beehive Homes of Roswell,"2903 North Washington Avenue, Roswell, NM 88201",Roswell,NM,88201,https://app.seniorplace.com/communities/show/6ef93d6e-c35c-404b-81ac-316327591729,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/56575243a77cf06bd4c935c28848ca17.jpg,"Assisted Living Community, Assisted Living Home","Assisted Living Facility, Assisted Living Home"
"Beehive Homes of San Pedro, Building C","6401 Corona Avenue Northeast, Albuquerque, NM 87113",Albuquerque,NM,87113,https://app.seniorplace.com/communities/show/cfe2669b-0c0f-4602-bd80-d04ac2eff13f,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a07c78353b2a0031ad1fe58e88ece8b0.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of San Pedro- D,"6100 Wilshire Avenue Northeast, Albuquerque, NM 87113",Albuquerque,NM,87113,https://app.seniorplace.com/communities/show/97752291-0649-4d37-bff0-942fa19185ba,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6241cdfb9237f1858c8aa5100ef30913.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of Volcano Cliffs,"6230 Montaño Road Northwest, Albuquerque, NM 87120",Albuquerque,NM,87120,https://app.seniorplace.com/communities/show/f9682bcc-a536-4324-8c77-5c369e0c8b70,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/902e658b50bfd0f197b51c47bcf51903.jpg,Assisted Living Community,Assisted Living Facility
Beehive Homes of White Rock,"110 Longview Drive, White Rock, NM 87544",White Rock,NM,87544,https://app.seniorplace.com/communities/show/df5570f1-83af-4cdc-8dd0-49b9edcf4804,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8b411bf8de6d00a7798ebcd75564a2b9.jpg,Assisted Living Community,Assisted Living Facility
Bellamah House,"11601 Bellamah Avenue Northeast, Albuquerque, NM 87112",Albuquerque,NM,87112,https://app.seniorplace.com/communities/show/fde4df6b-343d-4865-92a7-9f4718068327,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/63ee3d9d0eafef5b2f654e42afa72f02.jpg,Assisted Living Home,Assisted Living Home
Blue Horizon Boutique Assisted Living & Memory Care Building A,"2707 Spitz Street, Las Cruces, NM 88005",Las Cruces,NM,88005,https://app.seniorplace.com/communities/show/52f58856-16fa-4e32-ae8d-f36fd8d8151a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4041aa472c7dffc221b9200683aac34b.jpg,Assisted Living Community,Assisted Living Facility
Bonney Home,"513 Williams Street, Gallup, NM 87301",Gallup,NM,87301,https://app.seniorplace.com/communities/show/296776c7-6b8f-4623-935a-ba0ec158fa95,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f9d2c435fcd77748cc004411e56c09cc.jpg,Assisted Living Home,Assisted Living Home
Bonney Home,"2021 Barbara Avenue, Gallup, NM 87301",Gallup,NM,87301,https://app.seniorplace.com/communities/show/2a46ff33-fbc5-451b-b20e-05c8f981ad7a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0ce80202e5c86e2afca6371fc42e008d.jpg,Assisted Living Community,Assisted Living Facility
Brio Assisted Living,"13101 Constitution Avenue Northeast, Albuquerque, NM 87112",Albuquerque,NM,87112,https://app.seniorplace.com/communities/show/9aa92cd5-8c52-4c98-a7c8-9d608be92212,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/078a764ce4966028d4b0083d5e518115.jpg,Assisted Living Community,Assisted Living Facility
Brookdale Santa Fe,"640 Alta Vista, Santa Fe, NM 87505",Santa Fe,NM,87505,https://app.seniorplace.com/communities/show/439425ca-239c-4bb9-a534-9aae26a47f70,https://app.seniorplace.com/api/files/public/0281f7b1-9c39-4b20-9e86-742def896caa,,
Brookdale Santa Fe,"640 Alta Vista Street, Santa Fe, NM 87505",Santa Fe,NM,87505,https://app.seniorplace.com/communities/show/b00dae17-478f-4d0b-b70a-185eb6fad31f,https://app.seniorplace.com/api/files/public/12129585-86c5-4544-84ce-7f68fa78402f,"Assisted Living Community, Independent Living","Independent Living, Assisted Living Facility"
Brookdale Tramway Ridge,"4900 Tramway Ridge Drive Northeast, Albuquerque, NM 87111",Albuquerque,NM,87111,https://app.seniorplace.com/communities/show/d1f74fcc-ab35-4c7a-8d35-99be506bb0ad,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/5767bc0644e2d01aa8153e27b83bd576.jpg,"Assisted Living Community, Memory Care","Assisted Living Facility, Memory Care"
Brookdale Valencia,"300 Valencia Drive Southeast, Albuquerque, NM 87108",Albuquerque,NM,87108,https://app.seniorplace.com/communities/show/9d51495c-37cb-4191-8701-3eab7d4eb89f,https://app.seniorplace.com/api/files/public/f69e79af-6f40-44d1-8752-4ee6d4e8264c,"Assisted Living Community, Home Care, Independent Living","Independent Living, Assisted Living Facility, Home Health"
Brookdale Valencia -- Duplicate Entry - Do Not Use,"300 Valencia Drive SE,, Albuquerque, NM 87108",Albuquerque,NM,87108,https://app.seniorplace.com/communities/show/bd53ae3d-f64d-4aa9-b94d-80db248e4ebe,https://app.seniorplace.com/api/files/public/e6e5c8c9-c979-47c4-94f6-f64ad70465d5,,
Buena Vista Senior Care,"8505 Rancho Santa Fe Place Northeast, Albuquerque, NM 87109",Albuquerque,NM,87109,https://app.seniorplace.com/communities/show/57934d4f-79da-4e7f-a630-bd449ec4deae,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d16cb37c8786d66796aaee7d328cddbd.jpg,Assisted Living Home,Assisted Living Home
Camino Retirement Apartments,"12101 Lomas Boulevard Northeast, Albuquerque, NM 87112",Albuquerque,NM,87112,https://app.seniorplace.com/communities/show/fb6cdb19-ac62-4103-a9ff-892e87a6a0dc,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d2550da805ca04f65abeedb615be2a7e.jpg,Assisted Living Community,Assisted Living Facility
Candlelight Assisted Living,"3200 Candlelight Drive Northeast, Albuquerque, NM 87111",Albuquerque,NM,87111,https://app.seniorplace.com/communities/show/7166e27e-f64f-464e-a632-8f0b3d808d1b,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d95c2716523d61ffe2fd86d813f1998f.jpg,Assisted Living Home,Assisted Living Home
Carefree Living,"10916 Juan Tabo Place Northeast, Albuquerque, NM 87111",Albuquerque,NM,87111,https://app.seniorplace.com/communities/show/59188c46-8d45-4d98-8e7e-938d0ec83e80,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9cdb26e8fef573a10fc831d6efdc1fea.jpg,Assisted Living Community,Assisted Living Facility
Casa Angelina South East,"900 Espanola Street Northeast, Albuquerque, NM 87110",Albuquerque,NM,87110,https://app.seniorplace.com/communities/show/939fd765-c21b-4dc2-8066-f5ae488e0f27,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c5b1ca48fe71e4e0cee056d5a422befa.jpg,Assisted Living Home,Assisted Living Home
Casa Bella Memory Care,"2919 Spitz Street, Las Cruces, NM 88005",Las Cruces,NM,88005,https://app.seniorplace.com/communities/show/7f8c8dc9-02b4-426e-86df-97432714e30e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/fb8f282c68a03697021e0ca3ddbbce7b.jpg,Assisted Living Community,Assisted Living Facility
Casa Contenta Assisted Living,"4805 Sombrerete Road Southeast, Rio Rancho, NM 87124",Rio Rancho,NM,87124,https://app.seniorplace.com/communities/show/4ede3561-9554-4b95-9f1e-296be4e72155,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b873f724a88435edf661474038d29256.jpg,Assisted Living Home,Assisted Living Home
Casa De Paz,"4103 Las Cimbras Court Southeast, Rio Rancho, NM 87124",Rio Rancho,NM,87124,https://app.seniorplace.com/communities/show/c031b5db-dc48-41d0-bdc4-3e71082268c0,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1d6a96c45d91eba82e02d6ba8da780ce.jpg,Assisted Living Home,Assisted Living Home
Casa De Shalom Dba Casa De Paz Village East,"604 Gral Trevino Drive Southeast, Rio Rancho, NM 87124",Rio Rancho,NM,87124,https://app.seniorplace.com/communities/show/c1aff435-8ea7-4041-8584-b16908e4eb8a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d1d40cf9d6e41679464e8555ae51d689.jpg,Assisted Living Home,Assisted Living Home
Casa Del Valle I,"2111 Raven Lane Southwest, Albuquerque, NM 87105",Albuquerque,NM,87105,https://app.seniorplace.com/communities/show/8bad2afc-0fea-4c00-87a9-46a33f938850,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/fe0903be5fb4ef5346e50d976cd1f004.jpg,Assisted Living Home,Assisted Living Home
Casa Mis Abuelos,"4916 Larchmont Drive Northeast, Albuquerque, NM 87111",Albuquerque,NM,87111,https://app.seniorplace.com/communities/show/d16f3d8c-243f-4e28-a58f-3866aba47fa9,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/efa200f5ea373862c8520f8dc9baed2b.jpg,Assisted Living Home,Assisted Living Home
"Casa Palo Duro (Active Solutions, Inc)","7808 Palo Duro Avenue Northeast, Albuquerque, NM 87110",Albuquerque,NM,87110,https://app.seniorplace.com/communities/show/a2d84720-ebde-47e2-a4f8-7c6d67ef39ba,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/656e32b43f576db07bd68d88048e66e8.jpg,Assisted Living Home,Assisted Living Home
Casa Sandia,"222 Sandia View Road Northwest, Sandia View, NM 87107",Sandia View,NM,87107,https://app.seniorplace.com/communities/show/be636652-19ec-4531-bd85-894c09bed44e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3a8ef5306ab430c8018dc567339a7890.jpg,Assisted Living Home,Assisted Living Home
