title,address,city,state,zip,url,featured_image,care_types,care_types_raw
A-Kingdom Assisted Living,"1840 South 239th Drive, Buckeye, AZ 85326",Buckeye,AZ,85326,https://app.seniorplace.com/communities/show/c9b807a8-ac9a-4727-9a44-d2836376c4b9,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/19d8c9fe9b101b6fa451529bd1a1180a.jpg,Assisted Living Home,Assisted Living Home
Abellavida Memory Care,"35203 North Central Avenue, Phoenix, AZ 85086",Phoenix,AZ,85086,https://app.seniorplace.com/communities/show/1baa9660-8a02-4c09-9191-3a2b6d34802a,https://app.seniorplace.com/api/files/public/ebf05dbf-fa76-4467-adb4-0f3f7da83e0e,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
Aberdeen Home,"10639 North Aberdeen Road, Scottsdale, AZ 85254",Scottsdale,AZ,85254,https://app.seniorplace.com/communities/show/8793151a-c3cd-45da-8f42-90f882d4103c,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c923021be570c604a39ee3cce6a3a147.jpg,Assisted Living Home,Assisted Living Home
Abracadabra Assisted Living #2,"3501 West Wood Drive, Phoenix, AZ 85029",Phoenix,AZ,85029,https://app.seniorplace.com/communities/show/17f0c4e0-661f-4266-bc81-ec614cdccdad,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a8395d2807e7c1504612c97aa007bfda.jpg,Assisted Living Home,Assisted Living Home
Absolute Assisted Living Adult Care Home,"3557 East Caballero Street, Mesa, AZ 85213",Mesa,AZ,85213,https://app.seniorplace.com/communities/show/ab24f672-d966-4355-a603-78a8ba70d777,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/db08e81029374678842ea22490950aec.jpg,Assisted Living Home,Assisted Living Home
Abuelos at Edgewood Place,"7141 North Edgewood Place, Tucson, AZ 85704",Tucson,AZ,85704,https://app.seniorplace.com/communities/show/8b7e58c3-9b6a-4c65-8314-7d402b3bbe3d,https://app.seniorplace.com/api/files/public/a8d6238f-e915-43d2-9467-00bce5362e0f,Assisted Living Home,Assisted Living Home
Abundant Life Adult Living,"20625 North 8th Street, Phoenix, AZ 85024",Phoenix,AZ,85024,https://app.seniorplace.com/communities/show/11e7cec3-15ab-4f60-be15-216fa320c1ce,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a4b880cdb596682bc195d8065d82db20.jpg,Assisted Living Home,Assisted Living Home
Acacia Cove Assisted Living,"5964 West Bluefield Avenue, Glendale, AZ 85308",Glendale,AZ,85308,https://app.seniorplace.com/communities/show/a6b93846-344f-40c0-89c0-618973c49d1b,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d183fd12a71de2ac3671134039d31a77.jpg,Assisted Living Home,Assisted Living Home
Acacia Glen Home Care,"8214 South 44th Glen, Laveen Village, AZ 85339",Laveen Village,AZ,85339,https://app.seniorplace.com/communities/show/05a62938-d5aa-423e-8609-b81bc00f3e2a,https://app.seniorplace.com/api/files/public/3ed82f16-debc-47c8-89e3-e1dcfc255238,Assisted Living Home,Assisted Living Home
"Accolade Holdings, Llc - Closed by State - Do Not Refer","4689 South Bandit Road, Gilbert, AZ 85297",Gilbert,AZ,85297,https://app.seniorplace.com/communities/show/d57fa1b8-47a1-484a-b7dd-1cd86ba32abc,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/2ef20c4c457b928ca2ab6630eb17f262.jpg,Assisted Living Home,Assisted Living Home
Acoya Mesa,"6502 East Brown Road, Mesa, AZ 85205",Mesa,AZ,85205,https://app.seniorplace.com/communities/show/6ecfc0bd-9a91-426e-9af8-4dafb0835eb8,https://app.seniorplace.com/api/files/public/8424d3df-8956-4eef-8bfa-a71108185adc,Independent Living,Independent Living
Adagio Alh,"1045 East Bethany Home Road, Phoenix, AZ 85014",Phoenix,AZ,85014,https://app.seniorplace.com/communities/show/ed41ea35-84e5-4775-b803-ec55018ec798,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/bbe841d4c43e50bce98d0e3d476d352f.jpg,Assisted Living Home,Assisted Living Home
Adobe Adult Care Home,"8028 North Firethorn Avenue, Tucson, AZ 85741",Tucson,AZ,85741,https://app.seniorplace.com/communities/show/7fb88bf6-6146-4491-914b-658c0ca2b448,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/853e54ffac6d0f3a505e201ddc19a22f.jpg,Assisted Living Home,Assisted Living Home
Adrian Assisted Living,"607 West Villa Rita Drive, Phoenix, AZ 85023",Phoenix,AZ,85023,https://app.seniorplace.com/communities/show/aa19cfba-3923-485c-b859-a6236cb87f1e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8deba8e090d632fb57f972b4a126b6e5.jpg,Assisted Living Home,Assisted Living Home
Aegis at 38Th Place Assisted Living Ii,"13201 South 38th Place, Phoenix, AZ 85044",Phoenix,AZ,85044,https://app.seniorplace.com/communities/show/9672f667-4963-41db-8e37-ace81d02a87e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/5abcbc1e922b05703b05e09098a6452e.jpg,Assisted Living Home,Assisted Living Home
Aegis at Fairview Assisted Living Home,"2371 East Fairview Street, Chandler, AZ 85225",Chandler,AZ,85225,https://app.seniorplace.com/communities/show/61a1e40f-e09e-4a25-b4ee-befe18d82af7,https://app.seniorplace.com/api/files/public/dfa3b90a-64c1-4e6a-9909-cd63b8eb1074,Assisted Living Home,Assisted Living Home
Aegis at Redwood Assisted Living Home,"4332 East Redwood Lane, Phoenix, AZ 85048",Phoenix,AZ,85048,https://app.seniorplace.com/communities/show/0b481dfe-95cc-4ac4-ae4d-dd9902b0e286,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3cc1d276ded46c10faed56d458a072a6.jpg,Assisted Living Home,Assisted Living Home
Affirmative Care Home,"8074 East 8th Street, Tucson, AZ 85710",Tucson,AZ,85710,https://app.seniorplace.com/communities/show/390aa3b4-4fab-4ba0-94ff-8d5deaa1c1e6,https://app.seniorplace.com/api/files/public/dcf01ef2-5e7c-4e74-a1f9-03fc783a97ca,Assisted Living Home,Assisted Living Home
Agape Care Home of Scottsdale,"5920 East Ludlow Drive, Scottsdale, AZ 85254",Scottsdale,AZ,85254,https://app.seniorplace.com/communities/show/9de80f28-cb1d-4a03-89fb-fd7463b290f8,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/34f4a37a339e0973378b2101021ab8d6.jpg,Assisted Living Home,Assisted Living Home
Agave Assisted Living Home Ii,"8854 West Irma Lane, Peoria, AZ 85382",Peoria,AZ,85382,https://app.seniorplace.com/communities/show/e4a62471-27d6-47ec-b1a8-de4c69b65ef8,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/43fa3d80c5de8621de4d7d595c73ce7e.jpg,Assisted Living Home,Assisted Living Home
Agave Care Home of Scottsdale,"4833 East Marconi Avenue, Scottsdale, AZ 85254",Scottsdale,AZ,85254,https://app.seniorplace.com/communities/show/d957f5ab-8ff3-47b6-a47d-58b988badcfa,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6b28d8744037dbaac2e6d140c4a8603b.jpg,Assisted Living Home,Assisted Living Home
Agave Manor,"5937 East Cactus Road, Scottsdale, AZ 85254",Scottsdale,AZ,85254,https://app.seniorplace.com/communities/show/8359b2f8-258c-4f01-ac40-f217b64dfede,https://app.seniorplace.com/api/files/public/0e5741f7-bcdd-49d0-8619-43df78a05902,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
Ageless Angels Alh 2,"783 East Gemini Place, Chandler, AZ 85249",Chandler,AZ,85249,https://app.seniorplace.com/communities/show/a5a1224b-6009-458f-9cb5-f307564e839b,,Assisted Living Home,Assisted Living Home
Aguilera Assisted Living Home,"4740 West Vía Aguilera, Tucson, AZ 85745",Tucson,AZ,85745,https://app.seniorplace.com/communities/show/2b14e824-32f0-4d79-b9dd-4fb2a9b4884b,https://app.seniorplace.com/api/files/public/c7e1336a-b2be-4266-903e-153044f92a9c,Assisted Living Home,Assisted Living Home
Ahwatukee Adult Care Iii,"5135 East Half Moon Drive, Phoenix, AZ 85044",Phoenix,AZ,85044,https://app.seniorplace.com/communities/show/68faccc2-b754-43a6-b436-ca1e0121f29a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/2a04e22e5a76ef32a30c349a6808d563.jpg,Assisted Living Home,Assisted Living Home
Alert Adult Care,"18204 West Pasadena Avenue, Litchfield Park, AZ 85340",Litchfield Park,AZ,85340,https://app.seniorplace.com/communities/show/dc539429-1171-4228-8ae3-7ff4bfa73409,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4336b5ef0666fde2c640e422ef67b698.jpg,Assisted Living Home,Assisted Living Home
All Care Assisted,"18224 North 168th Avenue, Surprise, AZ 85374",Surprise,AZ,85374,https://app.seniorplace.com/communities/show/64b8fbce-f02d-4ab4-8a5e-944484a2fe67,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/36bd7056073a2d10890708afddd1ef15.jpg,Assisted Living Home,Assisted Living Home
Allegiance Assisted Living,"2243 South Gaucho, Mesa, AZ 85202",Mesa,AZ,85202,https://app.seniorplace.com/communities/show/d2e2f5c6-b106-4c7b-8b7e-0d60507e60ff,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ef16152b7ed890713539a09d78c5a504.jpg,Assisted Living Home,Assisted Living Home
Aloha Assisted Living Home,"8260 East Vicksburg Street, Tucson, AZ 85710",Tucson,AZ,85710,https://app.seniorplace.com/communities/show/af069f4d-df0b-4dc4-9d67-23f58ed56142,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ef26eb6d4bfa61c58517a7fa233ebe78.jpg,Assisted Living Home,Assisted Living Home
Aloha Assisted Living,"3414 North 81st Street, Scottsdale, AZ 85251",Scottsdale,AZ,85251,https://app.seniorplace.com/communities/show/6043b421-694f-418e-948f-9646721b96e9,https://app.seniorplace.com/api/files/public/c9e8c316-f380-4a10-af28-76a7a1def2b2,Assisted Living Home,Assisted Living Home
Amanda'S Care Home,"8647 East Pampa Avenue, Mesa, AZ 85212",Mesa,AZ,85212,https://app.seniorplace.com/communities/show/6b5e0156-0d2f-4624-ac08-a8b0504b2bd4,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/06f90943c6c0ad2c540834bfe67fdca3.jpg,Assisted Living Home,Assisted Living Home
Amber Lights,"6231 North Montebella Road, Tucson, AZ 85704",Tucson,AZ,85704,https://app.seniorplace.com/communities/show/6edcfa65-9add-4efd-8acb-127a7497dbe8,https://app.seniorplace.com/api/files/public/7717dfa0-a5a4-4c2d-bcab-b99f2c1eeef9,"Assisted Living Community, Independent Living","Independent Living, Assisted Living Facility"
Ambiance Al,"2101 East Everett Drive, Phoenix, AZ 85022",Phoenix,AZ,85022,https://app.seniorplace.com/communities/show/2cd3d888-ed8a-4cf0-81eb-8dd8cabe26c0,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0a8662ee6671fd5fd50c8c1ab06e17f0.jpg,Assisted Living Home,Assisted Living Home
Ambience Care Home,"8941 West Seldon Lane, Peoria, AZ 85345",Peoria,AZ,85345,https://app.seniorplace.com/communities/show/c3413259-d3ac-44df-a3f2-481ca5e8c769,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/cbff0706bf5d0e6ee8e70d7fb9b683f0.jpg,Assisted Living Home,Assisted Living Home
Ambience Care Home 2,"9022 West Alice Avenue, Peoria, AZ 85345",Peoria,AZ,85345,https://app.seniorplace.com/communities/show/d7e546bc-18ce-43c5-8a3b-1b7ae773aa70,,Assisted Living Home,Assisted Living Home
Amen Assisted Living,"44500 West Palo Abeto Drive, Maricopa, AZ 85138",Maricopa,AZ,85138,https://app.seniorplace.com/communities/show/335ff77e-f865-4125-a872-05ee61914a14,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1bcb1387c4915b30f6a7cd64b49c63e8.jpg,Assisted Living Home,Assisted Living Home
American Dream Home,"702 East Orangewood Avenue, Phoenix, AZ 85020",Phoenix,AZ,85020,https://app.seniorplace.com/communities/show/5fb765db-4f26-4983-a158-1b8944fd17e4,https://app.seniorplace.com/api/files/public/4cd07077-412e-4e01-8eba-53ce2b26a118,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
Amethyst Meadows Senior Care,"233 South 123rd Drive, Avondale, AZ 85323",Avondale,AZ,85323,https://app.seniorplace.com/communities/show/b0b5ac58-32f8-4097-8b6b-ad34063a787c,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8c1786654a103dbc0486e53b8f65d4e5.jpg,Assisted Living Home,Assisted Living Home
Amore Garden Assisted Living,"643 East La Costa Drive, Chandler, AZ 85249",Chandler,AZ,85249,https://app.seniorplace.com/communities/show/4c211638-9e7c-45d1-a9fe-cc079ff12b38,,Assisted Living Home,Assisted Living Home
Ana'S Haven at Cedar,"143 West Cedar Drive, Chandler, AZ 85248",Chandler,AZ,85248,https://app.seniorplace.com/communities/show/57e5c84e-cc38-4060-a3b1-5515046a5661,,Assisted Living Home,Assisted Living Home
Angel Care Home,"2231 North 38th Street, Phoenix, AZ 85008",Phoenix,AZ,85008,https://app.seniorplace.com/communities/show/21544e1f-7c3d-43be-b767-1c7d3105e161,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/cb93c11af14cdedc94b230a1bc5a2318.jpg,Assisted Living Home,Assisted Living Home
"Angel'S Adult Group Home, L L C","15462 South 47th Place, Phoenix, AZ 85044",Phoenix,AZ,85044,https://app.seniorplace.com/communities/show/97864e72-5204-43d2-8e64-2eb62df64caf,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b228131605580e2ba7a6656efc5615f7.jpg,Assisted Living Home,Assisted Living Home
Angelic Heart Assisted Living,"4949 West Erie Street, Chandler, AZ 85226",Chandler,AZ,85226,https://app.seniorplace.com/communities/show/35ab578c-e471-4950-9cf2-bc627ce81853,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/b3e288b73ec19a33f9704c388e1cd347.jpg,Assisted Living Home,Assisted Living Home
Angels Assisted Living Home,"4496 East La Costa Drive, Chandler, AZ 85249",Chandler,AZ,85249,https://app.seniorplace.com/communities/show/ea0ccdea-d63f-4926-82d4-0437c88092a6,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/af75519a5d22327ab692cb0f1e9414d8.jpg,Assisted Living Home,Assisted Living Home
Anna'S Carehome,"4315 West Earll Drive, Phoenix, AZ 85031",Phoenix,AZ,85031,https://app.seniorplace.com/communities/show/ff588629-6c88-49ea-a391-2d6b4eda38f3,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/39349796dc4368e03382a1a1bd96856a.jpg,Assisted Living Home,Assisted Living Home
Apollo Residential Assisted Living,"4719 West Harmont Drive, Glendale, AZ 85302",Glendale,AZ,85302,https://app.seniorplace.com/communities/show/24a1d83b-ef0d-4bf2-b346-de2078fd91ef,https://app.seniorplace.com/api/files/public/5b5ef4b4-a703-4083-9e99-d5fe0b444a38,Assisted Living Home,Assisted Living Home
Arbor Rose Senior Living,"6003 East Arbor Avenue, Mesa, AZ 85206",Mesa,AZ,85206,https://app.seniorplace.com/communities/show/a57d795e-cfcf-4b43-bd7e-cc3be7ccd840,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6aa7c99e34f9071647398cd198de7bb2.jpg,Assisted Living Community,Assisted Living Facility
Arcadia Assisted Care,"4912 North 45th Place, Phoenix, AZ 85018",Phoenix,AZ,85018,https://app.seniorplace.com/communities/show/5f6133d2-1656-4ed2-b1e7-b30a7d2479dd,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6d5c2820b7c770c67d8cd179a45518f8.jpg,Assisted Living Home,Assisted Living Home
Arcadia Grove Assisted Living Home,"4248 East Lewis Avenue, Phoenix, AZ 85008",Phoenix,AZ,85008,https://app.seniorplace.com/communities/show/f8f711b7-9224-4c81-947d-999072484b15,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/eba98deed4a7b4461972619d3bf67b83.jpg,Assisted Living Home,Assisted Living Home
Arcadia Woods Assisted Living,"4654 East Holly Street, Phoenix, AZ 85008",Phoenix,AZ,85008,https://app.seniorplace.com/communities/show/f7133814-9743-4b24-a16d-1675252344ea,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/152489f3c531e517f8ca156a2a973325.jpg,Assisted Living Home,Assisted Living Home
Archangel Assisted Living,"932 South Brentwood Place, Chandler, AZ 85224",Chandler,AZ,85224,https://app.seniorplace.com/communities/show/e0e02ddd-538b-450d-ad9b-429f0c9830de,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0c3cdca9653df9c7afb4a7afeea999f1.jpg,Assisted Living Home,Assisted Living Home
Arizona Desert Falls,"2802 East Juniper Avenue, Phoenix, AZ 85032",Phoenix,AZ,85032,https://app.seniorplace.com/communities/show/445a2d59-ad3b-43a6-adf0-3440fcde8f04,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/48a7827126cd6cf908eb9f6e02de5b2b.jpg,Assisted Living Community,Assisted Living Facility
Arizona Elderly Care Alh,"7848 North 4th Place, Phoenix, AZ 85020",Phoenix,AZ,85020,https://app.seniorplace.com/communities/show/d89e6c7a-7e68-4060-81c9-27ebc3bb833d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/2ef622a17234e230630e84c55f52c4d3.jpg,Assisted Living Home,Assisted Living Home
Arizona Pioneers' Home,"300 South McCormick Street, Prescott, AZ 86303",Prescott,AZ,86303,https://app.seniorplace.com/communities/show/71710529-e86c-4232-968b-2c7d623f6ba8,https://app.seniorplace.com/api/files/public/f51e9583-f7a2-4996-98db-96109c8ec7a0,"Assisted Living Community, Independent Living","Independent Living, Assisted Living Facility"
Arizona Premier Adult Care Ii,"9716 East Pampa Avenue, Mesa, AZ 85212",Mesa,AZ,85212,https://app.seniorplace.com/communities/show/8cc73f40-94e0-47cb-ad87-9a179d1104f6,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8bb2953d25a7bc2b8c6e14551e3819a6.jpg,Assisted Living Home,Assisted Living Home
Arizona Royal Care Home,"9823 East Jenan Drive, Scottsdale, AZ 85260",Scottsdale,AZ,85260,https://app.seniorplace.com/communities/show/678200dd-4ebf-4786-b5e5-ca2c0f3f78de,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c3bf26ec8d7eca4a75f9401fb7c362dd.jpg,Assisted Living Home,Assisted Living Home
Arizona Sunset Assisted Living,"35605 North Moyes Road, Queen Creek, AZ 85142",Queen Creek,AZ,85142,https://app.seniorplace.com/communities/show/0ec12fa4-f936-4481-9ac0-cf6257f985d2,https://app.seniorplace.com/api/files/public/16d2754e-6f85-4303-80ab-e971a6a726f5,Assisted Living Home,Assisted Living Home
Arizona Sunshine Assisted Living,"6008 West Paradise Lane, Glendale, AZ 85306",Glendale,AZ,85306,https://app.seniorplace.com/communities/show/968c943c-ebe1-457b-86bc-ddb4f7ffb21e,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3c8d2c81c6d099a8c39911e837ecf727.jpg,Assisted Living Home,Assisted Living Home
Ark of Angel Assisted Living,"3841 East Isabella Avenue, Mesa, AZ 85206",Mesa,AZ,85206,https://app.seniorplace.com/communities/show/fc703117-4e7d-41bb-a949-7033941488ca,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/2c0155056d0cacdc6463a39a38a5151b.jpg,Assisted Living Home,Assisted Living Home
