seniorly_wp_id,seniorly_title,seniorly_address,seniorly_url,senior_place_wp_id,senior_place_title,senior_place_address,senior_place_url,address_similarity,city,state
10289,Amber Hills Assisted Living,"34226 North 26Th Avenue, Phoenix, Az 85085",https://www.seniorly.com/assisted-living/arizona/phoenix/amber-hills-assisted-living-home-llc,6986,Assisted Living Amber Hills,"34226 North 26Th Avenue, Phoenix, Az 85085",https://app.seniorplace.com/communities/show/45a053b8-b784-47ee-9400-fef0817dd57c,1.0,,
10294,Cornerstone Assisted Living,"2123 West Maya Way, Phoenix, Az 85085",https://www.seniorly.com/assisted-living/arizona/phoenix/cornerstone-assisted-living-home,9581,Sonoran Tranquility Home,"2123 West Maya Way, Phoenix, Az 85085",https://app.seniorplace.com/communities/show/84489a7e-61cf-4319-9377-bbddf6f13369,1.0,,
10295,Dove Valley Assisted Living,"26808 North 24Th Avenue, Phoenix, Az 85085",https://www.seniorly.com/assisted-living/arizona/phoenix/dove-valley-assisted-living-home-llc,7050,Azalea Bloom,"26808 North 24Th Avenue, Phoenix, Az 85085",https://app.seniorplace.com/communities/show/972414a3-bb92-4b0f-8bc6-aff6ee60cb8b,1.0,,
10296,Amys Senior Living,"6528 West Brookhart Way, Phoenix, Az 85083",https://www.seniorly.com/assisted-living/arizona/phoenix/amy-s-senior-living-llc,9357,Sage House Brookhart,"6528 West Brookhart Way, Phoenix, Az 85083",https://app.seniorplace.com/communities/show/06bac48b-f78d-4c36-bce4-11a5223a51af,1.0,,
10299,Herman Novella Clancy Assisted Living,"4617 West Moon Blossum Lane, Phoenix, Az 85083",https://www.seniorly.com/assisted-living/arizona/phoenix/herman-novella-clancy-assisted-living-home,9673,Stetson Hills Assisted Living,"4617 West Moon Blossum Lane, Phoenix, Az 85083",https://app.seniorplace.com/communities/show/d835a5b7-fb97-4f0c-947b-890c7b53986a,1.0,,
10301,Legacy Retirement Residence Of Mesa,"5625 East Mckellips Road, Mesa, Az 85215",https://www.seniorly.com/assisted-living/arizona/mesa/legacy-retirement-residence,8421,Legacy House Of Mesa Legacy Retirement Residence,"5625 East Mckellips Road, Mesa, Az 85215",https://app.seniorplace.com/communities/show/ef69fef5-10c2-4ff7-8807-7a5d8105a010,1.0,,
10302,Canyon Winds Retirement Community,"7311 East Oasis Street, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/canyon-winds-retirement,7197,Canyon Winds Retirement,"7311 East Oasis Street, Mesa, Az 85207",https://app.seniorplace.com/communities/show/abbcc562-0053-4920-b842-950ddae4843e,1.0,,
10303,The Citadel Senior Living Community,"520 South Higley Road, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/the-citadel,9844,The Citadel Assisted Living,"520 South Higley Road, Mesa, Az 85206",https://app.seniorplace.com/communities/show/1525bedc-9bb4-4047-97c5-6a0aae9990ca,1.0,,
10304,Visions Senior Living At Apache Junction,"1510 East Broadway Avenue, Apache Junction, Az 85119",https://www.seniorly.com/assisted-living/arizona/apache-junction/visions-senior-living-at-apache-junction-2,10149,Visions Senior Living At Apache Junction 2,"1510 East Broadway Avenue, Apache Junction, Az 85119",https://app.seniorplace.com/communities/show/f90f0f4d-687c-4deb-a5ce-69c2e26e5865,1.0,,
10306,Las Palomas Senior Living,"9050 East Brown Road, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/las-palomas-senior-living,8391,Las Palomas Senior Livingspectrum Retirement,"9050 East Brown Road, Mesa, Az 85207",https://app.seniorplace.com/communities/show/61b2a49f-2049-4ce8-9b82-3bacfb31004c,1.0,,
10307,Christian Care Manor Iv,"118 South 70Th Street, Mesa, Az 85208",https://www.seniorly.com/assisted-living/arizona/mesa/christian-care-manor-iv,7678,Fellowship Square Christian Care Manor Iv,"118 South 70Th Street, Mesa, Az 85207",https://app.seniorplace.com/communities/show/023ba498-49a2-402c-b9a1-b36b223a8241,0.9629629629629629,,
10308,Visions Assisted Living At Mesa,"537 South Higley Road, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/visions-senior-living-at-mesa-2,10151,Visions Senior Living At Mesa 2,"537 South Higley Road, Mesa, Az 85206",https://app.seniorplace.com/communities/show/b04cfc67-f3b8-4505-a799-68f9c6abce05,1.0,,
10309,Hallmark Assisted Living At Lago,"688 South Lago Drive, Apache Junction, Az 85120",https://www.seniorly.com/assisted-living/arizona/apache-junction/hallmark-assisted-living-at-lago,7205,Care With Compassion Assisted Living,"688 South Lago Drive, Apache Junction, Az 85120",https://app.seniorplace.com/communities/show/ea9c3120-70cb-4e9f-a639-b3cd052943e8,1.0,,
10310,Fellowship Square Mesa,"6945 East Main Street, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/fellowship-square-mesa,7684,Fellowship Squaremesa,"6945 East Main Street, Mesa, Az 85207",https://app.seniorplace.com/communities/show/84ec2b46-c7db-47cd-a984-a520076cc9a5,1.0,,
10315,Senior Haven Assisted Living,"1111 West Superstition Boulevard, Apache Junction, Az 85120",https://www.seniorly.com/assisted-living/arizona/apache-junction/senior-haven-assisted-living-home,7868,Golden Years Haven Assisted Living,"1111 West Superstition Boulevard, Apache Junction, Az 85120",https://app.seniorplace.com/communities/show/ff7ba7a4-a1f8-433f-8f0f-a3a1dc4ce287,1.0,,
10320,Peaceful And Comfort Assisted Living,"6532 East Hannibal, Mesa, Az 85205",https://www.seniorly.com/assisted-living/arizona/mesa/peaceful-and-comfort-assisted-living-home,9084,Peaceful And Comfort Assisted Living,"6532 East Hannibal Street, Mesa, Az 85205",https://app.seniorplace.com/communities/show/bfe1b9fa-23b4-4b18-ad95-81d7fcadbc03,0.9508196721311475,,
10321,Red Mountain Mesa,"8411 East Culver Street, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/red-mountain-senior-home-1-inc,9246,Red Mountain Senior Home 1,"8411 East Culver Street, Mesa, Az 85207",https://app.seniorplace.com/communities/show/1e3a6d45-9373-4b99-a36c-d0f451018f54,1.0,,
10322,Reflections At Fellowship Square Mesa,"159 South Power Road, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/reflections-at-fellowship-square-mesa,9250,Reflections At Fellowship Square Mesa,"159 South Power Road, Mesa, Az 85207",https://app.seniorplace.com/communities/show/97ffc74f-5145-4330-898b-45c75d878055,0.9642857142857143,,
10323,Desert Springs Communites,"6662 East Delmon Drive, Mesa, Az 85215",https://www.seniorly.com/assisted-living/arizona/mesa/desert-springs-communites,7433,Desert Springs Communities,"6662 East Delmon Drive, Mesa, Az 85215",https://app.seniorplace.com/communities/show/3a9d343e-8b71-4d60-b956-e35398bd9fe4,1.0,,
10324,Revolta Assisted Living,"2550 South Revolta, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/revolta-assisted-living,9207,Purehearts Assisted Living,"2550 South Revolta, Mesa, Az 85209",https://app.seniorplace.com/communities/show/6eb3e510-d3aa-4065-9958-76e40fa8ea1b,1.0,,
10328,Dallas Specialized Care,"5131 East Dallas Street, Mesa, Az 85205",https://www.seniorly.com/assisted-living/arizona/mesa/dallas-specialized-care,9675,Stoneybrook Estate,"5131 East Dallas Street, Mesa, Az 85205",https://app.seniorplace.com/communities/show/8b59e5d2-5230-4c40-9d55-b6bfe60d11be,1.0,,
10329,Mulberry Assisted Living Nido,"10743 East Nido Avenue, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/mulberry-assisted-living-nido,8792,Mulberry Assisted Livingnido,"10743 East Nido Avenue, Mesa, Az 85209",https://app.seniorplace.com/communities/show/f17c751f-9800-4e05-a856-547443b9bafa,1.0,,
10332,Eden Adult Care Facility,"210 South 98Th Way, Mesa, Az 85208",https://www.seniorly.com/assisted-living/arizona/mesa/eden-adult-care-facility-inc,8660,Mayfair Eden Homes,"210 South 98Th Way, Mesa, Az 85208",https://app.seniorplace.com/communities/show/20d3bac4-ae3e-436e-8738-7fa193c831c1,1.0,,
10336,Desert Oasis At Pampa Assisted Living,"9909 East Pampa Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/desert-oasis-at-pampa-assisted-living,6732,A Cottage At Pampa Assisted Living,"9909 East Pampa Avenue, Mesa, Az 85212",https://app.seniorplace.com/communities/show/bc66eb9a-8a42-49c5-9e76-f8921887366d,1.0,,
10337,Christcentered Care Assisted Living,"10217 East Ampere Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/christ-centered-care-assisted-living,7274,Christcentered Care Assisted Living,"10217 Ampere Avenue, Mesa, Az 85212",https://app.seniorplace.com/communities/show/55093c31-e11f-4c8b-907e-fbd648f9fe52,0.967741935483871,,
10338,Loving Heart Assisted Living,"10619 East Hawk Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/loving-heart-assisted-living,7126,Blue Royale Assisted Living,"10619 East Hawk Avenue, Mesa, Az 85212",https://app.seniorplace.com/communities/show/c119c153-6ea6-481e-a57e-ad8366f12076,1.0,,
10341,Eden Adult Care Facility,"1625 North 72Nd Street, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/eden-adult-care-facility-inc-1625-north-72nd-street-mesa,8664,Mayfair Eden Homes,"1625 North 72Nd Street, Mesa, Az 85207",https://app.seniorplace.com/communities/show/03262afa-bace-410a-a6f0-441dc31242e8,1.0,,
10345,Home Sweet Home,"6814 East Mirabel Avenue, Mesa, Az 85208",https://www.seniorly.com/assisted-living/arizona/mesa/home-sweet-home-mesa,8128,Home Sweet Home,"6814 East Mirabel Avenue, Mesa, Az 85209",https://app.seniorplace.com/communities/show/0b5035e8-f043-4851-9d72-b9bac9f17d0d,0.96875,,
10346,Empathy Villa,"6551 East Menlo Street, Mesa, Az 85215",https://www.seniorly.com/assisted-living/arizona/mesa/empathy-villa-llc,9340,Royalty Home Care Solutions,"6551 East Menlo Street, Mesa, Az 85215",https://app.seniorplace.com/communities/show/221dab54-a5e6-4190-9557-6cb85e6ee101,1.0,,
10348,Fair Home Care,"5632 East Fairbrook Street, Mesa, Az 85205",https://www.seniorly.com/assisted-living/arizona/mesa/golden-years-care-home-llc,7627,Fair Home Care Senior Care Home,"5632 East Fairbrook Street, Mesa, Az 85205",https://app.seniorplace.com/communities/show/8c1545da-8079-4dda-9a08-aab32b230df0,1.0,,
10349,Pleasant Living Liesure World,"1221 South Arroya Circle, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/pleasant-living-liesure-world,6749,A Place Of Joy Assisted Living,"1221 South Arroya Circle, Mesa, Az 85206",https://app.seniorplace.com/communities/show/defe37f6-86f6-462d-b045-b59dbafe2348,1.0,,
10350,Abounding Home Care,"5421 East Carol Avenue, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/abounding-home-care-llc,8948,Palm Luxe Haus,"5421 East Carol Avenue, Mesa, Az 85206",https://app.seniorplace.com/communities/show/b66efa39-92af-4546-b796-ee8e707dbc1a,1.0,,
10352,Vintage Hills,"3649 East Feather Avenue, Gilbert, Az 85234",https://www.seniorly.com/assisted-living/arizona/gilbert/vintage-hills,10187,Well Life Care Homes Feather,"3649 East Feather Avenue, Gilbert, Az 85234",https://app.seniorplace.com/communities/show/217a7cca-e3d6-4256-957e-5240b14b13fb,1.0,,
10354,Hacienda Del Rey,"12917 West Las Cruces Drive, Litchfield Park, Az 85340",https://www.seniorly.com/assisted-living/arizona/litchfield-park/hacienda-del-rey,7960,Hacienda Del Rey,"12917 Las Cruces Drive, Litchfield Park, Az 85340",https://app.seniorplace.com/communities/show/87592fb1-dac5-416e-8135-e8fc885dce0d,0.9777777777777777,,
10355,The Groves,"2655 North Pebblecreek Parkway, Goodyear, Az 85395",https://www.seniorly.com/assisted-living/arizona/goodyear/the-groves-goodyear,9879,The Groves Assisted Living And Memory Care,"2655 Pebble Creek Parkway, Goodyear, Az 85395",https://app.seniorplace.com/communities/show/b190c659-f49d-44eb-84fd-7fc5927864fb,0.9629629629629629,,
10358,Pebble Creek Assisted Living,"2396 North 160Th Avenue, Goodyear, Az 85395",https://www.seniorly.com/assisted-living/arizona/goodyear/pebble-creek-assisted-living,9096,Pebble Heights Assisted Living Memory Care,"2396 North 160Th Avenue, Goodyear, Az 85395",https://app.seniorplace.com/communities/show/5b2887ef-1bfd-4fb9-a569-ba05a7c047c2,1.0,,
10361,Desert Sunflower Assisted Living,"4526 North 124Th Avenue, Avondale, Az 85392",https://www.seniorly.com/assisted-living/arizona/avondale/desert-sunflower-assisted-living,8531,Loving Hands Assisted Living,"4526 North 124Th Avenue, Avondale, Az 85392",https://app.seniorplace.com/communities/show/a0549390-3cf9-4ec1-992e-cfbd1896d3cc,1.0,,
10363,Avondale Alh,"13514 West Monterey Way, Avondale, Az 85392",https://www.seniorly.com/assisted-living/arizona/avondale/avondale-a-l-h,7037,Avondale Assisted Living,"13514 West Monterey Way, Avondale, Az 85392",https://app.seniorplace.com/communities/show/dcaf6d7b-05a7-415f-92fd-da0e819a9ba6,1.0,,
10364,Amazing Care,"16345 West Roosevelt Street, Goodyear, Az 85338",https://www.seniorly.com/assisted-living/arizona/goodyear/amazing-care,6860,Amazing Care Assisted Living,"16345 West Roosevelt Street, Goodyear, Az 85338",https://app.seniorplace.com/communities/show/0ceb7764-1bbd-4767-baf1-9d6591d49f30,1.0,,
10367,Dayster Assisted Living,"10247 West Missouri Avenue, Glendale, Az 85307",https://www.seniorly.com/assisted-living/arizona/glendale/dayster-assisted-living-home,6838,Alert Adult Care,"10247 West Missouri Avenue, Glendale, Az 85307",https://app.seniorplace.com/communities/show/4ea65196-0600-4b92-b70c-9b266de8e3f5,1.0,,
10370,Park Senior Villas Goodyear,"4211 Pebble Creek Parkway, Goodyear, Az 85395",https://www.seniorly.com/assisted-living/arizona/goodyear/park-senior-villas-goodyear,8998,Park Senior Villas At Goodyear,"4211 N Pebblecreek Parkway, Goodyear, Az 85395",https://app.seniorplace.com/communities/show/017ab033-fc9f-4882-b900-a0eb33c1b09e,0.9629629629629629,,
10373,Zedd Adult Carehome,"15453 West Madison Street, Goodyear, Az 85338",https://www.seniorly.com/assisted-living/arizona/goodyear/zedd-adult-carehome,7449,Devine Assisted Living,"15453 West Madison Street, Goodyear, Az 85338",https://app.seniorplace.com/communities/show/c79f15e6-ed70-4c0a-b5b9-674b0ee54501,1.0,,
10378,Charles Residential Care Iii,"2707 North 145Th Avenue, Goodyear, Az 85395",https://www.seniorly.com/assisted-living/arizona/goodyear/charles-residential-care-iii,7267,Charles Residential Care Llc Iii,"2707 North 145Th Avenue, Goodyear, Az 85395",https://app.seniorplace.com/communities/show/72a9dd95-1119-4ca0-a079-b2a708526330,1.0,,
10379,Litchfield Terrace Assisted Living,"13850 West Blossom Way, Litchfield Park, Az 85340",https://www.seniorly.com/assisted-living/arizona/litchfield-park/litchfield-terrace-assisted-living-home,8492,Litchfield Terrace Assisted Living,"13850 Blossom Way, Litchfield Park, Az 85340",https://app.seniorplace.com/communities/show/ea0fafab-aad9-4e1c-bb08-e20e5e4b65b7,0.9761904761904762,,
10382,Sheridan Garden Assisted Living,"8937 West Sheridan, Phoenix, Az 85037",https://www.seniorly.com/assisted-living/arizona/phoenix/sheridan-garden-assisted-living-home,9503,Sheridan Garden Assisted Living,"8937 West Sheridan Street, Phoenix, Az 85037",https://app.seniorplace.com/communities/show/38ad531c-0a1a-4d4a-b5f2-fa2beca94093,0.9552238805970149,,
10387,Kaur Ashram Assisted Living,"4538 North 183Rd Avenue, Goodyear, Az 85395",https://www.seniorly.com/assisted-living/arizona/goodyear/kaur-ashram-assisted-living-llc,8108,Holistic Harmony Home Care,"4538 North 183Rd Avenue, Goodyear, Az 85395",https://app.seniorplace.com/communities/show/34e4ddf0-95f1-443d-a0d5-2882c59959cd,1.0,,
10404,Sunridge Village,"839 Landon Drive, Bullhead City, Az 86429",https://www.seniorly.com/assisted-living/arizona/bullhead-city/sunridge-village,9735,Sunridge Village Assisted Living And Memory Care,"839 Landon Drive, Bullhead City, Az 86429",https://app.seniorplace.com/communities/show/c6e49c52-dc13-4a20-aa23-126ac37efaed,1.0,,
10407,Rainbow Acres,"2120 West Reservation Loop Road, Camp Verde, Az 86322",https://www.seniorly.com/assisted-living/arizona/camp-verde/rainbow-acres,9226,Rainbow Acres,"2120 Reservation Loop Road, Camp Verde, Az 86322",https://app.seniorplace.com/communities/show/7331686b-9e7d-4373-82a9-e3da5ca75563,0.9777777777777777,,
10409,Acoya Troon,"10455 East Pinnacle Peak Parkway, Scottsdale, Az 85255",https://www.seniorly.com/assisted-living/arizona/scottsdale/acoya-troon,6785,Acoya Scottsdale At Troon,"10455 East Pinnacle Peak Parkway, Scottsdale, Az 85255",https://app.seniorplace.com/communities/show/5d327349-5bcc-472c-9be3-ee5ee8cedf3f,1.0,,
10411,Clearwater Pinnacle Peak,"23733 North Scottsdale Road, Scottsdale, Az 85255",https://www.seniorly.com/assisted-living/arizona/scottsdale/clearwater-pinnacle-peak,7301,Clearwater Pinnacle Peak,"23733 North Scottsdale Road, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/74af2b4b-25f5-4d73-803f-0bc10cade820,0.975609756097561,,
10413,68Th Place,"12202 North 68Th Place, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/68th-place,9412,Scottsdale Palms Assisted Living,"12202 North 68Th Place, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/070ff922-2a48-48f0-be58-db02657a9a2f,1.0,,
10415,North Scottsdale Place,"14203 North 68Th Place, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/north-scottsdale-place,8840,North Scottsdale Place 1,"14203 North 68Th Place, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/334a2d46-4a12-4279-9f19-43f0603303d3,1.0,,
10417,Caring For Loved Ones Assisted Living,"5718 East Sharon Drive, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/caring-for-loved-ones-assisted-living,7218,Caring For Loved Ones,"5718 East Sharon Drive, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/80c63811-6d10-4fe7-9807-d0e571eb5d89,1.0,,
10418,Carefree Assisted Living,"8038 East Happy Valley Road, Scottsdale, Az 85255",https://www.seniorly.com/assisted-living/arizona/scottsdale/carefree-assisted-living-home,6859,Amaryllis Assisted Living,"8038 East Happy Valley Road, Scottsdale, Az 85255",https://app.seniorplace.com/communities/show/2315ae7f-4088-48d5-bbbe-d36d8d1f19ae,1.0,,
10420,Calavar Assisted Living,"23402 North 84Th Street, Scottsdale, Az 85255",https://www.seniorly.com/assisted-living/arizona/scottsdale/calavar-assisted-living-home,8842,North Scottsdale Retreat,"23402 North 84Th Street, Scottsdale, Az 85255",https://app.seniorplace.com/communities/show/9bb70d91-dab8-4be9-9a01-5f8efd53ce94,1.0,,
10421,Maranatha Assisted Living,"3820 East Expedition Way, Phoenix, Az 85050",https://www.seniorly.com/assisted-living/arizona/phoenix/maranatha-assisted-living,9361,Sage House Expedition,"3820 East Expedition Way, Phoenix, Az 85050",https://app.seniorplace.com/communities/show/b956b38f-3f99-4e6c-a162-8f914454898d,1.0,,
10422,The Garnet Of Casa Grande,"510 East 8Th Street, Casa Grande, Az 85122",https://www.seniorly.com/assisted-living/arizona/casa-grande/the-garnet-of-casa-grande,7775,Garnet Of Casa Grande Assisted Living Community,"510 East 8Th Street, Casa Grande, Az 85122",https://app.seniorplace.com/communities/show/f9bca876-8905-431a-85a6-cbb289dcaf2f,1.0,,
10429,Savanna House,"1415 North San Benito Drive, Gilbert, Az 85234",https://www.seniorly.com/assisted-living/arizona/gilbert/savanna-house,9404,Savanna House Assisted Living Memory Care,"1415 North San Benito Drive, Gilbert, Az 85234",https://app.seniorplace.com/communities/show/b48eecb2-991c-439e-9982-8f9d4cb3c317,1.0,,
10430,Gardens At Ocotillo Senior Living,"1601 West Queen Creek Road, Chandler, Az 85248",https://www.seniorly.com/assisted-living/arizona/chandler/gardens-at-ocotillo-senior-living,7769,Gardens At Ocotillo Senior Livingspectrum Retirement,"1601 West Queen Creek Road, Chandler, Az 85248",https://app.seniorplace.com/communities/show/134762f4-4505-4a28-b794-ed618569e57b,1.0,,
10431,The Enclave At Chandler,"4950 West Chandler Boulevard, Chandler, Az 85226",https://www.seniorly.com/assisted-living/arizona/chandler/the-enclave-at-chandler,9855,The Enclave At Chandler Senior Living Spectrum Retirement,"4950 West Chandler Boulevard, Chandler, Az 85226",https://app.seniorplace.com/communities/show/7eed1b9b-d443-4a13-bc46-bb13e5d2193c,1.0,,
10432,Mountain Park Senior Living,"4475 East Knox Road, Phoenix, Az 85044",https://www.seniorly.com/assisted-living/arizona/phoenix/mountain-park-senior-living,8774,Mountain Park Senior Livingspectrum Retirement,"4475 East Knox Road, Phoenix, Az 85044",https://app.seniorplace.com/communities/show/2bab788c-6b29-486a-a3bc-dc22ae69fdf2,1.0,,
10433,American Groves Senior Living,"941 East Elliot Road, Gilbert, Az 85234",https://www.seniorly.com/assisted-living/arizona/gilbert/american-groves-senior-living,6877,American Groves Senior Living Lp,"941 East Elliot Road, Gilbert, Az 85234",https://app.seniorplace.com/communities/show/b64228c7-50cc-43de-8b34-a512bebab6ca,1.0,,
10435,Heritage Lane Behavioral Assisted Living,"1040 South Lebaron, Mesa, Az 85210",https://www.seniorly.com/assisted-living/arizona/mesa/heritage-lane-behavioral-assisted-living,8064,Heritage Lane Behavioral West,"1040 South Lebaron, Mesa, Az 85210",https://app.seniorplace.com/communities/show/cc16d527-6696-4f9e-986b-a7e2501e8bfe,1.0,,
10437,Chandler Memory Care,"850 South Pennington Drive, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/chandler-memory-care,8761,Mosiac Gardens,"850 South Pennington Drive, Chandler, Az 85224",https://app.seniorplace.com/communities/show/5b4bf30b-a44b-4086-b5d4-50c02738e25a,1.0,,
10438,Clearwater Ahwatukee,"15815 South 50Th Street, Phoeniz, Az 85048",https://www.seniorly.com/assisted-living/arizona/phoeniz/clearwater-ahwatukee,7299,Clearwater Ahwatukee,"15815 South 50Th Street, Phoenix, Az 85048",https://app.seniorplace.com/communities/show/27fa13c6-d52e-441d-ab0b-63233975ad48,0.96875,,207
10439,Avista Senior Living Downtown Mesa,"248 North Macdonald, Mesa, Az 85201",https://www.seniorly.com/assisted-living/arizona/mesa/avista-senior-living-historic-downtown-mesa,7035,Avista Senior Living Historic Downtown Mesa,"248 North Macdonald, Mesa, Az 85201",https://app.seniorplace.com/communities/show/cab945ae-9ab4-4a1a-826a-b1d934af8c59,1.0,,
10442,Clearwater Agritopia,"2811 Easy Agritopia Loop S, Gilbert, Az 85296",https://www.seniorly.com/assisted-living/arizona/gilbert/livgenerations-agritopia,7298,Clearwater Agritopia,"2811 East Agritopia Loop South, Gilbert, Az 85296",https://app.seniorplace.com/communities/show/21d45472-7144-4a48-9c59-3f78fa123ae3,0.963855421686747,,
10443,Big Heart Angel Assisted Living,"3703 West Megan Street, Chandler, Az 85226",https://www.seniorly.com/assisted-living/arizona/chandler/big-heart-angel-assisted-living-home,7112,Big Heart Angels Care Home,"3703 West Megan Street, Chandler, Az 85226",https://app.seniorplace.com/communities/show/66a39d08-ccdb-4e90-8bb9-3da0b532cb4e,1.0,,
10444,Arizona Harmony Autumn Years Care Center,"217 North Washington Street, Chandler, Az 85225",https://www.seniorly.com/assisted-living/arizona/chandler/arizona-harmony-autumn-years-care-center,7053,Azalea Villa Assisted Living Center,"217 North Washington Street, Chandler, Az 85225",https://app.seniorplace.com/communities/show/2421662b-2d97-4dab-974e-1bf970156735,1.0,,
10445,Stellas Assisted Living,"490 North Yucca Street, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/stella-s-assisted-living-inc,10269,Yucca Assisted Living,"490 North Yucca Street, Chandler, Az 85224",https://app.seniorplace.com/communities/show/90f74227-5828-4be8-80e6-601b160bab36,1.0,,
10446,Infinite Care For Elderly Alh,"1203 East Geronimo Place, Chandler, Az 85225",https://www.seniorly.com/assisted-living/arizona/chandler/infinite-care-for-elderly-alh,8207,Infinite Care In Chandler 1,"1203 East Geronimo Place, Chandler, Az 85225",https://app.seniorplace.com/communities/show/074be750-1be3-4e70-804a-3469ead6e2cc,1.0,,
