ID,Title,address,website
10435,Heritage Lane Behavioral Assisted Living,"1040 South Lebaron, Mesa, Az 85210",https://www.seniorly.com/assisted-living/arizona/mesa/heritage-lane-behavioral-assisted-living
7631,Fairmont Village Memory Care And Behavioral,"10401 North 79Th Avenue, Peoria, Az 85345",https://app.seniorplace.com/communities/show/9d6bb7c1-f065-44dc-aff5-50657e4a3797
10641,Fairmont Village,"10401 North 79Th Avenue, Peoria, Az 85345",https://www.seniorly.com/assisted-living/arizona/peoria/fairmont-village
6785,Acoya Scottsdale At Troon,"10455 East Pinnacle Peak Parkway, Scottsdale, Az 85255",https://app.seniorplace.com/communities/show/5d327349-5bcc-472c-9be3-ee5ee8cedf3f
10409,Acoya Troon,"10455 East Pinnacle Peak Parkway, Scottsdale, Az 85255",https://www.seniorly.com/assisted-living/arizona/scottsdale/acoya-troon
7471,Divine Mercy Assisted Living,"1061 East Powell Way, Chandler, Az 85249",https://app.seniorplace.com/communities/show/e5630249-833a-495b-a720-3ff395fd560a
10496,Powell Way,"1061 East Powell Way, Chandler, Az 85249",https://www.seniorly.com/assisted-living/arizona/chandler/powell-way
7186,Calinis Alos I I,"10610 North 84Th Street, Scottsdale, Az 85260",https://app.seniorplace.com/communities/show/e2a2ffd1-fc32-46f0-bfef-ca0ab4fc7bae
7187,Calinis Assisted,"10610 N 84Th Street, Scottsdale, Az 85260",https://app.seniorplace.com/communities/show/575a9eba-ea26-49c0-9a6d-84f5eae9d10f
11044,Calinis Alos Ii,"10610 North 84Th Street, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/calini-s-alos-ii
7126,Blue Royale Assisted Living,"10619 East Hawk Avenue, Mesa, Az 85212",https://app.seniorplace.com/communities/show/c119c153-6ea6-481e-a57e-ad8366f12076
10338,Loving Heart Assisted Living,"10619 East Hawk Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/loving-heart-assisted-living
10036,Triple Hearts Assisted Living Iii,"10710 East Mescal Street, Scottsdale, Az 85259",https://app.seniorplace.com/communities/show/b39ab053-784f-422b-b4d3-e58ecd812f39
10689,Trinity Home Of Scottsdale,"10710 East Mescal Street, Scottsdale, Az 85259",https://www.seniorly.com/assisted-living/arizona/scottsdale/trinity-home-of-scottsdale-llc
8792,Mulberry Assisted Livingnido,"10743 East Nido Avenue, Mesa, Az 85209",https://app.seniorplace.com/communities/show/f17c751f-9800-4e05-a856-547443b9bafa
10329,Mulberry Assisted Living Nido,"10743 East Nido Avenue, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/mulberry-assisted-living-nido
8551,M K Tanya Home Care,"1087 East Bajor Street, Gilbert, Az 85298",https://app.seniorplace.com/communities/show/df8ccb2b-73d8-4fff-8e33-095c30fb5e79
10543,Welcome Home Adult Care,"1087 East Bajor Street, Gilbert, Az 85298",https://www.seniorly.com/assisted-living/arizona/gilbert/welcome-home-adult-care-llc
7044,Az Ohana Care Home,"1090 East Kaibab Place, Chandler, Az 85249",https://app.seniorplace.com/communities/show/e9c60788-cf3b-494f-826d-d7e29b4efcb6
10470,Hildas Haven Alf 5,"1090 East Kaibab Place, Chandler, Az 85249",https://www.seniorly.com/assisted-living/arizona/chandler/hilda-s-haven-alf-5
7868,Golden Years Haven Assisted Living,"1111 West Superstition Boulevard, Apache Junction, Az 85120",https://app.seniorplace.com/communities/show/ff7ba7a4-a1f8-433f-8f0f-a3a1dc4ce287
10315,Senior Haven Assisted Living,"1111 West Superstition Boulevard, Apache Junction, Az 85120",https://www.seniorly.com/assisted-living/arizona/apache-junction/senior-haven-assisted-living-home
13120,Frontier Valley Independent And Assisted Living,"11265 East Mississippi Avenue, Aurora, Co 80012",https://app.seniorplace.com/communities/show/f682adee-ec15-49eb-a66c-e035e80e47eb
13122,Frontier Valley Independent And Living,"11265 E Mississippi Avenue, Aurora, Co 80012",https://app.seniorplace.com/communities/show/60c084c2-c3c3-45dc-b1cb-18193184f6fd
6718,113 North Senior Care Center,"113 North Avenida De San Ramon, Tucson, Az 85710",https://app.seniorplace.com/communities/show/6abadb36-0cff-4931-a9ca-154f27c5795e
8312,Kikos Cottage,"113 North Avenida De San Ramon, Tucson, Az 85710",https://app.seniorplace.com/communities/show/09f1192c-60cb-46c0-8d5c-e0c4f119739f
11184,Desert Steppes Ii,"113 North Avenida De San Ramon, Tucson, Az 85710",https://www.seniorly.com/assisted-living/arizona/tucson/desert-steppes-ii
6817,Agape Terrace,"11390 East Harmony Lane, Cornville, Az 86325",https://app.seniorplace.com/communities/show/105521e6-db70-4034-8bc5-74d500eb8310
8941,Page Springs Living,"11390 E Harmony Lane, Cornville, Az 86325",https://app.seniorplace.com/communities/show/572061a2-7df7-4801-b3bd-d95592554671
6889,Andara Senior Living,"11415 North 114Th Street, Scottsdale, Az 85259",https://app.seniorplace.com/communities/show/5479f5b2-f14c-4b5a-8e2f-96cda1294799
10669,Andara By Cogir,"11415 North 114Th Street, Scottsdale, Az 85259",https://www.seniorly.com/assisted-living/arizona/scottsdale/andara-by-cogir
10110,Via Linda Assisted Living 2,"11420 North 122Nd Place, Scottsdale, Az 85259",https://app.seniorplace.com/communities/show/00ccbd39-737e-42c6-970f-be04bbabd6e5
10686,Via Linda Assisted Livng,"11420 North 122Nd Place, Scottsdale, Az 85259",https://www.seniorly.com/assisted-living/arizona/scottsdale/via-linda-assisted-livng
13964,Northglenn Heights Assisted Living Community,"11475 Pearl Street, Northglenn, Co 80233",https://app.seniorplace.com/communities/show/82115bf8-1796-46a8-a1f4-743fbfe09bca
13965,Northglenn Heights Assisted Living Community,"11475 Pearl Street, Northglenn, Co 80233",https://app.seniorplace.com/communities/show/53b436e6-b99a-4393-9cd7-f51ee2fc7d9f
9107,Pendo Care Homes,"1151 South Sean Drive, Chandler, Az 85286",https://app.seniorplace.com/communities/show/9a702a72-a7c9-49aa-938a-1ce35be78a16
10485,Whitewing Mansion Assisted Living,"1151 South Sean Drive, Chandler, Az 85286",https://www.seniorly.com/assisted-living/arizona/chandler/whitewing-mansion-assisted-living
13038,Escalante At Draper,"11631 South 700 East, Draper, Ut 84020",https://app.seniorplace.com/communities/show/4e36b00a-b2be-45ac-92f8-585fed6c7f2c
14874,Valencia At Draper,"11631 South 700 East, Draper, Ut 84020",https://app.seniorplace.com/communities/show/c6a8a37a-c143-4921-9651-33ce7a1bab3a
7275,Christian Care Assisted Living,"11818 North 19Th Avenue, Phoenix, Az 85029",https://www.seniorly.com/assisted-living/arizona/phoenix/christian-care-assisted-living-inc
10720,The Oasis Assisted Living At Fellowship Square,"11818 North 19Th Avenue, Phoenix, Az 85029",https://www.seniorly.com/assisted-living/arizona/phoenix/the-oasis-assisted-living-at-fellowship-square
8207,Infinite Care In Chandler 1,"1203 East Geronimo Place, Chandler, Az 85225",https://app.seniorplace.com/communities/show/074be750-1be3-4e70-804a-3469ead6e2cc
10446,Infinite Care For Elderly Alh,"1203 East Geronimo Place, Chandler, Az 85225",https://www.seniorly.com/assisted-living/arizona/chandler/infinite-care-for-elderly-alh
7422,Desert Palm On Palmaire,"1214 East Palmaire Avenue, Phoenix, Az 85020",https://app.seniorplace.com/communities/show/0425d637-3177-4ffa-9a95-1bd42541faa3
10828,Desert Palm Adult Care,"1214 East Palmaire Avenue, Phoenix, Az 85020",https://www.seniorly.com/assisted-living/arizona/phoenix/desert-palm-adult-care
9770,Sunset Grand Assisted Living,"1214 North Palm Street, Gilbert, Az 85234",https://app.seniorplace.com/communities/show/72aff247-487f-4d2d-b521-43eae673b5c3
10545,Harmony Palm Care Home,"1214 North Palm Street, Gilbert, Az 85234",https://www.seniorly.com/assisted-living/arizona/gilbert/harmony-palm-care-home
13984,Open Arms Assisted Living Suite A,"12150 East Andrews Drive, Denver, Co 80239",https://app.seniorplace.com/communities/show/9798ce9b-f4f0-4216-9d09-2ad3229e9122
13986,Open Arms Assisted Living Suite B,"12150 East Andrews Drive, Denver, Co 80239",https://app.seniorplace.com/communities/show/cf9d51bd-7ab1-4cc7-a9a2-3f1726858858
6815,Agape Senior Living,"12201 North 61St Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/b436d227-afe4-4425-9ab3-6dfd240f3c1e
11045,Avant One Assisted Living,"12201 North 61St Street, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/avant-one-assisted-living-llc
9412,Scottsdale Palms Assisted Living,"12202 North 68Th Place, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/070ff922-2a48-48f0-be58-db02657a9a2f
10413,68Th Place,"12202 North 68Th Place, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/68th-place
6749,A Place Of Joy Assisted Living,"1221 South Arroya Circle, Mesa, Az 85206",https://app.seniorplace.com/communities/show/defe37f6-86f6-462d-b045-b59dbafe2348
10349,Pleasant Living Liesure World,"1221 South Arroya Circle, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/pleasant-living-liesure-world
10090,Ventana Winds,"12322 North 113Th Avenue, Youngtown, Az 85363",https://app.seniorplace.com/communities/show/904b7e05-71b9-4c86-890d-1a0d823dbb19
10644,Ventana Winds Retirement Home,"12322 North 113Th Avenue, Youngtown, Az 85363",https://www.seniorly.com/assisted-living/arizona/youngtown/ventana-winds-retirement-home
6934,Arden Villa,"1238 East Greenway Circle, Mesa, Az 85203",https://app.seniorplace.com/communities/show/edebcb53-a1b1-4217-a91b-0efb68e80fca
10578,Shiv Adult Care Home,"1238 East Greenway Circle, Mesa, Az 85203",https://www.seniorly.com/assisted-living/arizona/mesa/shiv-adult-care-home
7217,Caring For Loved Ones,"12414 North 38Th Street, Phoenix, Az 85032",https://app.seniorplace.com/communities/show/43186646-b134-497f-ae23-70ce6238c82f
11059,Casa Del Sol Assisted Living,"12414 North 38Th Street, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/casa-del-sol-assisted-living-llc
9805,Sweetwater Place 1,"12433 North 71St Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/9f1bd3c8-e9a7-44e8-a39a-39b64eb57fa7
10186,Well Heeled On North 71St St,"12433 North 71St Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/8caca82a-9c49-4a5e-8a2d-d59a467715d1
7226,Caring Touch Assisted Living,"12502 West Redfield Road, El Mirage, Az 85335",https://app.seniorplace.com/communities/show/bdeec23e-f158-410d-80d7-db40603c5a18
10659,Care First,"12502 West Redfield Road, El Mirage, Az 85335",https://www.seniorly.com/assisted-living/arizona/el-mirage/care-first
7051,Azalea Blossoms,"12558 North 76Th Street, Scottsdale, Az 85260",https://app.seniorplace.com/communities/show/a0df7637-1590-4003-8970-b335aa1ded88
11052,Buenavante Alh,"12558 North 76Th Street, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/buenavante-alh
12423,Bethesda Gardens Thornton,"12610 Hudson Street, Thornton, Co 80241",https://app.seniorplace.com/communities/show/93cce790-50f0-4248-a468-b1ae583eaa20
12425,Bethesda Gardens Thornton Assisted Living And Memory Care,"12610 Hudson Street,, Thornton,, Co 80241",https://app.seniorplace.com/communities/show/8b248dd5-60d5-4abd-82eb-ac08e8de845f
7490,East Shea Ii Assisted Living,"12705 East Sahuaro Drive, Scottsdale, Az 85259",https://app.seniorplace.com/communities/show/d155f536-9ffd-4f78-b8f0-0aae6c4d9a04
10679,East Shea Assisted Living,"12705 East Sahuaro Drive, Scottsdale, Az 85259",https://www.seniorly.com/assisted-living/arizona/scottsdale/east-shea-assisted-living-llc
9178,Prestige Home,"1274 West Lantana Drive, Chandler, Az 85248",https://app.seniorplace.com/communities/show/b02c9120-c318-4fc4-8a69-2e8532299e36
10492,Ocotillo Adult Care Home,"1274 West Lantana Drive, Chandler, Az 85248",https://www.seniorly.com/assisted-living/arizona/chandler/ocotillo-adult-care-home-llc
8415,Legacy Comfort Homes,"12802 North 57Th Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/bfd37e81-338e-4ce4-adf3-3a5bc6d1ecbf
11054,Comfort Givers Assisted Living,"12802 North 57Th Street, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/comfort-givers-assisted-living-incorporated
9355,Sage House 68,"12802 North 68Th Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/a4d6dbea-1f0f-4f8e-9d73-b07ce188be7f
11018,Opco 68,"12802 North 68Th Street, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/opco-68
7954,Hacienda De Luna Assisted Living,"1310 East Ina Road, Tucson, Az 85718",https://app.seniorplace.com/communities/show/4154e265-bcd4-431a-8e5f-fb05a22e8f05
10933,Hacienda De Luna,"1310 East Ina Road, Tucson, Az 85718",https://www.seniorly.com/assisted-living/arizona/tucson/hacienda-de-luna
9421,Secret Garden Assisted Living Ii,"1320 West 7Th Street, Tempe, Az 85281",https://app.seniorplace.com/communities/show/f3fa510f-f40b-4e3b-9530-0d181f4bbeb7
11080,Secret Garden Assisted Living,"1320 West 7Th Street, Tempe, Az 85281",https://www.seniorly.com/assisted-living/arizona/tempe/secret-garden-assisted-living
7175,By Your Side Assisted Living On Royal Palm,"1329 S Royal Palm Road, Apache Junction, Az 85119",https://app.seniorplace.com/communities/show/b04a1fef-5f40-497e-a4f2-65c79381614a
8154,House Of Butterfly Assisted Living,"1329 South Royal Palm Road, Apache Junction, Az 85119",https://app.seniorplace.com/communities/show/27f0ab2f-ad7b-445e-a18b-68c7ee2c4c4d
8331,Kopper Crest,"1329 S Royal Palm Road, Apache Junction, Az 85119",https://app.seniorplace.com/communities/show/3dbc1807-c60a-4dc3-b3b5-c8f922a6ec24
7706,Flamingo Alh,"13330 North 88Th Place, Scottsdale, Az 85260",https://app.seniorplace.com/communities/show/29a28490-3760-479c-a5e4-82f91b492cec
10682,The Sierras Assisted Living,"13330 North 88Th Place, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/the-sierra-s-assisted-living
7379,Daylight Assisted Living,"1345 West Atlanta Avenue, Phoenix, Az 85041",https://app.seniorplace.com/communities/show/147d8b32-1fb7-4e29-b468-6cb30c008567
10903,Daylight Assisted Living Facility,"1345 West Atlanta Avenue, Phoenix, Az 85041",https://www.seniorly.com/assisted-living/arizona/phoenix/daylight-assisted-living-facility
7037,Avondale Assisted Living,"13514 West Monterey Way, Avondale, Az 85392",https://app.seniorplace.com/communities/show/dcaf6d7b-05a7-415f-92fd-da0e819a9ba6
10363,Avondale Alh,"13514 West Monterey Way, Avondale, Az 85392",https://www.seniorly.com/assisted-living/arizona/avondale/avondale-a-l-h
8472,Lifestream At Glendale,"13617 North 55Th Avenue, Glendale, Az 85304",https://app.seniorplace.com/communities/show/25ab6dc9-6ab2-4fd2-b35a-d4c937e9151d
10643,Lifestream At Thunderbird,"13617 North 55Th Avenue, Glendale, Az 85304",https://www.seniorly.com/assisted-living/arizona/glendale/lifestream-at-thunderbird
7023,Avalon Estates Assisted Living,"13639 East Ray Road, Gilbert, Az 85296",https://app.seniorplace.com/communities/show/a6c237d0-d40e-4eac-a933-628c77414da4
10537,Stonebridge Family Care,"13639 East Ray Road, Gilbert, Az 85296",https://www.seniorly.com/assisted-living/arizona/gilbert/stonebridge-family-care
9900,The Inn At Freedom Plaza Assisted Living And Memory Care,"13725 North 93Rd Avenue, Peoria, Az 85381",https://app.seniorplace.com/communities/show/51b0a021-4327-4493-a164-10ae2ae4d28c
10653,The Inn At Freedom Plaza,"13725 North 93Rd Avenue, Peoria, Az 85381",https://www.seniorly.com/assisted-living/arizona/peoria/the-inn-at-freedom-plaza
7407,Desert Home Of Arizona,"13809 North 57Th Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/2b1f21a1-8a05-47d9-9d9f-2717ac23a569
11058,Comfort Givers Ii,"13809 North 57Th Street, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/comfort-givers-ii-assisted-living-llc
9696,Sun City West Assisted Living Memory Care,"13810 West Sandridge Drive, Sun City West, Az 85375",https://app.seniorplace.com/communities/show/158dd27c-96a5-4c4b-a703-beb75956e788
10638,Sun City West Assisted Living,"13810 West Sandridge Drive, Sun City West, Az 85375",https://www.seniorly.com/assisted-living/arizona/sun-city-west/sun-city-west-assisted-living
8066,Heritage Legacy,"13813 West Woodside Drive, Sun City West, Az 85375",https://app.seniorplace.com/communities/show/1f48458b-8378-4cad-a30c-15d700e72025
10655,The Heritage Legacy,"13813 West Woodside Drive, Sun City West, Az 85375",https://www.seniorly.com/assisted-living/arizona/sun-city-west/the-heritage-legacy
7102,Bethesda Gardens Phoenix,"13825 North Cave Creek Road, Phoenix, Az 85022",https://app.seniorplace.com/communities/show/e593a963-cccd-4248-9757-e9c47cf5ce31
11001,Bethesda Gardens,"13825 North Cave Creek Road, Phoenix, Az 85022",https://www.seniorly.com/assisted-living/arizona/phoenix/bethesda-gardens
8340,Ksc Care,"13827 North 41St Place, Phoenix, Az 85032",https://app.seniorplace.com/communities/show/ee8bda2b-4fc4-48ef-a6e9-c5c01602e09a
11066,Desert Oasis,"13827 North 41St Place, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/desert-oasis
7087,Belmont Village Scottsdale,"13850 North Frank Lloyd Wright Boulevard, Scottsdale, Az 85260",https://app.seniorplace.com/communities/show/df08aab7-bc16-4f3b-ae0b-17292fee1cbe
10671,Belmont Village Senior Living Scottsdale,"13850 North Frank Lloyd Wright Boulevard, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/belmont-village-scottsdale
7057,Bs D Home Care,"1413 West San Miguel Avenue, Phoenix, Az 85013",https://app.seniorplace.com/communities/show/89f7e5af-30f5-4831-9053-3b291c6efd04
10805,Bsd Home Care,"1413 West San Miguel Avenue, Phoenix, Az 85013",https://www.seniorly.com/assisted-living/arizona/phoenix/b-s-d-home-care-llc
9404,Savanna House Assisted Living Memory Care,"1415 North San Benito Drive, Gilbert, Az 85234",https://app.seniorplace.com/communities/show/b48eecb2-991c-439e-9982-8f9d4cb3c317
10429,Savanna House,"1415 North San Benito Drive, Gilbert, Az 85234",https://www.seniorly.com/assisted-living/arizona/gilbert/savanna-house
6773,Abuelos At La Canada,"1415 West Placita Pingo, Tucson, Az 85704",https://app.seniorplace.com/communities/show/be6cf037-c8a1-44a4-8b82-b9af5be7ac48
10974,Open Arms At La Canada,"1415 West Placita Pingo, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/open-arms-at-la-canada
8840,North Scottsdale Place 1,"14203 North 68Th Place, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/334a2d46-4a12-4279-9f19-43f0603303d3
10415,North Scottsdale Place,"14203 North 68Th Place, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/north-scottsdale-place
9609,St Joseph Assisted Living,"14221 North Piping Rock Court, Phoenix, Az 85023",https://app.seniorplace.com/communities/show/82646502-c265-4726-a4b9-e90cf4fcb227
10829,Moon Valley Assisted Living,"14221 North Piping Rock Court, Phoenix, Az 85023",https://www.seniorly.com/assisted-living/arizona/phoenix/moon-valley-assisted-living-llc
8346,La Paz Assisted Living I I I,"1436 West Liddell Drive, Tucson, Az 85704",https://app.seniorplace.com/communities/show/4321b4fd-1e01-4677-8151-25f6114620c4
10938,Villa Liddell,"1436 West Liddell Drive, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/villa-liddell-llc
9127,Phoenix Assisted Living,"14403 North 60Th Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/eac1fd07-4e0a-4534-8d73-44f345704399
11062,Top Quality Alh,"14403 North 60Th Street, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/top-quality-a-l-h
6929,Archangel Assisted Living Ii,"1442 East Ebony Drive, Chandler, Az 85286",https://app.seniorplace.com/communities/show/2afdb121-951b-4e29-993c-1317311318b3
10477,Archangel Assisted Living,"1442 East Ebony Drive, Chandler, Az 85286",https://www.seniorly.com/assisted-living/arizona/chandler/archangel-assisted-living
9562,Solana At The Park Assisted Living,"14581 West Parkwood Drive, Surprise, Az 85374",https://app.seniorplace.com/communities/show/c7a0b45e-fea7-4f8e-8968-0eadbd439070
10640,Solana At The Park,"14581 West Parkwood Drive, Surprise, Az 85374",https://www.seniorly.com/assisted-living/arizona/surprise/solana-at-the-park
9026,Park Senior Villas At La Canada Villa B,"1460 West Desert Harbor Circle, Tucson, Az 85704",https://app.seniorplace.com/communities/show/42d35da7-566f-4e15-9e2a-ed414779f7fe
10953,Villas At La Canada The Villa B,"1460 West Desert Harbor Circle, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-b
9054,Park Senior Villas At La Canada Villa L,"1468 West Desert Harbor Circle, Tucson, Az 85704",https://app.seniorplace.com/communities/show/55a863fb-5bc4-4eda-8037-a2884c5eca23
10971,The Villas At La Canada Villa L,"1468 West Desert Harbor Circle, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-l
8030,Heart To Heart Adult Care Home,"14801 North B Street, El Mirage, Az 85335",https://app.seniorplace.com/communities/show/dbe56455-1f9f-476b-930f-6925c23fab6a
10650,Heart To Heart Ach,"14801 North B Street, El Mirage, Az 85335",https://www.seniorly.com/assisted-living/arizona/el-mirage/heart-to-heart-ach
7219,Caring For Loved Ones,"14810 North 52Nd Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/9ca9e660-7c87-4d22-bead-6bc5411dbce6
11023,Caring For Loved Ones Ii,"14810 North 52Nd Street, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/caring-for-loved-ones-ii
9264,Residence At Hana Maui Alh,"14836 North Hana Maui Drive, Phoenix, Az 85022",https://app.seniorplace.com/communities/show/7c998c15-1a82-4d77-9e31-c3199fda6022
10836,Sunnyside Scottsdale 2,"14836 North Hana Maui Drive, Phoenix, Az 85022",https://www.seniorly.com/assisted-living/arizona/phoenix/sunnyside-scottsdale-2
9044,Park Senior Villas At La Canada Villa I,"1487 West Desert Harbor Circle, Tucson, Az 85704",https://app.seniorplace.com/communities/show/87602c58-fefc-4154-9b31-75859cf00c2f
10970,The Villas At La Canada Villa I,"1487 West Desert Harbor Circle, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-i
14676,The Albuquerque Grand Senior Living,"1501 Tijeras Avenue Ne, Albuquerque, Nm 87106",https://app.seniorplace.com/communities/show/147f775e-6c44-4f8b-b6d4-074147369e47
14678,The Albuquerque Grand Senior Living,"1501 Tijeras Avenue Ne, Albuquerque, Nm 87106",https://app.seniorplace.com/communities/show/0430516b-daff-453e-807e-4093e593535d
10149,Visions Senior Living At Apache Junction 2,"1510 East Broadway Avenue, Apache Junction, Az 85119",https://app.seniorplace.com/communities/show/f90f0f4d-687c-4deb-a5ce-69c2e26e5865
10304,Visions Senior Living At Apache Junction,"1510 East Broadway Avenue, Apache Junction, Az 85119",https://www.seniorly.com/assisted-living/arizona/apache-junction/visions-senior-living-at-apache-junction-2
6947,Arizona Golden Life,"15111 North 172Nd Drive, Surprise, Az 85388",https://app.seniorplace.com/communities/show/3b3d8f44-718f-4aef-89a3-cec819fb3b9c
8646,Maui Adult Care Home,"15111 North 172Nd Drive, Surprise, Az 85388",https://app.seniorplace.com/communities/show/0d4e27f5-2433-470d-a735-44eacf81465f
8742,Moonlight Manor Assisted Living,"15129 West Paradise Lane, Surprise, Az 85374",https://app.seniorplace.com/communities/show/44707530-feb2-47f9-a000-874e8b8c194f
10645,Moonlight Manor,"15129 West Paradise Lane, Surprise, Az 85374",https://www.seniorly.com/assisted-living/arizona/surprise/moonlight-manor
9032,Park Senior Villas At La Canada Villa D,"1519 West Desert Harbor Circle, Tucson, Az 85704",https://app.seniorplace.com/communities/show/18895e3e-0837-405b-8cd4-6b6bd3abf4ce
10954,Villas At La Canada The Villa D,"1519 West Desert Harbor Circle, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-d
7940,Greenway Oasis Assisted Living,"15233 North 66Th Lane, Glendale, Az 85306",https://app.seniorplace.com/communities/show/d1a7b2d7-a1b4-4d3a-80d6-8cbd7d250dd5
10743,Acquainted Senior Care Home,"15233 North 66Th Lane, Glendale, Az 85306",https://www.seniorly.com/assisted-living/arizona/glendale/acquainted-senior-care-home
