title,description,address,location-name,price,type,featured_image,photos,amenities,url
A Family Affair Alh,,"15825 North 19Th Place, Phoenix, Az 85022",Phoenix,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3dc36e6664dc10e49add5a50d521171c.jpg,,,https://app.seniorplace.com/communities/show/fe758b95-1762-4ee7-860a-3e39d8c2e31b
A Golden Retreat Care Home,,"18330 West Marconi Avenue, Surprise, Az 85388",Surprise,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a111d7b8b0c332a1ec9096ca4f2c0af5.jpg,,,https://app.seniorplace.com/communities/show/dfc62f5b-99dc-4f54-a490-2c172c886c31
A Happy Place Adult Care Home,"At A Happy Place Adult Care Home, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","4918 East Karen Drive, Scottsdale, Az 85254",Scottsdale,3110,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/33070dc2b0b376a9b1252c91171e1bbb.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/scottsdale/a-happy-place-adult-care-home-inc
A Loving Heart Assisted Living Ii,,"17450 West Wood Drive, Surprise, Az 85388",Surprise,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/79b9e3ea-dd46-4a96-8c40-d56b5537a541
A Loving Heart Assisted Living,,"14302 West Becker Lane, Surprise, Az 85379",Surprise,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/a9b0bcff-6667-42e4-b2bc-f5ce776a6598
A Paradise For Parents Senior Living,,"15292 Campbell Avenue, Goodyear, Az 85395",Goodyear,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8b6237034645fe30e2fe90ed0c71ed07.jpg,,,https://app.seniorplace.com/communities/show/b916b3de-25b3-4808-99ab-b8ca6dd07cf4
A Paradise For Parents Senior Living,"A Paradise For Parent's Senior Living is a thoughtfully designed residence focused on quality living for seniors. Amenities include air conditioning, all day dining, allergy-sensitive, offering convenience and ease. Here, community and compassion go hand in hand.","15292 West Campbell Avenue, Goodyear, Az 85395",Goodyear,3000,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/1d218d4d68166bc1a8f512dc1fa8a689.jpg,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/0a37e96f5c5a79476caac8ecf39a0d94da87e2c3/Assisted%20Living%20Sun%20City%20AZ.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/d10ab6262ce2392c545ce9404e27e4d3956e50da/Olivia%20and%20Goodyear%20Kitchen.jpg, https://d354o3y6yz93dt.cloudfront.net/images/1200x/24168a144bfbca6d09f7849a7460722f812b5989/IMG_0116.JPG","air conditioning, all day dining, allergy-sensitive, barber / salon, cable tv, community-sponsored activities, day trips, diabetes diet, dining room, emergency alert system, faith based, fitness programs, furnished, garden, grill, housekeeping, kosher meals, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, music programs, outdoor common space, patio, pet-friendly, scheduled meals, special dietary restrictions, telephone, transportation & parking, vegetarian, walking paths, wi-fi / high-speed internet",https://www.seniorly.com/assisted-living/arizona/goodyear/a-paradise-for-parent-s-senior-living-llc
A Paradise For Parents 2 Parents Paradise And Care,,"18175 W Banff Lane, Surprise, Az 85388",Surprise,,,https://app.seniorplace.com/api/files/public/f2013048-ac18-4b18-9523-dac72533c7ea,,,https://app.seniorplace.com/communities/show/c3ed2b0e-5eb0-4f94-be7a-f42b727fd49c
A Parents Paradise And Care,,"18175 West Banff Lane, Surprise, Az 85388",Surprise,,Assisted Living Home,https://app.seniorplace.com/api/files/public/f510c4df-8b54-4e73-a754-87a226059263,,,https://app.seniorplace.com/communities/show/7871b744-81a5-4561-8d1c-6f38223bfd3e
A Parents Paradise,"A Parent's Paradise creates a space where seniors can feel secure and cared for. Amenities include air conditioning, all day dining, allergy-sensitive, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","15922 North 164Th Lane, Surprise, Az 85388",Surprise,2600,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ccea538cac10510a34864aab9f70efce.jpg,"https://d354o3y6yz93dt.cloudfront.net/images/1200x/799637176968e28f6c3e167725842bde2cf87724/Screen%20Shot%202020-08-29%20at%205.49.37%20PM_sly_high_res_.png, https://d354o3y6yz93dt.cloudfront.net/images/1200x/1e20e9bbcc41e7c85b9bfd4b87526082b526cdad/Screen%20Shot%202020-08-29%20at%205.51.40%20PM.png, https://d354o3y6yz93dt.cloudfront.net/images/1200x/f3694c359523daa17718ddae565e57a389623e0b/Screen%20Shot%202020-08-29%20at%205.49.16%20PM.png","air conditioning, all day dining, allergy-sensitive, barber / salon, cable tv, community-sponsored activities, day trips, diabetes diet, dining room, emergency alert system, faith based, furnished, game room, garden, grill, housekeeping, kosher meals, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, movie theater, music programs, outdoor common space, patio, private bathroom, scheduled meals, special dietary restrictions, telephone, transportation & parking, vegetarian, walking paths, wi-fi / high-speed internet",https://www.seniorly.com/assisted-living/arizona/surprise/a-parent-s-paradise-llc
A Place For Your Loved Ones,,"13639 West Banff Lane, Surprise, Az 85379",Surprise,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3c9b85efd2eaa2eb7a8d6cee31c3bdd0.jpg,,,https://app.seniorplace.com/communities/show/62877d0e-ec7c-4345-bdf4-a4c6d13b999d
A Place For Your Loved Ones Ii,,"18429 West Caribbean Lane, Surprise, Az 85388",Surprise,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/30af5b32a4ba6a043b37fe0ef6b44eaa.jpg,,,https://app.seniorplace.com/communities/show/6a1b10c7-8b03-4ffe-b4e4-296c40152ed7
A Place In The Sun,"A Place In The Sun creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. It's a place where thoughtful care meets everyday comfort.","6879 East Vernon Avenue, Scottsdale, Az 85257",Scottsdale,3110,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/01ff9f03921818bdeaf5ed3b1f5887d2.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/scottsdale/a-place-in-the-sun
A Place Of Joy Assisted Living,,"1221 South Arroya Circle, Mesa, Az 85206",Mesa,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a6ef4cf7ceb01b1b6ded48be2457e527.jpg,,,https://app.seniorplace.com/communities/show/defe37f6-86f6-462d-b045-b59dbafe2348
A R D C Scottsdale Home,,"8632 East Pecos Lane, Scottsdale, Az 85250",Scottsdale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/73b847f87fdc3c26ed013804f722cd1c.jpg,,,https://app.seniorplace.com/communities/show/447dc5e4-11f3-4cc1-816d-db8a7511dce3
A Special Place Care Home,,"4240 West 21St Lane, Yuma, Az 85364",Yuma,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4b6fa40e5b6fa4163c50947430a7b1f2.jpg,,,https://app.seniorplace.com/communities/show/042870fa-33a5-4950-8945-d5c60e4e72cc
A Tender Touch Assisted Living Ii,"A Tender Touch Assisted Living II offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","2827 East Thunderbird Road, Phoenix, Az 85032",Phoenix,2750,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c4391894f81c548ab69509128a983e97.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/a-tender-touch-assisted-living-home-ii
A Touch Of Elegance Care Home,"A Touch Of Elegance Care Home offers a peaceful setting where residents can enjoy day-to-day life comfortably. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","7983 West Martha Way, Peoria, Az 85381",Peoria,2750,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f74ed47c27dcce283fec269da7822734.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/peoria/a-touch-of-elegance-care-home-llc
A Touch Of Excelence,,"7763 West Ludlow Drive, Peoria, Az 85381",Peoria,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ed36ff4c1b271fee77088fa9ce556194.jpg,,,https://app.seniorplace.com/communities/show/41b21cdc-1cfc-4014-9e21-df415b1d314f
Az Assisted Livings,,"2556 East Lowell Court, Gilbert, Az 85295",Gilbert,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/bcb7be946d2a8f4e4e2ee98682c84acf.jpg,,,https://app.seniorplace.com/communities/show/994ef61f-7c17-4214-a48f-cfe598796654
Aa Love Care Home,,"13401 West Saguaro Lane, Surprise, Az 85374",Surprise,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e3436082dbc050d70476f2242051f96b.jpg,,,https://app.seniorplace.com/communities/show/9791d9d4-63ea-4071-82fe-06e8532ac7f2
Abaca Health,,"3548 West Sahuaro Drive, Phoenix, Az 85029",Phoenix,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0b21c4f95435f29ddfc6b6eff9b00fd3.jpg,,,https://app.seniorplace.com/communities/show/d8035bed-53d6-4d93-a134-c62f185bb8cc
Abbington Senior Living,,"3239 S Mercury Road, Gilbert, Az 85297",Gilbert,,"Assisted Living Home, Independent Living, Memory Care",https://app.seniorplace.com/api/files/public/d2822fba-9dce-455a-8df4-7a5f2e5d4216,,,https://app.seniorplace.com/communities/show/ce566b55-5be7-415a-a2d5-fdd81f26bcde
Abc Independent Living,,"2725 E Mine Creek Road, Peoria, Az",Peoria,,,,,,https://app.seniorplace.com/communities/show/e13ea42e-d900-4a16-ab87-7b8c7a652a8b
Abes Touching Hearts Al,,"5940 West Villa Theresa Drive, Glendale, Az 85308",Glendale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/bffc0d537728098e1a40ff6c2d57041b.jpg,,,https://app.seniorplace.com/communities/show/299c3436-dd78-42e4-9c31-2274424deae8
Abella Manor Senior Care,,"955 North Larry Place, Tucson, Az 85710",Tucson,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9004c709218ffc6a1de435a050509e22.jpg,,,https://app.seniorplace.com/communities/show/c179bbae-3902-4004-b4ae-a435261e86c7
Abellavida Memory Care,"Abellavida Memory Care is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","35203 North Central Avenue, Phoenix, Az 85086",Phoenix,2750,"Assisted Living Home, Memory Care",https://app.seniorplace.com/api/files/public/ebf05dbf-fa76-4467-adb4-0f3f7da83e0e,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/abellavida-memory-care
Aberdeen Home,,"10639 North Aberdeen Road, Scottsdale, Az 85254",Scottsdale,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/656a6033-9869-46fa-9e10-f7ca5ae8989e
Abigails Assisted Living,,"14631 West Wethersfield Road, Surprise, Az 85379",Surprise,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/623c1f5815cdc099edad32b3e8fe2c69.jpg,,,https://app.seniorplace.com/communities/show/c0a5a8e5-72e7-4fc4-be24-a47a869d5828
Ability Assisted Living,,"18074 West Turney Avenue, Goodyear, Az 85395",Goodyear,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/ff4df8da1d8ece5dc11953b4d9c29f32.jpg,,,https://app.seniorplace.com/communities/show/93cf8152-9730-483d-af55-acf0827bb9b1
About Seniors Assisted Living,,"17343 West Bajada Drive, Surprise, Az 85387",Surprise,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/6ca2251e24e4cebe0ef6a3ef21d8392b.jpg,,,https://app.seniorplace.com/communities/show/09856a4c-b211-4881-90ed-93b4f66a92f2
About Seniors Assisted Living Ii,,"15421 North 177Th Drive, Surprise, Az 85388",Surprise,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3933811d5cca9add1523a76b01b326f3.jpg,,,https://app.seniorplace.com/communities/show/b2d7e413-7c46-461e-9ac4-2b68da37607e
Abracadabra Assisted Living 2,"At Abracadabra Assisted Living 2, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","3501 West Wood Drive, Phoenix, Az 85029",Phoenix,2750,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/a8395d2807e7c1504612c97aa007bfda.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/phoenix/abracadabra-assisted-living-2
Absolute Assisted Living Adult Care Home,"At Absolute Assisted Living Adult Care Home, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. From daily routines to special moments, residents are supported every step of the way.","3557 East Caballero Street, Mesa, Az 85213",Mesa,2750,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/db08e81029374678842ea22490950aec.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/mesa/absolute-assisted-living-adult-care-home
Absolute Best Care,,"8504 West Audrey Lane, Peoria, Az 85382",Peoria,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/94e49af29849398cbce7a5d25e60051b.jpg,,,https://app.seniorplace.com/communities/show/f3a08c27-8f26-4ff2-b936-5ddded216443
Abuelitos Home,,"823 South Marie Drive, Chandler, Az 85225",Chandler,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3305007e351bc4cd7f7f4ba3540f9028.jpg,,,https://app.seniorplace.com/communities/show/e22d22bd-0a97-498a-85a4-6dd969f83132
Abuelos At Edgewood Place,"Abuelos At Edgewood Place is a thoughtfully designed residence focused on quality living for seniors. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.","7141 North Edgewood Place, Tucson, Az 85704",Tucson,2750,"Assisted Living Home, Board And Care Home",https://app.seniorplace.com/api/files/public/a8d6238f-e915-43d2-9467-00bce5362e0f,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/tucson/abuelos-at-edgewood-place
Abuelos At La Canada,,"1415 West Placita Pingo, Tucson, Az 85704",Tucson,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/4fcd04e9cec3a2594087a84eed392fe9.jpg,,,https://app.seniorplace.com/communities/show/be6cf037-c8a1-44a4-8b82-b9af5be7ac48
Abundant Life Alh Ii,,"2028 West Calle De Sol, Phoenix, Az 85085",Phoenix,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/e0c049fb-9680-4545-8cdd-549ba5b8ec38
Abundant Life Assisted Living And Senior Care,,"10435 North 40Th Street, Phoenix, Az 85028",Phoenix,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/e6e56228aadeb2b7fab1576890cf3412.jpg,,,https://app.seniorplace.com/communities/show/1483110f-fdf6-4e67-a3f3-f94aa23c5ced
Abundant Life Care,,"14010 North 33Rd Drive, Phoenix, Az 85053",Phoenix,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f762242541bc52eb709c6576ca19a382.jpg,,,https://app.seniorplace.com/communities/show/dd333016-f91e-4fd1-8ba9-75ba6e456d33
Abundant Life Care Home,,"16118 North 168Th Lane, Surprise, Az 85388",Surprise,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/eb202a8a5459ad8787cb00867ec83142.jpg,,,https://app.seniorplace.com/communities/show/7edd7196-a43d-4d9f-bf66-053d3f8fa928
Acacia Cove Assisted Living,"Acacia Cove Assisted Living creates a space where seniors can feel secure and cared for. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.","5964 West Bluefield Avenue, Glendale, Az 85308",Glendale,2750,"Assisted Living Home, Board And Care Home",https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d183fd12a71de2ac3671134039d31a77.jpg,,"all day dining, allergy-sensitive, community-sponsored activities, diabetes diet, dining room, emergency alert system, furnished, garden, housekeeping, laundry service / dry cleaning, meal preparation and service, move-in coordination, movie nights, scheduled meals, special dietary restrictions, telephone, transportation & parking, walking paths",https://www.seniorly.com/assisted-living/arizona/glendale/acacia-cove-assisted-living
Acacia Glen Home Care,,"8214 South 44Th Glen, Laveen Village, Az 85339",Laveen Village,,Assisted Living Home,,,,https://app.seniorplace.com/communities/show/a817edde-1e14-4f58-b264-da7be0af211e
Acacia Health Center,,"4555 East Mayo Boulevard, Phoenix, Az 85050",Phoenix,,"Assisted Living Home, Continuing Care Retirement Community",,,,https://app.seniorplace.com/communities/show/52fd1227-cc7c-4778-b852-187223b33c53
Acacia Heights Assisted Living,,"22006 North 85Th Avenue, Peoria, Az 85383",Peoria,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/53d6fb78a07e96b47fac3ca477ab88d5.jpg,,,https://app.seniorplace.com/communities/show/f82a328e-1b47-41c0-b734-7ab7061a8c2d
Ace Castles Assisted Living Llc Go To,,"3864 East Dogwood Place, Chandler, Az 85286",Chandler,,Assisted Living Home,https://app.seniorplace.com/api/files/public/40243fbf-2e48-4e78-aed2-becddf77757b,,,https://app.seniorplace.com/communities/show/6d70071b-5319-4050-8637-f8754c282044
Acoma Assisted Living,,"5820 West Acoma Drive, Glendale, Az 85306",Glendale,,Assisted Living Home,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/84eb266d504d757e8f6cda5b81e77ad7.jpg,,,https://app.seniorplace.com/communities/show/436ffb7b-0855-45a6-83db-d2ccc4eae64b
