ID,Title,Address,Website,Source,Seniorly_URL,Senior_Place_URL,Phone,Normalized_Address
13336,Harvard Square By Cogir,"10200 East Harvard Avenue, Denver, Co 80231",https://app.seniorplace.com/communities/show/91800897-5e7a-4b2e-b881-4cabe911f065,seniorplace,,field_68af89a6f8692,,10200 e harvard ave denver co 80231
13338,Harvard Square Retirement Community,"10200 East Harvard Avenue, Denver, Co 80231",https://app.seniorplace.com/communities/show/524ca4b8-2f6a-40a6-aea5-ece0ca3f2d2f,seniorplace,,field_68af89a6f8692,,10200 e harvard ave denver co 80231
7418,Desert Palm At The Park,"10234 North 7Th Avenue, Phoenix, Az 85021",https://app.seniorplace.com/communities/show/62dd26b7-0b3e-4499-aa72-caa6f0404105,seniorplace,,field_68af89a6f8692,,10234 n 7th ave phoenix az 85021
10722,The Park At 7Th Avenue Assisted Living Center,"10234 North 7Th Avenue, Phoenix, Az 85021",https://www.seniorly.com/assisted-living/arizona/phoenix/the-park-at-7th-avenue-assisted-living-center,seniorly,https://www.seniorly.com/assisted-living/arizona/phoenix/the-park-at-7th-avenue-assisted-living-center,field_68af89a6f8692,,10234 n 7th ave phoenix az 85021
6838,Alert Adult Care,"10247 West Missouri Avenue, Glendale, Az 85307",https://app.seniorplace.com/communities/show/4ea65196-0600-4b92-b70c-9b266de8e3f5,seniorplace,,field_68af89a6f8692,,10247 w missouri ave glendale az 85307
10367,Dayster Assisted Living,"10247 West Missouri Avenue, Glendale, Az 85307",https://www.seniorly.com/assisted-living/arizona/glendale/dayster-assisted-living-home,seniorly,https://www.seniorly.com/assisted-living/arizona/glendale/dayster-assisted-living-home,field_68af89a6f8692,,10247 w missouri ave glendale az 85307
13776,Maple Springs,"1040 Medical Drive, Brigham City, Ut 84302",https://app.seniorplace.com/communities/show/85088d6b-d857-4529-b4ea-a18b2fb9b0de,seniorplace,,field_68af89a6f8692,,1040 medical dr brigham city ut 84302
13778,Maple Springs Of Brigham City,"1040 Medical Drive, Brigham City, Ut 84302",https://app.seniorplace.com/communities/show/dbada2e6-300d-4fa3-81e4-0578fbc81502,seniorplace,,field_68af89a6f8692,,1040 medical dr brigham city ut 84302
8064,Heritage Lane Behavioral West,"1040 South Lebaron, Mesa, Az 85210",https://app.seniorplace.com/communities/show/cc16d527-6696-4f9e-986b-a7e2501e8bfe,seniorplace,,field_68af89a6f8692,,1040 s lebaron mesa az 85210
10435,Heritage Lane Behavioral Assisted Living,"1040 South Lebaron, Mesa, Az 85210",https://www.seniorly.com/assisted-living/arizona/mesa/heritage-lane-behavioral-assisted-living,seniorly,https://www.seniorly.com/assisted-living/arizona/mesa/heritage-lane-behavioral-assisted-living,field_68af89a6f8692,,1040 s lebaron mesa az 85210
7631,Fairmont Village Memory Care And Behavioral,"10401 North 79Th Avenue, Peoria, Az 85345",https://app.seniorplace.com/communities/show/9d6bb7c1-f065-44dc-aff5-50657e4a3797,seniorplace,,field_68af89a6f8692,,10401 n 79th ave peoria az 85345
10641,Fairmont Village,"10401 North 79Th Avenue, Peoria, Az 85345",https://www.seniorly.com/assisted-living/arizona/peoria/fairmont-village,seniorly,https://www.seniorly.com/assisted-living/arizona/peoria/fairmont-village,field_68af89a6f8692,,10401 n 79th ave peoria az 85345
6785,Acoya Scottsdale At Troon,"10455 East Pinnacle Peak Parkway, Scottsdale, Az 85255",https://app.seniorplace.com/communities/show/5d327349-5bcc-472c-9be3-ee5ee8cedf3f,seniorplace,,field_68af89a6f8692,,10455 e pinnacle peak parkway scottsdale az 85255
10409,Acoya Troon,"10455 East Pinnacle Peak Parkway, Scottsdale, Az 85255",https://www.seniorly.com/assisted-living/arizona/scottsdale/acoya-troon,seniorly,https://www.seniorly.com/assisted-living/arizona/scottsdale/acoya-troon,field_68af89a6f8692,,10455 e pinnacle peak parkway scottsdale az 85255
7471,Divine Mercy Assisted Living,"1061 East Powell Way, Chandler, Az 85249",https://app.seniorplace.com/communities/show/e5630249-833a-495b-a720-3ff395fd560a,seniorplace,,field_68af89a6f8692,,1061 e powell way chandler az 85249
10496,Powell Way,"1061 East Powell Way, Chandler, Az 85249",https://www.seniorly.com/assisted-living/arizona/chandler/powell-way,seniorly,https://www.seniorly.com/assisted-living/arizona/chandler/powell-way,field_68af89a6f8692,,1061 e powell way chandler az 85249
7186,Calinis Alos I I,"10610 North 84Th Street, Scottsdale, Az 85260",https://app.seniorplace.com/communities/show/e2a2ffd1-fc32-46f0-bfef-ca0ab4fc7bae,seniorplace,,field_68af89a6f8692,,10610 n 84th st scottsdale az 85260
7187,Calinis Assisted,"10610 N 84Th Street, Scottsdale, Az 85260",https://app.seniorplace.com/communities/show/575a9eba-ea26-49c0-9a6d-84f5eae9d10f,seniorplace,,field_68af89a6f8692,,10610 n 84th st scottsdale az 85260
11044,Calinis Alos Ii,"10610 North 84Th Street, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/calini-s-alos-ii,seniorly,https://www.seniorly.com/assisted-living/arizona/scottsdale/calini-s-alos-ii,field_68af89a6f8692,,10610 n 84th st scottsdale az 85260
7126,Blue Royale Assisted Living,"10619 East Hawk Avenue, Mesa, Az 85212",https://app.seniorplace.com/communities/show/c119c153-6ea6-481e-a57e-ad8366f12076,seniorplace,,field_68af89a6f8692,,10619 e hawk ave mesa az 85212
10338,Loving Heart Assisted Living,"10619 East Hawk Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/loving-heart-assisted-living,seniorly,https://www.seniorly.com/assisted-living/arizona/mesa/loving-heart-assisted-living,field_68af89a6f8692,,10619 e hawk ave mesa az 85212
10036,Triple Hearts Assisted Living Iii,"10710 East Mescal Street, Scottsdale, Az 85259",https://app.seniorplace.com/communities/show/b39ab053-784f-422b-b4d3-e58ecd812f39,seniorplace,,field_68af89a6f8692,,10710 e mescal st scottsdale az 85259
10689,Trinity Home Of Scottsdale,"10710 East Mescal Street, Scottsdale, Az 85259",https://www.seniorly.com/assisted-living/arizona/scottsdale/trinity-home-of-scottsdale-llc,seniorly,https://www.seniorly.com/assisted-living/arizona/scottsdale/trinity-home-of-scottsdale-llc,field_68af89a6f8692,,10710 e mescal st scottsdale az 85259
8792,Mulberry Assisted Livingnido,"10743 East Nido Avenue, Mesa, Az 85209",https://app.seniorplace.com/communities/show/f17c751f-9800-4e05-a856-547443b9bafa,seniorplace,,field_68af89a6f8692,,10743 e nido ave mesa az 85209
10329,Mulberry Assisted Living Nido,"10743 East Nido Avenue, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/mulberry-assisted-living-nido,seniorly,https://www.seniorly.com/assisted-living/arizona/mesa/mulberry-assisted-living-nido,field_68af89a6f8692,,10743 e nido ave mesa az 85209
8551,M K Tanya Home Care,"1087 East Bajor Street, Gilbert, Az 85298",https://app.seniorplace.com/communities/show/df8ccb2b-73d8-4fff-8e33-095c30fb5e79,seniorplace,,field_68af89a6f8692,,1087 e bajor st gilbert az 85298
10543,Welcome Home Adult Care,"1087 East Bajor Street, Gilbert, Az 85298",https://www.seniorly.com/assisted-living/arizona/gilbert/welcome-home-adult-care-llc,seniorly,https://www.seniorly.com/assisted-living/arizona/gilbert/welcome-home-adult-care-llc,field_68af89a6f8692,,1087 e bajor st gilbert az 85298
7044,Az Ohana Care Home,"1090 East Kaibab Place, Chandler, Az 85249",https://app.seniorplace.com/communities/show/e9c60788-cf3b-494f-826d-d7e29b4efcb6,seniorplace,,field_68af89a6f8692,,1090 e kaibab place chandler az 85249
10470,Hildas Haven Alf 5,"1090 East Kaibab Place, Chandler, Az 85249",https://www.seniorly.com/assisted-living/arizona/chandler/hilda-s-haven-alf-5,seniorly,https://www.seniorly.com/assisted-living/arizona/chandler/hilda-s-haven-alf-5,field_68af89a6f8692,,1090 e kaibab place chandler az 85249
7868,Golden Years Haven Assisted Living,"1111 West Superstition Boulevard, Apache Junction, Az 85120",https://app.seniorplace.com/communities/show/ff7ba7a4-a1f8-433f-8f0f-a3a1dc4ce287,seniorplace,,field_68af89a6f8692,,1111 w superstition boulevard apache junction az 85120
10315,Senior Haven Assisted Living,"1111 West Superstition Boulevard, Apache Junction, Az 85120",https://www.seniorly.com/assisted-living/arizona/apache-junction/senior-haven-assisted-living-home,seniorly,https://www.seniorly.com/assisted-living/arizona/apache-junction/senior-haven-assisted-living-home,field_68af89a6f8692,,1111 w superstition boulevard apache junction az 85120
13120,Frontier Valley Independent And Assisted Living,"11265 East Mississippi Avenue, Aurora, Co 80012",https://app.seniorplace.com/communities/show/f682adee-ec15-49eb-a66c-e035e80e47eb,seniorplace,,field_68af89a6f8692,,11265 e mississippi ave aurora co 80012
13122,Frontier Valley Independent And Living,"11265 E Mississippi Avenue, Aurora, Co 80012",https://app.seniorplace.com/communities/show/60c084c2-c3c3-45dc-b1cb-18193184f6fd,seniorplace,,field_68af89a6f8692,,11265 e mississippi ave aurora co 80012
6718,113 North Senior Care Center,"113 North Avenida De San Ramon, Tucson, Az 85710",https://app.seniorplace.com/communities/show/6abadb36-0cff-4931-a9ca-154f27c5795e,seniorplace,,field_68af89a6f8692,,113 n avenida de san ramon tucson az 85710
8312,Kikos Cottage,"113 North Avenida De San Ramon, Tucson, Az 85710",https://app.seniorplace.com/communities/show/09f1192c-60cb-46c0-8d5c-e0c4f119739f,seniorplace,,field_68af89a6f8692,,113 n avenida de san ramon tucson az 85710
11184,Desert Steppes Ii,"113 North Avenida De San Ramon, Tucson, Az 85710",https://www.seniorly.com/assisted-living/arizona/tucson/desert-steppes-ii,seniorly,https://www.seniorly.com/assisted-living/arizona/tucson/desert-steppes-ii,field_68af89a6f8692,,113 n avenida de san ramon tucson az 85710
6817,Agape Terrace,"11390 East Harmony Lane, Cornville, Az 86325",https://app.seniorplace.com/communities/show/105521e6-db70-4034-8bc5-74d500eb8310,seniorplace,,field_68af89a6f8692,,11390 e harmony ln cornville az 86325
8941,Page Springs Living,"11390 E Harmony Lane, Cornville, Az 86325",https://app.seniorplace.com/communities/show/572061a2-7df7-4801-b3bd-d95592554671,seniorplace,,field_68af89a6f8692,,11390 e harmony ln cornville az 86325
6889,Andara Senior Living,"11415 North 114Th Street, Scottsdale, Az 85259",https://app.seniorplace.com/communities/show/5479f5b2-f14c-4b5a-8e2f-96cda1294799,seniorplace,,field_68af89a6f8692,,11415 n 114th st scottsdale az 85259
10669,Andara By Cogir,"11415 North 114Th Street, Scottsdale, Az 85259",https://www.seniorly.com/assisted-living/arizona/scottsdale/andara-by-cogir,seniorly,https://www.seniorly.com/assisted-living/arizona/scottsdale/andara-by-cogir,field_68af89a6f8692,,11415 n 114th st scottsdale az 85259
10110,Via Linda Assisted Living 2,"11420 North 122Nd Place, Scottsdale, Az 85259",https://app.seniorplace.com/communities/show/00ccbd39-737e-42c6-970f-be04bbabd6e5,seniorplace,,field_68af89a6f8692,,11420 n 122nd place scottsdale az 85259
10686,Via Linda Assisted Livng,"11420 North 122Nd Place, Scottsdale, Az 85259",https://www.seniorly.com/assisted-living/arizona/scottsdale/via-linda-assisted-livng,seniorly,https://www.seniorly.com/assisted-living/arizona/scottsdale/via-linda-assisted-livng,field_68af89a6f8692,,11420 n 122nd place scottsdale az 85259
13964,Northglenn Heights Assisted Living Community,"11475 Pearl Street, Northglenn, Co 80233",https://app.seniorplace.com/communities/show/82115bf8-1796-46a8-a1f4-743fbfe09bca,seniorplace,,field_68af89a6f8692,,11475 pearl st northglenn co 80233
13965,Northglenn Heights Assisted Living Community,"11475 Pearl Street, Northglenn, Co 80233",https://app.seniorplace.com/communities/show/53b436e6-b99a-4393-9cd7-f51ee2fc7d9f,seniorplace,,field_68af89a6f8692,,11475 pearl st northglenn co 80233
9107,Pendo Care Homes,"1151 South Sean Drive, Chandler, Az 85286",https://app.seniorplace.com/communities/show/9a702a72-a7c9-49aa-938a-1ce35be78a16,seniorplace,,field_68af89a6f8692,,1151 s sean dr chandler az 85286
10485,Whitewing Mansion Assisted Living,"1151 South Sean Drive, Chandler, Az 85286",https://www.seniorly.com/assisted-living/arizona/chandler/whitewing-mansion-assisted-living,seniorly,https://www.seniorly.com/assisted-living/arizona/chandler/whitewing-mansion-assisted-living,field_68af89a6f8692,,1151 s sean dr chandler az 85286
13038,Escalante At Draper,"11631 South 700 East, Draper, Ut 84020",https://app.seniorplace.com/communities/show/4e36b00a-b2be-45ac-92f8-585fed6c7f2c,seniorplace,,field_68af89a6f8692,,11631 s 700 e draper ut 84020
14874,Valencia At Draper,"11631 South 700 East, Draper, Ut 84020",https://app.seniorplace.com/communities/show/c6a8a37a-c143-4921-9651-33ce7a1bab3a,seniorplace,,field_68af89a6f8692,,11631 s 700 e draper ut 84020
7275,Christian Care Assisted Living,"11818 North 19Th Avenue, Phoenix, Az 85029",https://www.seniorly.com/assisted-living/arizona/phoenix/christian-care-assisted-living-inc,seniorly,https://www.seniorly.com/assisted-living/arizona/phoenix/christian-care-assisted-living-inc,field_68af89a6f8692,,11818 n 19th ave phoenix az 85029
10720,The Oasis Assisted Living At Fellowship Square,"11818 North 19Th Avenue, Phoenix, Az 85029",https://www.seniorly.com/assisted-living/arizona/phoenix/the-oasis-assisted-living-at-fellowship-square,seniorly,https://www.seniorly.com/assisted-living/arizona/phoenix/the-oasis-assisted-living-at-fellowship-square,field_68af89a6f8692,,11818 n 19th ave phoenix az 85029
8207,Infinite Care In Chandler 1,"1203 East Geronimo Place, Chandler, Az 85225",https://app.seniorplace.com/communities/show/074be750-1be3-4e70-804a-3469ead6e2cc,seniorplace,,field_68af89a6f8692,,1203 e geronimo place chandler az 85225
10446,Infinite Care For Elderly Alh,"1203 East Geronimo Place, Chandler, Az 85225",https://www.seniorly.com/assisted-living/arizona/chandler/infinite-care-for-elderly-alh,seniorly,https://www.seniorly.com/assisted-living/arizona/chandler/infinite-care-for-elderly-alh,field_68af89a6f8692,,1203 e geronimo place chandler az 85225
7422,Desert Palm On Palmaire,"1214 East Palmaire Avenue, Phoenix, Az 85020",https://app.seniorplace.com/communities/show/0425d637-3177-4ffa-9a95-1bd42541faa3,seniorplace,,field_68af89a6f8692,,1214 e palmaire ave phoenix az 85020
10828,Desert Palm Adult Care,"1214 East Palmaire Avenue, Phoenix, Az 85020",https://www.seniorly.com/assisted-living/arizona/phoenix/desert-palm-adult-care,seniorly,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-palm-adult-care,field_68af89a6f8692,,1214 e palmaire ave phoenix az 85020
9770,Sunset Grand Assisted Living,"1214 North Palm Street, Gilbert, Az 85234",https://app.seniorplace.com/communities/show/72aff247-487f-4d2d-b521-43eae673b5c3,seniorplace,,field_68af89a6f8692,,1214 n palm st gilbert az 85234
10545,Harmony Palm Care Home,"1214 North Palm Street, Gilbert, Az 85234",https://www.seniorly.com/assisted-living/arizona/gilbert/harmony-palm-care-home,seniorly,https://www.seniorly.com/assisted-living/arizona/gilbert/harmony-palm-care-home,field_68af89a6f8692,,1214 n palm st gilbert az 85234
13984,Open Arms Assisted Living Suite A,"12150 East Andrews Drive, Denver, Co 80239",https://app.seniorplace.com/communities/show/9798ce9b-f4f0-4216-9d09-2ad3229e9122,seniorplace,,field_68af89a6f8692,,12150 e andrews dr denver co 80239
13986,Open Arms Assisted Living Suite B,"12150 East Andrews Drive, Denver, Co 80239",https://app.seniorplace.com/communities/show/cf9d51bd-7ab1-4cc7-a9a2-3f1726858858,seniorplace,,field_68af89a6f8692,,12150 e andrews dr denver co 80239
6815,Agape Senior Living,"12201 North 61St Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/b436d227-afe4-4425-9ab3-6dfd240f3c1e,seniorplace,,field_68af89a6f8692,,12201 n 61st st scottsdale az 85254
11045,Avant One Assisted Living,"12201 North 61St Street, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/avant-one-assisted-living-llc,seniorly,https://www.seniorly.com/assisted-living/arizona/scottsdale/avant-one-assisted-living-llc,field_68af89a6f8692,,12201 n 61st st scottsdale az 85254
9412,Scottsdale Palms Assisted Living,"12202 North 68Th Place, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/070ff922-2a48-48f0-be58-db02657a9a2f,seniorplace,,field_68af89a6f8692,,12202 n 68th place scottsdale az 85254
10413,68Th Place,"12202 North 68Th Place, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/68th-place,seniorly,https://www.seniorly.com/assisted-living/arizona/scottsdale/68th-place,field_68af89a6f8692,,12202 n 68th place scottsdale az 85254
6749,A Place Of Joy Assisted Living,"1221 South Arroya Circle, Mesa, Az 85206",https://app.seniorplace.com/communities/show/defe37f6-86f6-462d-b045-b59dbafe2348,seniorplace,,field_68af89a6f8692,,1221 s arroya circle mesa az 85206
10349,Pleasant Living Liesure World,"1221 South Arroya Circle, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/pleasant-living-liesure-world,seniorly,https://www.seniorly.com/assisted-living/arizona/mesa/pleasant-living-liesure-world,field_68af89a6f8692,,1221 s arroya circle mesa az 85206
10090,Ventana Winds,"12322 North 113Th Avenue, Youngtown, Az 85363",https://app.seniorplace.com/communities/show/904b7e05-71b9-4c86-890d-1a0d823dbb19,seniorplace,,field_68af89a6f8692,,12322 n 113th ave youngtown az 85363
10644,Ventana Winds Retirement Home,"12322 North 113Th Avenue, Youngtown, Az 85363",https://www.seniorly.com/assisted-living/arizona/youngtown/ventana-winds-retirement-home,seniorly,https://www.seniorly.com/assisted-living/arizona/youngtown/ventana-winds-retirement-home,field_68af89a6f8692,,12322 n 113th ave youngtown az 85363
6934,Arden Villa,"1238 East Greenway Circle, Mesa, Az 85203",https://app.seniorplace.com/communities/show/edebcb53-a1b1-4217-a91b-0efb68e80fca,seniorplace,,field_68af89a6f8692,,1238 e greenway circle mesa az 85203
10578,Shiv Adult Care Home,"1238 East Greenway Circle, Mesa, Az 85203",https://www.seniorly.com/assisted-living/arizona/mesa/shiv-adult-care-home,seniorly,https://www.seniorly.com/assisted-living/arizona/mesa/shiv-adult-care-home,field_68af89a6f8692,,1238 e greenway circle mesa az 85203
7217,Caring For Loved Ones,"12414 North 38Th Street, Phoenix, Az 85032",https://app.seniorplace.com/communities/show/43186646-b134-497f-ae23-70ce6238c82f,seniorplace,,field_68af89a6f8692,,12414 n 38th st phoenix az 85032
11059,Casa Del Sol Assisted Living,"12414 North 38Th Street, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/casa-del-sol-assisted-living-llc,seniorly,https://www.seniorly.com/assisted-living/arizona/phoenix/casa-del-sol-assisted-living-llc,field_68af89a6f8692,,12414 n 38th st phoenix az 85032
9805,Sweetwater Place 1,"12433 North 71St Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/9f1bd3c8-e9a7-44e8-a39a-39b64eb57fa7,seniorplace,,field_68af89a6f8692,,12433 n 71st st scottsdale az 85254
10186,Well Heeled On North 71St St,"12433 North 71St Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/8caca82a-9c49-4a5e-8a2d-d59a467715d1,seniorplace,,field_68af89a6f8692,,12433 n 71st st scottsdale az 85254
7226,Caring Touch Assisted Living,"12502 West Redfield Road, El Mirage, Az 85335",https://app.seniorplace.com/communities/show/bdeec23e-f158-410d-80d7-db40603c5a18,seniorplace,,field_68af89a6f8692,,12502 w redfield rd el mirage az 85335
10659,Care First,"12502 West Redfield Road, El Mirage, Az 85335",https://www.seniorly.com/assisted-living/arizona/el-mirage/care-first,seniorly,https://www.seniorly.com/assisted-living/arizona/el-mirage/care-first,field_68af89a6f8692,,12502 w redfield rd el mirage az 85335
7051,Azalea Blossoms,"12558 North 76Th Street, Scottsdale, Az 85260",https://app.seniorplace.com/communities/show/a0df7637-1590-4003-8970-b335aa1ded88,seniorplace,,field_68af89a6f8692,,12558 n 76th st scottsdale az 85260
11052,Buenavante Alh,"12558 North 76Th Street, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/buenavante-alh,seniorly,https://www.seniorly.com/assisted-living/arizona/scottsdale/buenavante-alh,field_68af89a6f8692,,12558 n 76th st scottsdale az 85260
12423,Bethesda Gardens Thornton,"12610 Hudson Street, Thornton, Co 80241",https://app.seniorplace.com/communities/show/93cce790-50f0-4248-a468-b1ae583eaa20,seniorplace,,field_68af89a6f8692,,12610 hudson st thornton co 80241
12425,Bethesda Gardens Thornton Assisted Living And Memory Care,"12610 Hudson Street,, Thornton,, Co 80241",https://app.seniorplace.com/communities/show/8b248dd5-60d5-4abd-82eb-ac08e8de845f,seniorplace,,field_68af89a6f8692,,12610 hudson st thornton co 80241
7490,East Shea Ii Assisted Living,"12705 East Sahuaro Drive, Scottsdale, Az 85259",https://app.seniorplace.com/communities/show/d155f536-9ffd-4f78-b8f0-0aae6c4d9a04,seniorplace,,field_68af89a6f8692,,12705 e sahuaro dr scottsdale az 85259
10679,East Shea Assisted Living,"12705 East Sahuaro Drive, Scottsdale, Az 85259",https://www.seniorly.com/assisted-living/arizona/scottsdale/east-shea-assisted-living-llc,seniorly,https://www.seniorly.com/assisted-living/arizona/scottsdale/east-shea-assisted-living-llc,field_68af89a6f8692,,12705 e sahuaro dr scottsdale az 85259
9178,Prestige Home,"1274 West Lantana Drive, Chandler, Az 85248",https://app.seniorplace.com/communities/show/b02c9120-c318-4fc4-8a69-2e8532299e36,seniorplace,,field_68af89a6f8692,,1274 w lantana dr chandler az 85248
10492,Ocotillo Adult Care Home,"1274 West Lantana Drive, Chandler, Az 85248",https://www.seniorly.com/assisted-living/arizona/chandler/ocotillo-adult-care-home-llc,seniorly,https://www.seniorly.com/assisted-living/arizona/chandler/ocotillo-adult-care-home-llc,field_68af89a6f8692,,1274 w lantana dr chandler az 85248
8415,Legacy Comfort Homes,"12802 North 57Th Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/bfd37e81-338e-4ce4-adf3-3a5bc6d1ecbf,seniorplace,,field_68af89a6f8692,,12802 n 57th st scottsdale az 85254
11054,Comfort Givers Assisted Living,"12802 North 57Th Street, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/comfort-givers-assisted-living-incorporated,seniorly,https://www.seniorly.com/assisted-living/arizona/scottsdale/comfort-givers-assisted-living-incorporated,field_68af89a6f8692,,12802 n 57th st scottsdale az 85254
9355,Sage House 68,"12802 North 68Th Street, Scottsdale, Az 85254",https://app.seniorplace.com/communities/show/a4d6dbea-1f0f-4f8e-9d73-b07ce188be7f,seniorplace,,field_68af89a6f8692,,12802 n 68th st scottsdale az 85254
11018,Opco 68,"12802 North 68Th Street, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/opco-68,seniorly,https://www.seniorly.com/assisted-living/arizona/scottsdale/opco-68,field_68af89a6f8692,,12802 n 68th st scottsdale az 85254
7954,Hacienda De Luna Assisted Living,"1310 East Ina Road, Tucson, Az 85718",https://app.seniorplace.com/communities/show/4154e265-bcd4-431a-8e5f-fb05a22e8f05,seniorplace,,field_68af89a6f8692,,1310 e ina rd tucson az 85718
10933,Hacienda De Luna,"1310 East Ina Road, Tucson, Az 85718",https://www.seniorly.com/assisted-living/arizona/tucson/hacienda-de-luna,seniorly,https://www.seniorly.com/assisted-living/arizona/tucson/hacienda-de-luna,field_68af89a6f8692,,1310 e ina rd tucson az 85718
9421,Secret Garden Assisted Living Ii,"1320 West 7Th Street, Tempe, Az 85281",https://app.seniorplace.com/communities/show/f3fa510f-f40b-4e3b-9530-0d181f4bbeb7,seniorplace,,field_68af89a6f8692,,1320 w 7th st tempe az 85281
11080,Secret Garden Assisted Living,"1320 West 7Th Street, Tempe, Az 85281",https://www.seniorly.com/assisted-living/arizona/tempe/secret-garden-assisted-living,seniorly,https://www.seniorly.com/assisted-living/arizona/tempe/secret-garden-assisted-living,field_68af89a6f8692,,1320 w 7th st tempe az 85281
7175,By Your Side Assisted Living On Royal Palm,"1329 S Royal Palm Road, Apache Junction, Az 85119",https://app.seniorplace.com/communities/show/b04a1fef-5f40-497e-a4f2-65c79381614a,seniorplace,,field_68af89a6f8692,,1329 s royal palm rd apache junction az 85119
8154,House Of Butterfly Assisted Living,"1329 South Royal Palm Road, Apache Junction, Az 85119",https://app.seniorplace.com/communities/show/27f0ab2f-ad7b-445e-a18b-68c7ee2c4c4d,seniorplace,,field_68af89a6f8692,,1329 s royal palm rd apache junction az 85119
8331,Kopper Crest,"1329 S Royal Palm Road, Apache Junction, Az 85119",https://app.seniorplace.com/communities/show/3dbc1807-c60a-4dc3-b3b5-c8f922a6ec24,seniorplace,,field_68af89a6f8692,,1329 s royal palm rd apache junction az 85119
7706,Flamingo Alh,"13330 North 88Th Place, Scottsdale, Az 85260",https://app.seniorplace.com/communities/show/29a28490-3760-479c-a5e4-82f91b492cec,seniorplace,,field_68af89a6f8692,,13330 n 88th place scottsdale az 85260
