ID,Title,Slug,website,senior_place_url,seniorly_url,normalized_types,__source
,Academy University Hill,academy-university-hill,https://app.seniorplace.com/communities/show/a37b67ab-7afd-4ff7-b5d0-355eaa81c0af,https://app.seniorplace.com/communities/show/a37b67ab-7afd-4ff7-b5d0-355eaa81c0af,,"Assisted Living Community, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Achs Hospice Palliative Care,achs-hospice-palliative-care,https://app.seniorplace.com/communities/show/07fb89b9-b9b1-40fd-aafe-a4cd5524aa97,https://app.seniorplace.com/communities/show/07fb89b9-b9b1-40fd-aafe-a4cd5524aa97,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Active Hospice,active-hospice,https://app.seniorplace.com/communities/show/f5b77519-9659-4710-b407-1c4f29a13b24,https://app.seniorplace.com/communities/show/f5b77519-9659-4710-b407-1c4f29a13b24,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Advanced Home Care And Hospice Of Coeur Dalene,advanced-home-care-and-hospice-of-coeur-dalene,https://app.seniorplace.com/communities/show/9f275fd8-1cd4-4970-884c-9932cced10e0,https://app.seniorplace.com/communities/show/9f275fd8-1cd4-4970-884c-9932cced10e0,,"Nursing Home, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Afi Hospice,afi-hospice,https://app.seniorplace.com/communities/show/bfc1aaab-5c32-4c6f-9fa2-73b656f0a3da,https://app.seniorplace.com/communities/show/bfc1aaab-5c32-4c6f-9fa2-73b656f0a3da,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,All Seasons Hospice,all-seasons-hospice,https://app.seniorplace.com/communities/show/23f587dd-73e7-4cda-9a22-bc1ea907ce4f,https://app.seniorplace.com/communities/show/23f587dd-73e7-4cda-9a22-bc1ea907ce4f,,"Assisted Living Home, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Alliance Hospice Of Idaho,alliance-hospice-of-idaho,https://app.seniorplace.com/communities/show/87fe23f9-5097-4972-beba-1ab5832deac1,https://app.seniorplace.com/communities/show/87fe23f9-5097-4972-beba-1ab5832deac1,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Angels Crossing Home Hospice,angels-crossing-home-hospice,https://app.seniorplace.com/communities/show/6ac3ee40-c40c-416d-8193-aab1b5f44fa7,https://app.seniorplace.com/communities/show/6ac3ee40-c40c-416d-8193-aab1b5f44fa7,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Applegate Homecare,applegate-homecare,https://app.seniorplace.com/communities/show/a3c58dca-98a1-40e5-9f99-ce695035a995,https://app.seniorplace.com/communities/show/a3c58dca-98a1-40e5-9f99-ce695035a995,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Arbors Of Del Rey,arbors-of-del-rey,https://app.seniorplace.com/communities/show/00d58b8b-2c72-4ad2-bdc2-95cde836f3b3,https://app.seniorplace.com/communities/show/00d58b8b-2c72-4ad2-bdc2-95cde836f3b3,,"Assisted Living Community, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Ashley Manor Cloverdale Memory Care,ashley-manor-cloverdale-memory-care,https://app.seniorplace.com/communities/show/785d74ee-e3db-4535-83cb-a30c5af2f4e9,https://app.seniorplace.com/communities/show/785d74ee-e3db-4535-83cb-a30c5af2f4e9,,"Assisted Living Community, Memory Care, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Aspen Home Care And Hospice,aspen-home-care-and-hospice,https://app.seniorplace.com/communities/show/f46ee66d-4c54-42c7-8e92-f428a931f1e1,https://app.seniorplace.com/communities/show/f46ee66d-4c54-42c7-8e92-f428a931f1e1,,"Nursing Home, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Aspen Home Health Services,aspen-home-health-services,https://app.seniorplace.com/communities/show/32c7a80d-2592-4d10-9985-66433209dbe8,https://app.seniorplace.com/communities/show/32c7a80d-2592-4d10-9985-66433209dbe8,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Aspen Ridge Hospice,aspen-ridge-hospice,https://app.seniorplace.com/communities/show/76c80b52-fd6c-48bd-8fee-697d0bc0aa36,https://app.seniorplace.com/communities/show/76c80b52-fd6c-48bd-8fee-697d0bc0aa36,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Aspen Trail Retirement Community,aspen-trail-retirement-community,https://app.seniorplace.com/communities/show/75283028-45f5-42f5-b78b-31bd09d822c1,https://app.seniorplace.com/communities/show/75283028-45f5-42f5-b78b-31bd09d822c1,,"Independent Living, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Aspire Hospice Care,aspire-hospice-care,https://app.seniorplace.com/communities/show/01623e3c-cd31-46d3-af74-27986efe8fc8,https://app.seniorplace.com/communities/show/01623e3c-cd31-46d3-af74-27986efe8fc8,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Assured Senior Living Arvada,assured-senior-living-arvada,https://app.seniorplace.com/communities/show/cb2bd251-e3d6-47b3-ae66-f42be7c2d6cc,https://app.seniorplace.com/communities/show/cb2bd251-e3d6-47b3-ae66-f42be7c2d6cc,,"Assisted Living Community, Assisted Living Home, Memory Care, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,At Home Health Care,at-home-health-care,https://app.seniorplace.com/communities/show/c0e3fde2-dc54-4aa3-819b-d66f91e85b87,https://app.seniorplace.com/communities/show/c0e3fde2-dc54-4aa3-819b-d66f91e85b87,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Atlas Hospice,atlas-hospice,https://app.seniorplace.com/communities/show/300f44e7-118d-4261-97a0-0496056f6f54,https://app.seniorplace.com/communities/show/300f44e7-118d-4261-97a0-0496056f6f54,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Atlas Hospice Of Southern Utah,atlas-hospice-of-southern-utah,https://app.seniorplace.com/communities/show/49a38745-4f00-400c-b439-65f47bfd32a3,https://app.seniorplace.com/communities/show/49a38745-4f00-400c-b439-65f47bfd32a3,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Auburn Crest Home Health,auburn-crest-home-health,https://app.seniorplace.com/communities/show/dd7d563e-0767-420c-8bce-000e03af63dc,https://app.seniorplace.com/communities/show/dd7d563e-0767-420c-8bce-000e03af63dc,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Bear Lake Memorial Hospital Home Health,bear-lake-memorial-hospital-home-health,https://app.seniorplace.com/communities/show/48fbb536-3762-458d-9c1e-71f02403018c,https://app.seniorplace.com/communities/show/48fbb536-3762-458d-9c1e-71f02403018c,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Beaver Valley Hospital,beaver-valley-hospital,https://app.seniorplace.com/communities/show/ab65088e-87f1-4aaf-9e72-a410d8100ad7,https://app.seniorplace.com/communities/show/ab65088e-87f1-4aaf-9e72-a410d8100ad7,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Belle Vie Hospice,belle-vie-hospice,https://app.seniorplace.com/communities/show/1bc495a7-10a6-464b-bed8-c7eb3dbb3c35,https://app.seniorplace.com/communities/show/1bc495a7-10a6-464b-bed8-c7eb3dbb3c35,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Best Homecare And Staffing,best-homecare-and-staffing,https://app.seniorplace.com/communities/show/889a5283-0104-486c-a44c-cc292a5108dd,https://app.seniorplace.com/communities/show/889a5283-0104-486c-a44c-cc292a5108dd,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Bluebird Hospice,bluebird-hospice,https://app.seniorplace.com/communities/show/c9a87291-5131-4b76-9151-eda0adb083aa,https://app.seniorplace.com/communities/show/c9a87291-5131-4b76-9151-eda0adb083aa,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Brio Idaho Hospice,brio-idaho-hospice,https://app.seniorplace.com/communities/show/9fc581b7-cf61-4094-8414-b0dfe6f1087c,https://app.seniorplace.com/communities/show/9fc581b7-cf61-4094-8414-b0dfe6f1087c,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Bristol Hospice Utah,bristol-hospice-utah,https://app.seniorplace.com/communities/show/61577e61-5f4a-4313-a002-349a5fb6b05e,https://app.seniorplace.com/communities/show/61577e61-5f4a-4313-a002-349a5fb6b05e,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Bristol Hospiceutah Ii,bristol-hospiceutah-ii,https://app.seniorplace.com/communities/show/8e0d9816-a7ec-4da2-bd9e-26988d87af2f,https://app.seniorplace.com/communities/show/8e0d9816-a7ec-4da2-bd9e-26988d87af2f,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Brookdale Parkplace,brookdale-parkplace,https://app.seniorplace.com/communities/show/2ec5607f-a6ef-4f90-85b1-bdf749549085,https://app.seniorplace.com/communities/show/2ec5607f-a6ef-4f90-85b1-bdf749549085,,"Independent Living, Assisted Living Community, Memory Care, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Brookdale Valencia,brookdale-valencia,https://app.seniorplace.com/communities/show/9d51495c-37cb-4191-8701-3eab7d4eb89f,https://app.seniorplace.com/communities/show/9d51495c-37cb-4191-8701-3eab7d4eb89f,,"Independent Living, Assisted Living Community, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Canyon Home Care Hospice,canyon-home-care-hospice,https://app.seniorplace.com/communities/show/9bc0ca0c-6375-41cb-bdd8-b7f12d0abf64,https://app.seniorplace.com/communities/show/9bc0ca0c-6375-41cb-bdd8-b7f12d0abf64,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Canyon Hospice,canyon-hospice,https://app.seniorplace.com/communities/show/6ebc7638-0a60-4fc5-98bc-0ca0949fcacf,https://app.seniorplace.com/communities/show/6ebc7638-0a60-4fc5-98bc-0ca0949fcacf,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Canyon Hospice Of Southern Utah,canyon-hospice-of-southern-utah,https://app.seniorplace.com/communities/show/72914057-667c-4d03-8ca5-cd75cbeb7bb3,https://app.seniorplace.com/communities/show/72914057-667c-4d03-8ca5-cd75cbeb7bb3,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Canyon Utah,canyon-utah,https://app.seniorplace.com/communities/show/4262706b-1bb4-40a5-9e93-e982ef75a87b,https://app.seniorplace.com/communities/show/4262706b-1bb4-40a5-9e93-e982ef75a87b,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Caregiver Support Network Hospice,caregiver-support-network-hospice,https://app.seniorplace.com/communities/show/12a7dc29-caf8-4992-987f-82bf9a0ec37b,https://app.seniorplace.com/communities/show/12a7dc29-caf8-4992-987f-82bf9a0ec37b,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Centerfield Healthcare,centerfield-healthcare,https://app.seniorplace.com/communities/show/ecbf9b7e-5e73-441a-a3f7-6f18e204bea6,https://app.seniorplace.com/communities/show/ecbf9b7e-5e73-441a-a3f7-6f18e204bea6,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Centerwell Home Health,centerwell-home-health,https://app.seniorplace.com/communities/show/e47b9a6b-5f73-434b-a7b5-9a41a88a18e8,https://app.seniorplace.com/communities/show/e47b9a6b-5f73-434b-a7b5-9a41a88a18e8,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Central Valley Hospice,central-valley-hospice,https://app.seniorplace.com/communities/show/c79eb4b6-fe06-4348-b518-34775b16b5ae,https://app.seniorplace.com/communities/show/c79eb4b6-fe06-4348-b518-34775b16b5ae,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Charter Healthcare Of West Jordan,charter-healthcare-of-west-jordan,https://app.seniorplace.com/communities/show/f2541c0e-f5c6-4eee-8628-91fde28b92a2,https://app.seniorplace.com/communities/show/f2541c0e-f5c6-4eee-8628-91fde28b92a2,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Cns Community Hospice Providence,cns-community-hospice-providence,https://app.seniorplace.com/communities/show/a1e74f80-3818-4dfa-be4b-7bc43592f77a,https://app.seniorplace.com/communities/show/a1e74f80-3818-4dfa-be4b-7bc43592f77a,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Community Nursing Services,community-nursing-services,https://app.seniorplace.com/communities/show/45a58df2-c707-4524-9af8-231593401b96,https://app.seniorplace.com/communities/show/45a58df2-c707-4524-9af8-231593401b96,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Community Nursing Services,community-nursing-services-2,https://app.seniorplace.com/communities/show/4830acdc-8fb5-4437-8bf9-a317d009e00d,https://app.seniorplace.com/communities/show/4830acdc-8fb5-4437-8bf9-a317d009e00d,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Crest Home Health And Hospice,crest-home-health-and-hospice,https://app.seniorplace.com/communities/show/58e3f160-e7a7-4bb8-a083-c56a0f7ebb21,https://app.seniorplace.com/communities/show/58e3f160-e7a7-4bb8-a083-c56a0f7ebb21,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Dignity Hospice Of Utah,dignity-hospice-of-utah,https://app.seniorplace.com/communities/show/f664eea3-1692-4151-8dc1-862c6e48c72c,https://app.seniorplace.com/communities/show/f664eea3-1692-4151-8dc1-862c6e48c72c,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Eden Home Health,eden-home-health,https://app.seniorplace.com/communities/show/9116070e-eca1-40f4-96da-a3b05deeea82,https://app.seniorplace.com/communities/show/9116070e-eca1-40f4-96da-a3b05deeea82,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Eden Home Health Idahofalls,eden-home-health-idahofalls,https://app.seniorplace.com/communities/show/80c3dc78-7bd7-40f2-8fda-2949f988042f,https://app.seniorplace.com/communities/show/80c3dc78-7bd7-40f2-8fda-2949f988042f,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Elevate Home Health,elevate-home-health,https://app.seniorplace.com/communities/show/9ffccacc-c377-4ab5-81c1-8c6456cbcd62,https://app.seniorplace.com/communities/show/9ffccacc-c377-4ab5-81c1-8c6456cbcd62,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Elite Home Health,elite-home-health,https://app.seniorplace.com/communities/show/ea5efbc9-0732-4547-92ba-561ef467010d,https://app.seniorplace.com/communities/show/ea5efbc9-0732-4547-92ba-561ef467010d,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Enhabit Home Health Hospice,enhabit-home-health-hospice,https://app.seniorplace.com/communities/show/8ffe8031-df6d-45fc-9fc6-797c1e4ef8f4,https://app.seniorplace.com/communities/show/8ffe8031-df6d-45fc-9fc6-797c1e4ef8f4,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Enhabit Home Health Of Eastern Idaho,enhabit-home-health-of-eastern-idaho,https://app.seniorplace.com/communities/show/ce9b2a5f-4718-4141-a6b8-5a576f9471ae,https://app.seniorplace.com/communities/show/ce9b2a5f-4718-4141-a6b8-5a576f9471ae,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Enhabit Hospice,enhabit-hospice,https://app.seniorplace.com/communities/show/c4064b73-3b4d-4920-9ac1-748fbb436883,https://app.seniorplace.com/communities/show/c4064b73-3b4d-4920-9ac1-748fbb436883,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Enhabit Hospice Of Idaho,enhabit-hospice-of-idaho,https://app.seniorplace.com/communities/show/ffce16d1-d63c-4baa-a07a-39695038129b,https://app.seniorplace.com/communities/show/ffce16d1-d63c-4baa-a07a-39695038129b,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Envision Hospice,envision-hospice,https://app.seniorplace.com/communities/show/81e445c0-014b-446a-9b7f-bfe74931ca5d,https://app.seniorplace.com/communities/show/81e445c0-014b-446a-9b7f-bfe74931ca5d,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Exemplar Healthcare,exemplar-healthcare,https://app.seniorplace.com/communities/show/56745fa4-679a-42c0-a294-bd5659240ee7,https://app.seniorplace.com/communities/show/56745fa4-679a-42c0-a294-bd5659240ee7,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,First Choice Home Health Hospice,first-choice-home-health-hospice,https://app.seniorplace.com/communities/show/6e60cfc5-3f2e-4ddf-a90e-cc64d1e9261d,https://app.seniorplace.com/communities/show/6e60cfc5-3f2e-4ddf-a90e-cc64d1e9261d,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,First Choice Hospice,first-choice-hospice,https://app.seniorplace.com/communities/show/f8dffb48-6b66-4f03-8382-3cdc0ea162cd,https://app.seniorplace.com/communities/show/f8dffb48-6b66-4f03-8382-3cdc0ea162cd,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Franklin County Medical Center Home Care,franklin-county-medical-center-home-care,https://app.seniorplace.com/communities/show/7da6b3cb-cc20-4a4b-8beb-d96e1fb380de,https://app.seniorplace.com/communities/show/7da6b3cb-cc20-4a4b-8beb-d96e1fb380de,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Garden Ranch Assisted Living,garden-ranch-assisted-living,https://app.seniorplace.com/communities/show/6a668498-b7e9-479a-95a8-a908378eb909,https://app.seniorplace.com/communities/show/6a668498-b7e9-479a-95a8-a908378eb909,,"Assisted Living Home, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Golden Pond,golden-pond,https://app.seniorplace.com/communities/show/380fe4d9-2fcc-4566-add3-0b87e0df54e5,https://app.seniorplace.com/communities/show/380fe4d9-2fcc-4566-add3-0b87e0df54e5,,"Independent Living, Assisted Living Community, Memory Care, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Good Samaritan Society Loveland Village,good-samaritan-society-loveland-village,https://app.seniorplace.com/communities/show/b4cf3271-3545-48c7-b818-2b6c2c1a46ce,https://app.seniorplace.com/communities/show/b4cf3271-3545-48c7-b818-2b6c2c1a46ce,,"Assisted Living Community, Assisted Living Home, Nursing Home, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Good Samaritan Society Home Care,good-samaritan-society-home-care,https://app.seniorplace.com/communities/show/ad433016-5d42-4404-958c-c69426c7baac,https://app.seniorplace.com/communities/show/ad433016-5d42-4404-958c-c69426c7baac,,"Assisted Living Community, Nursing Home, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Good Shepherd Home Care And Hospice Of Eastern Uta,good-shepherd-home-care-and-hospice-of-eastern-uta,https://app.seniorplace.com/communities/show/52e2ac28-0232-408e-83f0-c40212c1f30e,https://app.seniorplace.com/communities/show/52e2ac28-0232-408e-83f0-c40212c1f30e,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Gunnison Valley Hospice,gunnison-valley-hospice,https://app.seniorplace.com/communities/show/e061251a-6ae5-4ea9-9358-04d42503b369,https://app.seniorplace.com/communities/show/e061251a-6ae5-4ea9-9358-04d42503b369,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Harmony Hospice,harmony-hospice,https://app.seniorplace.com/communities/show/076a5e2e-91da-4730-8b33-839e97764d12,https://app.seniorplace.com/communities/show/076a5e2e-91da-4730-8b33-839e97764d12,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Health Watch Hospice Of Utah,health-watch-hospice-of-utah,https://app.seniorplace.com/communities/show/8cfe7898-a71f-4f2e-8339-c738404f1d8e,https://app.seniorplace.com/communities/show/8cfe7898-a71f-4f2e-8339-c738404f1d8e,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Heritage Homr Health,heritage-homr-health,https://app.seniorplace.com/communities/show/6982bc70-7eda-46bf-8110-ea2ee43371b6,https://app.seniorplace.com/communities/show/6982bc70-7eda-46bf-8110-ea2ee43371b6,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Home Health And Hospices L M V R M C,home-health-and-hospices-l-m-v-r-m-c,https://app.seniorplace.com/communities/show/cb501bf4-b0fe-4a31-a6d6-e7e008848f34,https://app.seniorplace.com/communities/show/cb501bf4-b0fe-4a31-a6d6-e7e008848f34,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Homestead Assisted Living Center Inc Of Rexburg The,homestead-assisted-living-center-inc-of-rexburg-the,https://app.seniorplace.com/communities/show/f926394e-0f4c-464c-b575-d2f7d8e3bc40,https://app.seniorplace.com/communities/show/f926394e-0f4c-464c-b575-d2f7d8e3bc40,,"Assisted Living Community, Memory Care, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Homestead At Montrose The,homestead-at-montrose-the,https://app.seniorplace.com/communities/show/9a2a974e-23be-45b1-abc1-c6016d466212,https://app.seniorplace.com/communities/show/9a2a974e-23be-45b1-abc1-c6016d466212,,"Assisted Living Community, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Horizon Home Health,horizon-home-health,https://app.seniorplace.com/communities/show/86d4d15f-c0f7-4978-8db7-4b4a2ace01b1,https://app.seniorplace.com/communities/show/86d4d15f-c0f7-4978-8db7-4b4a2ace01b1,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Horizon Hospice Specialists,horizon-hospice-specialists,https://app.seniorplace.com/communities/show/fab91b19-ae46-4a32-82a7-27d2568e9f73,https://app.seniorplace.com/communities/show/fab91b19-ae46-4a32-82a7-27d2568e9f73,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Horizon Hospice West,horizon-hospice-west,https://app.seniorplace.com/communities/show/c06e7061-d3fe-4cab-8b71-0d892c55b6f9,https://app.seniorplace.com/communities/show/c06e7061-d3fe-4cab-8b71-0d892c55b6f9,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Hospice Visions,hospice-visions,https://app.seniorplace.com/communities/show/dbf4028e-5579-4d84-8530-680490ffee81,https://app.seniorplace.com/communities/show/dbf4028e-5579-4d84-8530-680490ffee81,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Icare Hospice,icare-hospice,https://app.seniorplace.com/communities/show/dcf602e1-6ae6-42cc-8cb8-3f68d8bc09f3,https://app.seniorplace.com/communities/show/dcf602e1-6ae6-42cc-8cb8-3f68d8bc09f3,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Idaho Home Health Hospice,idaho-home-health-hospice,https://app.seniorplace.com/communities/show/165a2aca-9218-4531-a6b5-c8f427417113,https://app.seniorplace.com/communities/show/165a2aca-9218-4531-a6b5-c8f427417113,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,If Hospice Opco,if-hospice-opco,https://app.seniorplace.com/communities/show/5e90d992-b1d2-48ea-9996-f8cd35e5515e,https://app.seniorplace.com/communities/show/5e90d992-b1d2-48ea-9996-f8cd35e5515e,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,In Tune Home Health,in-tune-home-health,https://app.seniorplace.com/communities/show/45da49bb-c6d9-472c-b277-4b5b8c36d55c,https://app.seniorplace.com/communities/show/45da49bb-c6d9-472c-b277-4b5b8c36d55c,,"Assisted Living Home, Home Care",SENIORLY_CARE_TYPES_UPDATED.csv
,Independence Home Care,independence-home-care,https://app.seniorplace.com/communities/show/af6431d6-7be5-4d4a-8e84-0fd5c1b40e3b,https://app.seniorplace.com/communities/show/af6431d6-7be5-4d4a-8e84-0fd5c1b40e3b,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Inspiration Hospice,inspiration-hospice,https://app.seniorplace.com/communities/show/4c0ac5e9-dd0b-46dc-a6a4-7f35533a2d3c,https://app.seniorplace.com/communities/show/4c0ac5e9-dd0b-46dc-a6a4-7f35533a2d3c,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Integrity Hospice,integrity-hospice,https://app.seniorplace.com/communities/show/81c8f036-2617-4508-9d61-792554058957,https://app.seniorplace.com/communities/show/81c8f036-2617-4508-9d61-792554058957,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
,Intermountain Home Care Of Cassia,intermountain-home-care-of-cassia,https://app.seniorplace.com/communities/show/45842fe9-5edd-4e3a-bbad-e70216a4c516,https://app.seniorplace.com/communities/show/45842fe9-5edd-4e3a-bbad-e70216a4c516,,Home Care,SENIORLY_CARE_TYPES_UPDATED.csv
