wp_id,title,address,seniorly_url,city,state
6857,Amandas Care Home,"8647 East Pampa Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/amanda-s-care-home,,
6865,Amber Assisted Living,"1438 East Hatcher Road, Phoenix, Az 85020",https://www.seniorly.com/assisted-living/arizona/phoenix/amber-assisted-living-home,,
6867,Amber Lights,"6231 North Montebella Road, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/amber-lights,,
6869,Ambiance Al,"2101 East Everett Drive, Phoenix, Az 85022",https://www.seniorly.com/assisted-living/arizona/phoenix/ambiance-al,,
6871,Ambience Care Home,"8941 West Seldon Lane, Peoria, Az 85345",https://www.seniorly.com/assisted-living/arizona/peoria/ambience-care-home-peoria,,
6872,Ambience Care Home 2,"9022 West Alice Avenue, Peoria, Az 85345",https://www.seniorly.com/assisted-living/arizona/peoria/ambience-care-home-2,,
6875,American Dream Home,"702 East Orangewood Avenue, Phoenix, Az 85020",https://www.seniorly.com/assisted-living/arizona/phoenix/american-dream-home,,207
6887,Anas Haven At Cedar,"143 West Cedar Drive, Chandler, Az 85248",https://www.seniorly.com/assisted-living/arizona/chandler/ana-s-haven-at-cedar,,
6891,Angel Care Home,"2231 North 38Th Street, Phoenix, Az 85008",https://www.seniorly.com/assisted-living/arizona/phoenix/angel-care-home,,
6895,Angels Adult Group Home,"15462 South 47Th Place, Phoenix, Az 85044",https://www.seniorly.com/assisted-living/arizona/phoenix/angel-s-adult-group-home-llc,,
6903,Angels Assisted Living,"4496 East La Costa Drive, Chandler, Az 85249",https://www.seniorly.com/assisted-living/arizona/chandler/angels-assisted-living-home,,
6918,Apollo Residential Assisted Living,"4719 West Harmont Drive, Glendale, Az 85302",https://www.seniorly.com/assisted-living/arizona/glendale/apollo-residential-assisted-living,,
6923,Arcadia Assisted Care,"4912 North 45Th Place, Phoenix, Az 85018",https://www.seniorly.com/assisted-living/arizona/phoenix/arcadia-assisted-care,,
6926,Arcadia Grove Assisted Living,"4248 East Lewis Avenue, Phoenix, Az 85008",https://www.seniorly.com/assisted-living/arizona/phoenix/arcadia-grove-assisted-living-home,,
6928,Arcadia Woods Assisted Living,"4654 East Holly Street, Phoenix, Az 85008",https://www.seniorly.com/assisted-living/arizona/phoenix/arcadia-woods-assisted-living,,
6930,Archangel Assisted Living,"932 South Brentwood Place, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/archangel-assisted-living-inc,,
6945,Arizona Desert Falls,"2802 East Juniper Avenue, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/arizona-desert-falls,,
6946,Arizona Elderly Care Alh,"7848 North 4Th Place, Phoenix, Az 85020",https://www.seniorly.com/assisted-living/arizona/phoenix/arizona-elderly-care-alh,,
6948,Arizona Pioneers Home,"300 South Mccormick Street, Prescott, Az 86303",https://www.seniorly.com/assisted-living/arizona/prescott/arizona-pioneers-home,,
6949,Arizona Premier Adult Care Ii,"9716 East Pampa Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/arizona-premier-adult-care-ii-llc,,
6951,Arizona Royal Care Home,"9823 East Jenan Drive, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/arizona-royal-care-home-llc,,
6956,Arizona Sunset Assisted Living,"35605 North Moyes Road, Queen Creek, Az 85142",https://www.seniorly.com/assisted-living/arizona/queen-creek/arizona-sunset-assisted-living,,
6961,Ark Of Angel Assisted Living,"3841 East Isabella Avenue, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/ark-of-angel-assisted-living,,
6962,Ark Of Life Memory Care,"4341 West Shaw Butte Drive, Glendale, Az 85304",https://www.seniorly.com/assisted-living/arizona/glendale/ark-of-life-memory-care,,
6965,Armada Care Homes,"10038 East Glencove Circle, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/armada-care-homes-mesa,,
6966,Arrowhead Senior Living,"7886 West Piute Avenue, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/arrowhead-senior-living,,
6977,Ashbrook Home Care,"910 South Ashbrook, Mesa, Az 85204",https://www.seniorly.com/assisted-living/arizona/mesa/ashbrook-home-care,,
6978,Ashlee Care,"4902 West Beverly Lane, Glendale, Az 85306",https://www.seniorly.com/assisted-living/arizona/glendale/ashlee-care,,
6979,Ashton Gardens Assisted Living,"4525 East Decatur Street, Mesa, Az 85205",https://www.seniorly.com/assisted-living/arizona/mesa/ashton-gardens-assisted-living-llc,,
6988,Assisted Living At Mountain Vista,"12823 North 65Th Place, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/assisted-living-at-mountain-vista,,
6993,Assisted Living Of Mesa,"949 North Stapley Drive, Mesa, Az 85203",https://www.seniorly.com/assisted-living/arizona/mesa/assisted-living-of-mesa,,
6998,Asterion Acres,"7008 North Asterion Lane, Tucson, Az 85741",https://www.seniorly.com/assisted-living/arizona/tucson/asterion-acres-llc,,
7011,Atria Campana Del Rio,"1550 East River Road, Tucson, Az 85718",https://www.seniorly.com/assisted-living/arizona/tucson/atria-campana-del-rio,,
7013,Atria Park Of Sierra Pointe,"14500 North Frank Lloyd Wright Boulevard, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/atria-park-of-sierra-pointe,,
7024,Avana Assisted Living,"44 West Knight Lane, Tempe, Az 85284",https://www.seniorly.com/assisted-living/arizona/tempe/avana-assisted-living,,
7033,Avista Senior Living North Mountain,"350 East Eva Street, Phoenix, Az 85020",https://www.seniorly.com/assisted-living/arizona/phoenix/avista-senior-living-north-mountain,,
7049,Azalea Assisted Living,"3281 East Azalea Drive, Gilbert, Az 85298",https://www.seniorly.com/assisted-living/arizona/gilbert/azalea-assisted-living,,
7054,Azure Care Home,"1955 North Oneida Drive, Tucson, Az 85715",https://www.seniorly.com/assisted-living/arizona/tucson/azure-care-home-llc,,
7055,B H Adult Care Home,"7623 South Kenwood Lane, Tempe, Az 85284",https://www.seniorly.com/assisted-living/arizona/tempe/b-h-adult-care-home,,
7056,B And H Adult Care Home,"1884 East Greenway Drive, Tempe, Az 85282",https://www.seniorly.com/assisted-living/arizona/tempe/b-and-h-adult-care-home,,
7060,Baraka At Rosegardens Ii Assisted Living,"10702 East Nido Avenue, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/baraka-at-rosegardens-ii-assisted-living,,
7070,Beehive Homes Of Gilbert,"4423 East Guadalupe Road, Gilbert, Az 85234",https://www.seniorly.com/assisted-living/arizona/gilbert/beehive-homes-of-gilbert,,
7071,Beehive Homes Of Marana,"6180 West Mamie Kai Drive, Tucson, Az 85743",https://www.seniorly.com/assisted-living/arizona/tucson/beehive-homes-of-marana,,
7076,Bella Amore Assisted Living,"3530 West Wood Drive, Phoenix, Az 85029",https://www.seniorly.com/assisted-living/arizona/phoenix/bella-amore-assisted-living,,
7077,Bella Vista Assisted Living,"7244 East Fairview Avenue, Mesa, Az 85208",https://www.seniorly.com/assisted-living/arizona/mesa/bella-vista-assisted-living-home-llc,,
7078,Bella Vista Senior Living,"1825 West Emelita Avenue, Mesa, Az 85202",https://www.seniorly.com/assisted-living/arizona/mesa/bella-vista-senior-living,,
7094,Best Care Home Of Moon Valley,"52 West Moon Valley Drive, Phoenix, Az 85023",https://www.seniorly.com/assisted-living/arizona/phoenix/best-care-home-of-moon-valley,,
7095,Best Care Home Of Moon Valley,"44 West Moon Valley Drive, Phoenix, Az 85023",https://www.seniorly.com/assisted-living/arizona/phoenix/best-care-home-of-moon-valley-llc-phoenix,,
7099,Best Of Europe Adult Home Care,"1632 East Coconino Street, Cottonwood, Az 86326",https://www.seniorly.com/assisted-living/arizona/cottonwood/best-of-europe-adult-home-care-llc,,
7101,Betania Care Home,"5001 South Cassia Way, Tucson, Az 85706",https://www.seniorly.com/assisted-living/arizona/tucson/betania-care-home,,
7105,Better Life Assisted Living,"4086 South Birch Street, Chandler, Az 85249",https://www.seniorly.com/assisted-living/arizona/chandler/better-life-assisted-living-llc,,
7106,Better Living Carehome,"9321 East Carmel Avenue, Mesa, Az 85208",https://www.seniorly.com/assisted-living/arizona/mesa/better-living-carehome-llc,,
7109,Better Senior Carehome,"1151 West 20Th Avenue, Apache Junction, Az 85120",https://www.seniorly.com/assisted-living/arizona/apache-junction/better-senior-carehome-llc,,
7113,Biltmore Assisted Living,"5100 North 24Th Street, Phoenix, Az 85016",https://www.seniorly.com/assisted-living/arizona/phoenix/biltmore-assisted-living-llc,,
7114,Biltmore Care Home,"3532 East Camelback Road, Phoenix, Az 85018",https://www.seniorly.com/assisted-living/arizona/phoenix/biltmore-care-home-llc,,
7115,Blessed Assisted Living,"10714 East Nido Avenue, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/blessed-assisted-living-home,,
7117,Blissful Assisted Living,"8222 West Tonto Lane, Peoria, Az 85382",https://www.seniorly.com/assisted-living/arizona/peoria/blissful-assisted-living-llc,,
7118,Blissful Living Home,"20706 North 74Th Lane, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/blissful-living-home,,
7120,Blooming Meadows,"2432 West Portobello Avenue, Mesa, Az 85202",https://www.seniorly.com/assisted-living/arizona/mesa/blooming-meadows,,
7124,Blue Lakes Assisted Living,"9815 North 96Th Place, Scottsdale, Az 85258",https://www.seniorly.com/assisted-living/arizona/scottsdale/blue-lakes-assisted-living,,
7129,Blue Sky Manor,"1510 West 5Th Place, Mesa, Az 85201",https://www.seniorly.com/assisted-living/arizona/mesa/blue-sky-manor-mesa,,
7131,Boswell Assisted Living,"14421 North Boswell Boulevard, Sun City, Az 85351",https://www.seniorly.com/assisted-living/arizona/sun-city/boswell-assisted-living,,
7140,Bright Valley Grouphome,"9452 East Jacob Avenue, Mesa, Az 85209",https://www.seniorly.com/assisted-living/arizona/mesa/bright-valley-grouphome-llc,,
7143,Broadway Mesa Village,"7231 East Broadway Road, Mesa, Az 85208",https://www.seniorly.com/assisted-living/arizona/mesa/broadway-mesa-village,,
7145,Brookdale Apache Junction,"2080 South Ironwood Drive, Apache Junction, Az 85120",https://www.seniorly.com/assisted-living/arizona/apache-junction/brookdale-apache-junction,,
7146,Brookdale Arrowhead Ranch,"5861 West Beverly Lane, Glendale, Az 85306",https://www.seniorly.com/assisted-living/arizona/glendale/brookdale-arrowhead-ranch,,
7147,Brookdale Baywood,"310 South 63Rd Street, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/brookdale-baywood,,
7149,Brookdale Central Chandler,"1919 West Carla Vista Drive, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/brookdale-central-chandler,,
7150,Brookdale Central Paradise Valley,"13240 North Tatum Boulevard, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/brookdale-central-paradise-valley,,
7151,Brookdale Chandler Ray Road,"2800 West Ray Road, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/brookdale-chandler-ray-road,,
7152,Brookdale Chandler Regional,"750 South Pennington Drive, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/brookdale-chandler-regional,,
7153,Brookdale Desert Ridge,"4050 East Bluefield Avenue, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/brookdale-desert-ridge,,
7154,Brookdale East Arbor,"6060 East Arbor Avenue, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/brookdale-east-arbor,,
7156,Brookdale East Tucson,"8468 East Speedway Boulevard, Tucson, Az 85710",https://www.seniorly.com/assisted-living/arizona/tucson/brookdale-east-tucson,,
7157,Brookdale Flagstaff,"2100 South Woodlands Village Boulevard, Flagstaff, Az 86001",https://www.seniorly.com/assisted-living/arizona/flagstaff/brookdale-flagstaff,,
7160,Brookdale North Mesa,"2122 East Brown Road, Mesa, Az 85213",https://www.seniorly.com/assisted-living/arizona/mesa/brookdale-north-mesa,,
7161,Brookdale North Scottsdale,"15436 North 64Th Street, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/brookdale-north-scottsdale,,
7162,Brookdale North Tucson,"2650 West Ina Road, Tucson, Az 85741",https://www.seniorly.com/assisted-living/arizona/tucson/brookdale-north-tucson,,
7164,Brookdale Peoria,"8989 West Greenbrian Drive, Peoria, Az 85382",https://www.seniorly.com/assisted-living/arizona/peoria/brookdale-peoria,,
7166,Brookdale Springs Mesa,"6220 East Broadway Road, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/brookdale-springs-mesa,,
7177,Cactus Star 1 Assisted Living,"4422 East Sharon Drive, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/cactus-star-1-assisted-living-home,,
7180,Cadence Chandler,"100 West Queen Creek Road, Chandler, Az 85248",https://www.seniorly.com/assisted-living/arizona/chandler/cadence-chandler,,
7181,Caissa Assisted Living,"2567 East Donato Drive, Gilbert, Az 85298",https://www.seniorly.com/assisted-living/arizona/gilbert/caissa-assisted-living-home-inc-gilbert,,
7183,Caissa Assisted Living,"2049 East Claxton Avenue, Gilbert, Az 85297",https://www.seniorly.com/assisted-living/arizona/gilbert/caissa-assisted-living-home,,
7185,Caliche Senior Living,"1640 North Peart Road, Casa Grande, Az 85122",https://www.seniorly.com/assisted-living/arizona/casa-grande/caliche-senior-living,,
7188,Callinis Assisted Living,"8139 East Cholla Street, Scottsdale, Az 85260",https://www.seniorly.com/assisted-living/arizona/scottsdale/callini-s-assisted-living,,
7194,Canyon Creek Assisted Living Memory Care,"369 East Canyon Creek Drive, Gilbert, Az 85295",https://www.seniorly.com/assisted-living/arizona/gilbert/canyon-creek-assisted-living-memory-care,,
7195,Canyon Valley Memory Care Residence,"2985 South Camino Del Sol, Green Valley, Az 85622",https://www.seniorly.com/assisted-living/arizona/green-valley/canyon-valley-memory-care-residence,,
7196,Canyon View By Platinum Care Homes,"1331 East Sobre Lomas, Tucson, Az 85718",https://www.seniorly.com/assisted-living/arizona/tucson/canyon-view-adult-care-home,,
7207,Carefree Assisted Living Center,"22 South 7Th Street, Cottonwood, Az 86326",https://www.seniorly.com/assisted-living/arizona/cottonwood/carefree-assisted-living-center,,
7209,Carefree Manor Assisted Living,"7886 East Breathless Drive, Carefree, Az 85377",https://www.seniorly.com/assisted-living/arizona/carefree/carefree-manor-assisted-living-llc,,
7220,Caring Hands Comfort Assisted Living,"5527 East Hawthorne Street, Tucson, Az 85711",https://www.seniorly.com/assisted-living/arizona/tucson/caring-hands-comfort-assisted-living-home-llc,,
7229,Casa Buena Assisted Living,"2391 West Thompson Way, Chandler, Az 85286",https://www.seniorly.com/assisted-living/arizona/chandler/casa-buena-assisted-living,,
7234,Casa De Los Abuelos Dos,"2015 West Ina Road, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/casa-de-los-abuelos-dos-llc,,
7236,Casa De Vida Living,"7036 West Parkway Drive, Phoenix, Az 85043",https://www.seniorly.com/assisted-living/arizona/phoenix/casa-de-vida-living,,
7237,Casa De Vida Living,"6713 North 41St Drive, Phoenix, Az 85019",https://www.seniorly.com/assisted-living/arizona/phoenix/casa-de-vida-living-phoenix,,
7241,Casa Theresita Iii,"5209 South 11Th Avenue, Tucson, Az 85706",https://www.seniorly.com/assisted-living/arizona/tucson/casa-theresita-iii,,
7242,Casas Adobes Assisted Living,"1551 West San Annetta Drive, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/casas-adobes-assisted-living,,
7243,Casas Chapala,"1521 West Chapala Drive, Tucson, Az 85704",https://www.seniorly.com/assisted-living/arizona/tucson/casas-chapala,,
7244,Cascades Of Tucson,"201 North Jessica Avenue, Tucson, Az 85710",https://www.seniorly.com/assisted-living/arizona/tucson/cascades-of-tucson,,
7249,Caveo Assisted Living,"8160 East Mcdowell Road, Mesa, Az 85207",https://www.seniorly.com/assisted-living/arizona/mesa/caveo-assisted-living,,
7256,Cedar Pastures,"607 North Bullmoose Drive, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/cedar-pastures,,
7257,Central Assisted Living,"25914 North Central Avenue, Phoenix, Az 85085",https://www.seniorly.com/assisted-living/arizona/phoenix/central-assisted-living,,
7258,Central Scottsdale Assisted Living,"10571 North 96Th Place, Scottsdale, Az 85258",https://www.seniorly.com/assisted-living/arizona/scottsdale/central-scottsdale-assisted-living-llc,,
7260,Cesca Adult Care Home,"12034 North 46Th Lane, Glendale, Az 85304",https://www.seniorly.com/assisted-living/arizona/glendale/cesca-adult-care-home,,
7266,Charles Residential Care,"15813 West Monroe Street, Goodyear, Az 85338",https://www.seniorly.com/assisted-living/arizona/goodyear/charles-residential-care,,
7275,Christian Care Assisted Living,"11818 North 19Th Avenue, Phoenix, Az 85029",https://www.seniorly.com/assisted-living/arizona/phoenix/christian-care-assisted-living-inc,,
7276,Christian Care Manor Ii,"11802 North 19Th Avenue, Phoenix, Az 85029",https://www.seniorly.com/assisted-living/arizona/phoenix/christian-care-manor-ii-inc,,
7290,Citrus Manor,"1816 East Brown Road, Mesa, Az 85203",https://www.seniorly.com/assisted-living/arizona/mesa/citrus-manor,,
7293,Clarendale Arcadia,"3233 East Camelback Road, Phoenix, Az 85018",https://www.seniorly.com/assisted-living/arizona/phoenix/clarendale-arcadia-residential-senior-living,,
7294,Clarendale Of Chandler,"5900 South Gilbert Road, Chandler, Az 85249",https://www.seniorly.com/assisted-living/arizona/chandler/clarendale-of-chandler,,
7308,Comfort Assisted Living,"9003 West Charleston Avenue, Peoria, Az 85382",https://www.seniorly.com/assisted-living/arizona/peoria/comfort-assisted-living-home-llc,,
7321,Compassionate Manor Assisted Living,"5420 East Karen Drive, Scottsdale, Az 85254",https://www.seniorly.com/assisted-living/arizona/scottsdale/compassionate-manor-assisted-living,,
7325,Constant Care Assisted Living North Central,"5247 North 6Th Street, Phoenix, Az 85012",https://www.seniorly.com/assisted-living/arizona/phoenix/constant-care-assisted-living-north-central,,
7328,Coolidge Legacy At Scottsdale,"7556 East Coolidge Street, Scottsdale, Az 85251",https://www.seniorly.com/assisted-living/arizona/scottsdale/coolidge-legacy-at-scottsdale,,
7330,Copper Sky Assisted Living,"1580 East Valerie Street, Casa Grande, Az 85122",https://www.seniorly.com/assisted-living/arizona/casa-grande/copper-sky-assisted-living,,
7332,Copper Village Assisted Living,"5037 East Broadway Road, Mesa, Az 85206",https://www.seniorly.com/assisted-living/arizona/mesa/copper-village-assisted-living,,
7334,Corine Assisted Living,"3433 West Corrine Drive, Phoenix, Az 85029",https://www.seniorly.com/assisted-living/arizona/phoenix/corine-assisted-living,,
7340,Corrine Assisted Living,"2501 West Corrine Drive, Phoenix, Az 85029",https://www.seniorly.com/assisted-living/arizona/phoenix/corrine-assisted-living,,
7341,Cottonwood Village,"201 East Mingus Avenue, Cottonwood, Az 86326",https://www.seniorly.com/assisted-living/arizona/cottonwood/cottonwood-village,,
7346,Country Oaks,"544 West Nido Avenue, Mesa, Az 85210",https://www.seniorly.com/assisted-living/arizona/mesa/country-oaks-llc,,
7348,Countryside Senior Living,"22773 East Ocotillo Road, Queen Creek, Az 85142",https://www.seniorly.com/assisted-living/arizona/queen-creek/countryside-senior-living-queen-creek,,
7362,Crystal Joy Care Home,"6088 North 85Th Avenue, Glendale, Az 85305",https://www.seniorly.com/assisted-living/arizona/glendale/crystal-joy-care-home,,
7367,D Vintage Place Assisted Living,"1611 West Boise Place, Chandler, Az 85224",https://www.seniorly.com/assisted-living/arizona/chandler/d-vintage-place-assisted-living-home,,
7368,Darcy Manor Assisted Living,"3191 West Genoa Way, Chandler, Az 85226",https://www.seniorly.com/assisted-living/arizona/chandler/d-arcy-manor-assisted-living-home-llc,,
7372,Danielas Assisted Living,"20830 North 39Th Drive, Glendale, Az 85308",https://www.seniorly.com/assisted-living/arizona/glendale/daniela-s-assisted-living,,
7373,Daniellas Loving Care Home,"12210 North 62Nd Drive, Glendale, Az 85304",https://www.seniorly.com/assisted-living/arizona/glendale/daniella-s-loving-care-home,,
7375,Danilas Assisted Living,"4215 East Wescott Drive, Phoenix, Az 85050",https://www.seniorly.com/assisted-living/arizona/phoenix/danila-s-assisted-living,,
7392,Desert Comfort Assisted Living,"15873 North 18Th Street, Phoenix, Az 85022",https://www.seniorly.com/assisted-living/arizona/phoenix/desert-comfort-assisted-living-home,,
7393,Desert Cove Assisted Living,"10405 East Desert Cove Avenue, Scottsdale, Az 85259",https://www.seniorly.com/assisted-living/arizona/scottsdale/desert-cove-assisted-living,,
7395,Desert Dreams Adult Care Home,"2621 North Bahana Drive, Tucson, Az 85715",https://www.seniorly.com/assisted-living/arizona/tucson/desert-dreams-adult-care-home-llc,,
7396,Desert Garden Assisted Living Ii,"4305 East Briarwood Terrace, Phoenix, Az 85048",https://www.seniorly.com/assisted-living/arizona/phoenix/desert-garden-assisted-living-ii,,
7397,Desert Garden Assisted Living,"16414 South 43Rd Street, Phoenix, Az 85048",https://www.seniorly.com/assisted-living/arizona/phoenix/desert-garden-assisted-living-inc,,
7398,Desert Garden Homecare,"7331 East Posada Avenue, Mesa, Az 85212",https://www.seniorly.com/assisted-living/arizona/mesa/desert-garden-homecare,,
7403,Desert Haven Home Care,"4123 North 21St Street, Phoenix, Az 85016",https://www.seniorly.com/assisted-living/arizona/phoenix/desert-haven-home-care,,
7406,Desert Home Assisted Living,"5940 East 5Th Street, Tucson, Az 85711",https://www.seniorly.com/assisted-living/arizona/tucson/desert-home-assisted-living-llc,,
7412,Desert Oasis At Countryside Estates Assisted Living,"2221 East Horseshoe Place, Chandler, Az 85249",https://www.seniorly.com/assisted-living/arizona/chandler/desert-oasis-at-countryside-estates-assisted-living,,
7425,Desert Pond Assisted Living,"6361 West Post Road, Chandler, Az 85226",https://www.seniorly.com/assisted-living/arizona/chandler/desert-pond-assisted-living,,
7426,Desert Ranch Assisted Living,"11055 East Grove Street, Mesa, Az 85208",https://www.seniorly.com/assisted-living/arizona/mesa/desert-ranch-assisted-living-home-llc,,
7431,Desert Sierra Assisted Living,"3132 East Acoma Drive, Phoenix, Az 85032",https://www.seniorly.com/assisted-living/arizona/phoenix/desert-sierra-assisted-living,,
7436,Desert Stream Assisted Living 3,"1341 North Lakeshore Drive, Chandler, Az 85226",https://www.seniorly.com/assisted-living/arizona/chandler/desert-stream-assisted-living-home-3,,
7438,Desert Willow Assisted Living,"5006 East Justica Street, Cave Creek, Az 85331",https://www.seniorly.com/assisted-living/arizona/cave-creek/desert-willow-assisted-living,,
7440,Desert Winds Assisted Living,"20545 North Lake Pleasant Road, Peoria, Az 85382",https://www.seniorly.com/assisted-living/arizona/peoria/desert-winds-assisted-living,,
7451,Devon Gables Rehabilitation Center,"6150 East Grant Road, Tucson, Az 85712",https://www.seniorly.com/assisted-living/arizona/tucson/devon-gables-rehabilitation-center-llc,,
