ID,Title,seniorplace_url,seniorly_url,seniorplace_types,normalized_types
6956,Arizona Sunset Assisted Living,,https://www.seniorly.com/assisted-living/arizona/queen-creek/arizona-sunset-assisted-living,Assisted Living Home,Assisted Living Home
6961,Ark Of Angel Assisted Living,,https://www.seniorly.com/assisted-living/arizona/mesa/ark-of-angel-assisted-living,"Assisted Living Home, Board And Care Home",Assisted Living Home
6962,Ark Of Life Memory Care,,https://www.seniorly.com/assisted-living/arizona/glendale/ark-of-life-memory-care,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
6965,Armada Care Homes,https://app.seniorplace.com/communities/show/77dece73-4254-409d-9c77-a0907cb7cff8,https://www.seniorly.com/assisted-living/arizona/mesa/armada-care-homes-mesa,Assisted Living Home,Assisted Living Home
6966,Arrowhead Senior Living,,https://www.seniorly.com/assisted-living/arizona/glendale/arrowhead-senior-living,"Assisted Living Home, Board And Care Home",Assisted Living Home
6968,Arrowhead Senior Living Ii,,https://www.seniorly.com/assisted-living/arizona/glendale/arrowhead-senior-living-ii,"Assisted Living Home, Board And Care Home",Assisted Living Home
6977,Ashbrook Home Care,,https://www.seniorly.com/assisted-living/arizona/mesa/ashbrook-home-care,Assisted Living Home,Assisted Living Home
6978,Ashlee Care,,https://www.seniorly.com/assisted-living/arizona/glendale/ashlee-care,"Assisted Living Home, Board And Care Home",Assisted Living Home
6979,Ashton Gardens Assisted Living,,https://www.seniorly.com/assisted-living/arizona/mesa/ashton-gardens-assisted-living-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
6988,Assisted Living At Mountain Vista,,https://www.seniorly.com/assisted-living/arizona/scottsdale/assisted-living-at-mountain-vista,"Assisted Living Home, Board And Care Home",Assisted Living Home
6993,Assisted Living Of Mesa,,https://www.seniorly.com/assisted-living/arizona/mesa/assisted-living-of-mesa,"Assisted Living Home, Board And Care Home",Assisted Living Home
6998,Asterion Acres,https://app.seniorplace.com/communities/show/1bbe84ad-613e-436c-9281-e820ca816acc,https://www.seniorly.com/assisted-living/arizona/tucson/asterion-acres-llc,Assisted Living Home,Assisted Living Home
7011,Atria Campana Del Rio,,https://www.seniorly.com/assisted-living/arizona/tucson/atria-campana-del-rio,"Assisted Living Home, Independent Living, Memory Care","Assisted Living Home, Independent Living, Memory Care"
7013,Atria Park Of Sierra Pointe,,https://www.seniorly.com/assisted-living/arizona/scottsdale/atria-park-of-sierra-pointe,"Assisted Living Home, Independent Living","Assisted Living Home, Independent Living"
7024,Avana Assisted Living,,https://www.seniorly.com/assisted-living/arizona/tempe/avana-assisted-living,Assisted Living Home,Assisted Living Home
7029,Avista Senior Living Apache Junction,,https://www.seniorly.com/assisted-living/arizona/apache-junction/avista-senior-living-apache-junction,"Assisted Living Home, Independent Living, Memory Care","Assisted Living Home, Independent Living, Memory Care"
7033,Avista Senior Living North Mountain,,https://www.seniorly.com/assisted-living/arizona/phoenix/avista-senior-living-north-mountain,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7049,Azalea Assisted Living,,https://www.seniorly.com/assisted-living/arizona/gilbert/azalea-assisted-living,Assisted Living Home,Assisted Living Home
7054,Azure Care Home,,https://www.seniorly.com/assisted-living/arizona/tucson/azure-care-home-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7055,B H Adult Care Home,,https://www.seniorly.com/assisted-living/arizona/tempe/b-h-adult-care-home,"Assisted Living Home, Board And Care Home",Assisted Living Home
7056,B And H Adult Care Home,,https://www.seniorly.com/assisted-living/arizona/tempe/b-and-h-adult-care-home,"Assisted Living Home, Board And Care Home",Assisted Living Home
7060,Baraka At Rosegardens Ii Assisted Living,,https://www.seniorly.com/assisted-living/arizona/mesa/baraka-at-rosegardens-ii-assisted-living,Assisted Living Home,Assisted Living Home
7070,Beehive Homes Of Gilbert,,https://www.seniorly.com/assisted-living/arizona/gilbert/beehive-homes-of-gilbert,Assisted Living Home,Assisted Living Home
7071,Beehive Homes Of Marana,,https://www.seniorly.com/assisted-living/arizona/tucson/beehive-homes-of-marana,"Assisted Living Home, Board And Care Home",Assisted Living Home
7076,Bella Amore Assisted Living,,https://www.seniorly.com/assisted-living/arizona/phoenix/bella-amore-assisted-living,Assisted Living Home,Assisted Living Home
7077,Bella Vista Assisted Living,,https://www.seniorly.com/assisted-living/arizona/mesa/bella-vista-assisted-living-home-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7078,Bella Vista Senior Living,,https://www.seniorly.com/assisted-living/arizona/mesa/bella-vista-senior-living,"Assisted Living Home, Independent Living","Assisted Living Home, Independent Living"
7094,Best Care Home Of Moon Valley,,https://www.seniorly.com/assisted-living/arizona/phoenix/best-care-home-of-moon-valley,Assisted Living Home,Assisted Living Home
7095,Best Care Home Of Moon Valley,,https://www.seniorly.com/assisted-living/arizona/phoenix/best-care-home-of-moon-valley-llc-phoenix,Assisted Living Home,Assisted Living Home
7099,Best Of Europe Adult Home Care,,https://www.seniorly.com/assisted-living/arizona/cottonwood/best-of-europe-adult-home-care-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7101,Betania Care Home,,https://www.seniorly.com/assisted-living/arizona/tucson/betania-care-home,"Assisted Living Home, Board And Care Home",Assisted Living Home
7105,Better Life Assisted Living,,https://www.seniorly.com/assisted-living/arizona/chandler/better-life-assisted-living-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7106,Better Living Carehome,,https://www.seniorly.com/assisted-living/arizona/mesa/better-living-carehome-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7109,Better Senior Carehome,,https://www.seniorly.com/assisted-living/arizona/apache-junction/better-senior-carehome-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7113,Biltmore Assisted Living,,https://www.seniorly.com/assisted-living/arizona/phoenix/biltmore-assisted-living-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7114,Biltmore Care Home,,https://www.seniorly.com/assisted-living/arizona/phoenix/biltmore-care-home-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7115,Blessed Assisted Living,,https://www.seniorly.com/assisted-living/arizona/mesa/blessed-assisted-living-home,Assisted Living Home,Assisted Living Home
7117,Blissful Assisted Living,,https://www.seniorly.com/assisted-living/arizona/peoria/blissful-assisted-living-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7118,Blissful Living Home,,https://www.seniorly.com/assisted-living/arizona/glendale/blissful-living-home,"Assisted Living Home, Board And Care Home",Assisted Living Home
7120,Blooming Meadows,,https://www.seniorly.com/assisted-living/arizona/mesa/blooming-meadows,"Assisted Living Home, Board And Care Home",Assisted Living Home
7124,Blue Lakes Assisted Living,,https://www.seniorly.com/assisted-living/arizona/scottsdale/blue-lakes-assisted-living,Assisted Living Home,Assisted Living Home
7129,Blue Sky Manor,,https://www.seniorly.com/assisted-living/arizona/mesa/blue-sky-manor-mesa,"Assisted Living Home, Board And Care Home",Assisted Living Home
7131,Boswell Assisted Living,,https://www.seniorly.com/assisted-living/arizona/sun-city/boswell-assisted-living,Assisted Living Home,Assisted Living Home
7140,Bright Valley Grouphome,,https://www.seniorly.com/assisted-living/arizona/mesa/bright-valley-grouphome-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7143,Broadway Mesa Village,,https://www.seniorly.com/assisted-living/arizona/mesa/broadway-mesa-village,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7145,Brookdale Apache Junction,,https://www.seniorly.com/assisted-living/arizona/apache-junction/brookdale-apache-junction,"Assisted Living Home, Independent Living","Assisted Living Home, Independent Living"
7146,Brookdale Arrowhead Ranch,,https://www.seniorly.com/assisted-living/arizona/glendale/brookdale-arrowhead-ranch,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7147,Brookdale Baywood,,https://www.seniorly.com/assisted-living/arizona/mesa/brookdale-baywood,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7149,Brookdale Central Chandler,,https://www.seniorly.com/assisted-living/arizona/chandler/brookdale-central-chandler,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7150,Brookdale Central Paradise Valley,,https://www.seniorly.com/assisted-living/arizona/phoenix/brookdale-central-paradise-valley,"Assisted Living Home, Independent Living, Memory Care","Assisted Living Home, Independent Living, Memory Care"
7151,Brookdale Chandler Ray Road,,https://www.seniorly.com/assisted-living/arizona/chandler/brookdale-chandler-ray-road,Assisted Living Home,Assisted Living Home
7152,Brookdale Chandler Regional,,https://www.seniorly.com/assisted-living/arizona/chandler/brookdale-chandler-regional,Assisted Living Home,Assisted Living Home
7153,Brookdale Desert Ridge,,https://www.seniorly.com/assisted-living/arizona/phoenix/brookdale-desert-ridge,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7154,Brookdale East Arbor,,https://www.seniorly.com/assisted-living/arizona/mesa/brookdale-east-arbor,Assisted Living Home,Assisted Living Home
7156,Brookdale East Tucson,,https://www.seniorly.com/assisted-living/arizona/tucson/brookdale-east-tucson,Assisted Living Home,Assisted Living Home
7157,Brookdale Flagstaff,,https://www.seniorly.com/assisted-living/arizona/flagstaff/brookdale-flagstaff,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7160,Brookdale North Mesa,,https://www.seniorly.com/assisted-living/arizona/mesa/brookdale-north-mesa,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7161,Brookdale North Scottsdale,,https://www.seniorly.com/assisted-living/arizona/scottsdale/brookdale-north-scottsdale,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7162,Brookdale North Tucson,,https://www.seniorly.com/assisted-living/arizona/tucson/brookdale-north-tucson,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7164,Brookdale Peoria,,https://www.seniorly.com/assisted-living/arizona/peoria/brookdale-peoria,Assisted Living Home,Assisted Living Home
7166,Brookdale Springs Mesa,,https://www.seniorly.com/assisted-living/arizona/mesa/brookdale-springs-mesa,"Assisted Living Home, Independent Living","Assisted Living Home, Independent Living"
7177,Cactus Star 1 Assisted Living,,https://www.seniorly.com/assisted-living/arizona/phoenix/cactus-star-1-assisted-living-home,Assisted Living Home,Assisted Living Home
7180,Cadence Chandler,,https://www.seniorly.com/assisted-living/arizona/chandler/cadence-chandler,"Assisted Living Home, Independent Living, Memory Care","Assisted Living Home, Independent Living, Memory Care"
7181,Caissa Assisted Living,https://app.seniorplace.com/communities/show/1f34b89c-3246-4353-a07c-98a2285bbf56,https://www.seniorly.com/assisted-living/arizona/gilbert/caissa-assisted-living-home-inc-gilbert,Assisted Living Home,Assisted Living Home
7183,Caissa Assisted Living,https://app.seniorplace.com/communities/show/1f34b89c-3246-4353-a07c-98a2285bbf56,https://www.seniorly.com/assisted-living/arizona/gilbert/caissa-assisted-living-home,Assisted Living Home,Assisted Living Home
7185,Caliche Senior Living,,https://www.seniorly.com/assisted-living/arizona/casa-grande/caliche-senior-living,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7188,Callinis Assisted Living,,https://www.seniorly.com/assisted-living/arizona/scottsdale/callini-s-assisted-living,"Assisted Living Home, Board And Care Home",Assisted Living Home
7194,Canyon Creek Assisted Living Memory Care,,https://www.seniorly.com/assisted-living/arizona/gilbert/canyon-creek-assisted-living-memory-care,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7195,Canyon Valley Memory Care Residence,,https://www.seniorly.com/assisted-living/arizona/green-valley/canyon-valley-memory-care-residence,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7196,Canyon View By Platinum Care Homes,,https://www.seniorly.com/assisted-living/arizona/tucson/canyon-view-adult-care-home,"Assisted Living Home, Board And Care Home",Assisted Living Home
7207,Carefree Assisted Living Center,,https://www.seniorly.com/assisted-living/arizona/cottonwood/carefree-assisted-living-center,"Assisted Living Home, Board And Care Home, Memory Care","Assisted Living Home, Memory Care"
7209,Carefree Manor Assisted Living,,https://www.seniorly.com/assisted-living/arizona/carefree/carefree-manor-assisted-living-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7220,Caring Hands Comfort Assisted Living,,https://www.seniorly.com/assisted-living/arizona/tucson/caring-hands-comfort-assisted-living-home-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7229,Casa Buena Assisted Living,,https://www.seniorly.com/assisted-living/arizona/chandler/casa-buena-assisted-living,Assisted Living Home,Assisted Living Home
7234,Casa De Los Abuelos Dos,,https://www.seniorly.com/assisted-living/arizona/tucson/casa-de-los-abuelos-dos-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7236,Casa De Vida Living,,https://www.seniorly.com/assisted-living/arizona/phoenix/casa-de-vida-living,Assisted Living Home,Assisted Living Home
7237,Casa De Vida Living,,https://www.seniorly.com/assisted-living/arizona/phoenix/casa-de-vida-living-phoenix,Assisted Living Home,Assisted Living Home
7241,Casa Theresita Iii,,https://www.seniorly.com/assisted-living/arizona/tucson/casa-theresita-iii,"Assisted Living Home, Board And Care Home",Assisted Living Home
7242,Casas Adobes Assisted Living,,https://www.seniorly.com/assisted-living/arizona/tucson/casas-adobes-assisted-living,"Assisted Living Home, Independent Living, Memory Care","Assisted Living Home, Independent Living, Memory Care"
7243,Casas Chapala,,https://www.seniorly.com/assisted-living/arizona/tucson/casas-chapala,"Assisted Living Home, Board And Care Home",Assisted Living Home
7244,Cascades Of Tucson,,https://www.seniorly.com/assisted-living/arizona/tucson/cascades-of-tucson,"Assisted Living Home, Independent Living, Memory Care","Assisted Living Home, Independent Living, Memory Care"
7249,Caveo Assisted Living,,https://www.seniorly.com/assisted-living/arizona/mesa/caveo-assisted-living,"Assisted Living Home, Board And Care Home",Assisted Living Home
7256,Cedar Pastures,,https://www.seniorly.com/assisted-living/arizona/chandler/cedar-pastures,"Assisted Living Home, Board And Care Home",Assisted Living Home
7257,Central Assisted Living,,https://www.seniorly.com/assisted-living/arizona/phoenix/central-assisted-living,"Assisted Living Home, Board And Care Home",Assisted Living Home
7258,Central Scottsdale Assisted Living,,https://www.seniorly.com/assisted-living/arizona/scottsdale/central-scottsdale-assisted-living-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7260,Cesca Adult Care Home,,https://www.seniorly.com/assisted-living/arizona/glendale/cesca-adult-care-home,"Assisted Living Home, Board And Care Home",Assisted Living Home
7266,Charles Residential Care,,https://www.seniorly.com/assisted-living/arizona/goodyear/charles-residential-care,Assisted Living Home,Assisted Living Home
7275,Christian Care Assisted Living,,https://www.seniorly.com/assisted-living/arizona/phoenix/christian-care-assisted-living-inc,"Assisted Living Home, Memory Care, Nursing Home","Assisted Living Home, Memory Care, Nursing Home"
7276,Christian Care Manor Ii,,https://www.seniorly.com/assisted-living/arizona/phoenix/christian-care-manor-ii-inc,Assisted Living Home,Assisted Living Home
7290,Citrus Manor,,https://www.seniorly.com/assisted-living/arizona/mesa/citrus-manor,"Assisted Living Home, Board And Care Home",Assisted Living Home
7293,Clarendale Arcadia,,https://www.seniorly.com/assisted-living/arizona/phoenix/clarendale-arcadia-residential-senior-living,"Assisted Living Home, Independent Living, Memory Care","Assisted Living Home, Independent Living, Memory Care"
7294,Clarendale Of Chandler,,https://www.seniorly.com/assisted-living/arizona/chandler/clarendale-of-chandler,"Assisted Living Home, Independent Living, Memory Care","Assisted Living Home, Independent Living, Memory Care"
7308,Comfort Assisted Living,,https://www.seniorly.com/assisted-living/arizona/peoria/comfort-assisted-living-home-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7321,Compassionate Manor Assisted Living,,https://www.seniorly.com/assisted-living/arizona/scottsdale/compassionate-manor-assisted-living,"Assisted Living Home, Memory Care","Assisted Living Home, Memory Care"
7325,Constant Care Assisted Living North Central,,https://www.seniorly.com/assisted-living/arizona/phoenix/constant-care-assisted-living-north-central,"Assisted Living Home, Board And Care Home",Assisted Living Home
7328,Coolidge Legacy At Scottsdale,,https://www.seniorly.com/assisted-living/arizona/scottsdale/coolidge-legacy-at-scottsdale,Assisted Living Home,Assisted Living Home
7330,Copper Sky Assisted Living,,https://www.seniorly.com/assisted-living/arizona/casa-grande/copper-sky-assisted-living,Assisted Living Home,Assisted Living Home
7332,Copper Village Assisted Living,,https://www.seniorly.com/assisted-living/arizona/mesa/copper-village-assisted-living,Assisted Living Home,Assisted Living Home
7334,Corine Assisted Living,,https://www.seniorly.com/assisted-living/arizona/phoenix/corine-assisted-living,Assisted Living Home,Assisted Living Home
7340,Corrine Assisted Living,,https://www.seniorly.com/assisted-living/arizona/phoenix/corrine-assisted-living,"Assisted Living Home, Board And Care Home",Assisted Living Home
7341,Cottonwood Village,,https://www.seniorly.com/assisted-living/arizona/cottonwood/cottonwood-village,"Assisted Living Home, Independent Living, Memory Care","Assisted Living Home, Independent Living, Memory Care"
7346,Country Oaks,,https://www.seniorly.com/assisted-living/arizona/mesa/country-oaks-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7348,Countryside Senior Living,,https://www.seniorly.com/assisted-living/arizona/queen-creek/countryside-senior-living-queen-creek,Assisted Living Home,Assisted Living Home
7349,County Villa,,https://www.seniorly.com/assisted-living/arizona/mesa/county-villa-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7355,Crismon Peaks Assisted Living,https://app.seniorplace.com/communities/show/fe22bf3e-f20d-4c50-b37c-7bb350cf0508,https://www.seniorly.com/assisted-living/arizona/mesa/crismon-peaks-assisted-living-llc,Assisted Living Home,Assisted Living Home
7362,Crystal Joy Care Home,,https://www.seniorly.com/assisted-living/arizona/glendale/crystal-joy-care-home,"Assisted Living Home, Board And Care Home",Assisted Living Home
7367,D Vintage Place Assisted Living,,https://www.seniorly.com/assisted-living/arizona/chandler/d-vintage-place-assisted-living-home,"Assisted Living Home, Board And Care Home",Assisted Living Home
7368,Darcy Manor Assisted Living,,https://www.seniorly.com/assisted-living/arizona/chandler/d-arcy-manor-assisted-living-home-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
7372,Danielas Assisted Living,,https://www.seniorly.com/assisted-living/arizona/glendale/daniela-s-assisted-living,"Assisted Living Home, Board And Care Home",Assisted Living Home
7373,Daniellas Loving Care Home,,https://www.seniorly.com/assisted-living/arizona/glendale/daniella-s-loving-care-home,"Assisted Living Home, Board And Care Home",Assisted Living Home
7375,Danilas Assisted Living,,https://www.seniorly.com/assisted-living/arizona/phoenix/danila-s-assisted-living,"Assisted Living Home, Board And Care Home",Assisted Living Home
7392,Desert Comfort Assisted Living,,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-comfort-assisted-living-home,"Assisted Living Home, Board And Care Home",Assisted Living Home
7393,Desert Cove Assisted Living,https://app.seniorplace.com/communities/show/e260e697-79f9-435e-b9b1-0aff88b8aa0c,https://www.seniorly.com/assisted-living/arizona/scottsdale/desert-cove-assisted-living,Assisted Living Home,Assisted Living Home
7395,Desert Dreams Adult Care Home,,https://www.seniorly.com/assisted-living/arizona/tucson/desert-dreams-adult-care-home-llc,"Assisted Living Home, Board And Care Home",Assisted Living Home
