ID,Title,current_type,website,senior_place_url,matched_url,sp_title,sp_type,action
,05a2d4fe931a77a972c4065bc0c92711,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/cde90335-8ce2-4eba-8c68-b29c407a3b1b,https://app.seniorplace.com/communities/show/cde90335-8ce2-4eba-8c68-b29c407a3b1b,https://app.seniorplace.com/communities/show/cde90335-8ce2-4eba-8c68-b29c407a3b1b,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,eb638635f9c49d5e87cde8a5700c126d,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/eda3e743-5df0-4bcb-b4e4-ee19df5f6412,https://app.seniorplace.com/communities/show/eda3e743-5df0-4bcb-b4e4-ee19df5f6412,https://app.seniorplace.com/communities/show/eda3e743-5df0-4bcb-b4e4-ee19df5f6412,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,3dc36e6664dc10e49add5a50d521171c,a:1:{i:0;i:1;},https://app.seniorplace.com/communities/show/fe758b95-1762-4ee7-860a-3e39d8c2e31b,https://app.seniorplace.com/communities/show/fe758b95-1762-4ee7-860a-3e39d8c2e31b,https://app.seniorplace.com/communities/show/fe758b95-1762-4ee7-860a-3e39d8c2e31b,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,a111d7b8b0c332a1ec9096ca4f2c0af5,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/dfc62f5b-99dc-4f54-a490-2c172c886c31,https://app.seniorplace.com/communities/show/dfc62f5b-99dc-4f54-a490-2c172c886c31,https://app.seniorplace.com/communities/show/dfc62f5b-99dc-4f54-a490-2c172c886c31,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/79b9e3ea-dd46-4a96-8c40-d56b5537a541,https://app.seniorplace.com/communities/show/79b9e3ea-dd46-4a96-8c40-d56b5537a541,https://app.seniorplace.com/communities/show/79b9e3ea-dd46-4a96-8c40-d56b5537a541,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/a9b0bcff-6667-42e4-b2bc-f5ce776a6598,https://app.seniorplace.com/communities/show/a9b0bcff-6667-42e4-b2bc-f5ce776a6598,https://app.seniorplace.com/communities/show/a9b0bcff-6667-42e4-b2bc-f5ce776a6598,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,1d218d4d68166bc1a8f512dc1fa8a689,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/b916b3de-25b3-4808-99ab-b8ca6dd07cf4,https://app.seniorplace.com/communities/show/b916b3de-25b3-4808-99ab-b8ca6dd07cf4,https://app.seniorplace.com/communities/show/b916b3de-25b3-4808-99ab-b8ca6dd07cf4,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,f2013048-ac18-4b18-9523-dac72533c7ea,a:1:{i:0;i:1;},https://app.seniorplace.com/communities/show/c3ed2b0e-5eb0-4f94-be7a-f42b727fd49c,https://app.seniorplace.com/communities/show/c3ed2b0e-5eb0-4f94-be7a-f42b727fd49c,https://app.seniorplace.com/communities/show/c3ed2b0e-5eb0-4f94-be7a-f42b727fd49c,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,f510c4df-8b54-4e73-a754-87a226059263octet-stream,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/7871b744-81a5-4561-8d1c-6f38223bfd3e,https://app.seniorplace.com/communities/show/7871b744-81a5-4561-8d1c-6f38223bfd3e,https://app.seniorplace.com/communities/show/7871b744-81a5-4561-8d1c-6f38223bfd3e,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,3c9b85efd2eaa2eb7a8d6cee31c3bdd0,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/62877d0e-ec7c-4345-bdf4-a4c6d13b999d,https://app.seniorplace.com/communities/show/62877d0e-ec7c-4345-bdf4-a4c6d13b999d,https://app.seniorplace.com/communities/show/62877d0e-ec7c-4345-bdf4-a4c6d13b999d,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,30af5b32a4ba6a043b37fe0ef6b44eaa,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/6a1b10c7-8b03-4ffe-b4e4-296c40152ed7,https://app.seniorplace.com/communities/show/6a1b10c7-8b03-4ffe-b4e4-296c40152ed7,https://app.seniorplace.com/communities/show/6a1b10c7-8b03-4ffe-b4e4-296c40152ed7,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,a6ef4cf7ceb01b1b6ded48be2457e527,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/defe37f6-86f6-462d-b045-b59dbafe2348,https://app.seniorplace.com/communities/show/defe37f6-86f6-462d-b045-b59dbafe2348,https://app.seniorplace.com/communities/show/defe37f6-86f6-462d-b045-b59dbafe2348,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,73b847f87fdc3c26ed013804f722cd1c,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/447dc5e4-11f3-4cc1-816d-db8a7511dce3,https://app.seniorplace.com/communities/show/447dc5e4-11f3-4cc1-816d-db8a7511dce3,https://app.seniorplace.com/communities/show/447dc5e4-11f3-4cc1-816d-db8a7511dce3,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,4b6fa40e5b6fa4163c50947430a7b1f2,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/042870fa-33a5-4950-8945-d5c60e4e72cc,https://app.seniorplace.com/communities/show/042870fa-33a5-4950-8945-d5c60e4e72cc,https://app.seniorplace.com/communities/show/042870fa-33a5-4950-8945-d5c60e4e72cc,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,ed36ff4c1b271fee77088fa9ce556194,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/41b21cdc-1cfc-4014-9e21-df415b1d314f,https://app.seniorplace.com/communities/show/41b21cdc-1cfc-4014-9e21-df415b1d314f,https://app.seniorplace.com/communities/show/41b21cdc-1cfc-4014-9e21-df415b1d314f,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,bcb7be946d2a8f4e4e2ee98682c84acf,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/994ef61f-7c17-4214-a48f-cfe598796654,https://app.seniorplace.com/communities/show/994ef61f-7c17-4214-a48f-cfe598796654,https://app.seniorplace.com/communities/show/994ef61f-7c17-4214-a48f-cfe598796654,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,e3436082dbc050d70476f2242051f96b,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/9791d9d4-63ea-4071-82fe-06e8532ac7f2,https://app.seniorplace.com/communities/show/9791d9d4-63ea-4071-82fe-06e8532ac7f2,https://app.seniorplace.com/communities/show/9791d9d4-63ea-4071-82fe-06e8532ac7f2,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,0b21c4f95435f29ddfc6b6eff9b00fd3,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/d8035bed-53d6-4d93-a134-c62f185bb8cc,https://app.seniorplace.com/communities/show/d8035bed-53d6-4d93-a134-c62f185bb8cc,https://app.seniorplace.com/communities/show/d8035bed-53d6-4d93-a134-c62f185bb8cc,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,d2822fba-9dce-455a-8df4-7a5f2e5d4216,a:3:{i:0;i:6;i:1;i:5;i:2;i:3;},https://app.seniorplace.com/communities/show/ce566b55-5be7-415a-a2d5-fdd81f26bcde,https://app.seniorplace.com/communities/show/ce566b55-5be7-415a-a2d5-fdd81f26bcde,https://app.seniorplace.com/communities/show/ce566b55-5be7-415a-a2d5-fdd81f26bcde,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,,a:1:{i:0;i:1;},https://app.seniorplace.com/communities/show/e13ea42e-d900-4a16-ab87-7b8c7a652a8b,https://app.seniorplace.com/communities/show/e13ea42e-d900-4a16-ab87-7b8c7a652a8b,https://app.seniorplace.com/communities/show/e13ea42e-d900-4a16-ab87-7b8c7a652a8b,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,bffc0d537728098e1a40ff6c2d57041b,a:1:{i:0;i:1;},https://app.seniorplace.com/communities/show/299c3436-dd78-42e4-9c31-2274424deae8,https://app.seniorplace.com/communities/show/299c3436-dd78-42e4-9c31-2274424deae8,https://app.seniorplace.com/communities/show/299c3436-dd78-42e4-9c31-2274424deae8,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,9004c709218ffc6a1de435a050509e22,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/c179bbae-3902-4004-b4ae-a435261e86c7,https://app.seniorplace.com/communities/show/c179bbae-3902-4004-b4ae-a435261e86c7,https://app.seniorplace.com/communities/show/c179bbae-3902-4004-b4ae-a435261e86c7,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,,a:1:{i:0;i:1;},https://app.seniorplace.com/communities/show/656a6033-9869-46fa-9e10-f7ca5ae8989e,https://app.seniorplace.com/communities/show/656a6033-9869-46fa-9e10-f7ca5ae8989e,https://app.seniorplace.com/communities/show/656a6033-9869-46fa-9e10-f7ca5ae8989e,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,623c1f5815cdc099edad32b3e8fe2c69,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/c0a5a8e5-72e7-4fc4-be24-a47a869d5828,https://app.seniorplace.com/communities/show/c0a5a8e5-72e7-4fc4-be24-a47a869d5828,https://app.seniorplace.com/communities/show/c0a5a8e5-72e7-4fc4-be24-a47a869d5828,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,ff4df8da1d8ece5dc11953b4d9c29f32,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/93cf8152-9730-483d-af55-acf0827bb9b1,https://app.seniorplace.com/communities/show/93cf8152-9730-483d-af55-acf0827bb9b1,https://app.seniorplace.com/communities/show/93cf8152-9730-483d-af55-acf0827bb9b1,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,6ca2251e24e4cebe0ef6a3ef21d8392b,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/09856a4c-b211-4881-90ed-93b4f66a92f2,https://app.seniorplace.com/communities/show/09856a4c-b211-4881-90ed-93b4f66a92f2,https://app.seniorplace.com/communities/show/09856a4c-b211-4881-90ed-93b4f66a92f2,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,3933811d5cca9add1523a76b01b326f3,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/b2d7e413-7c46-461e-9ac4-2b68da37607e,https://app.seniorplace.com/communities/show/b2d7e413-7c46-461e-9ac4-2b68da37607e,https://app.seniorplace.com/communities/show/b2d7e413-7c46-461e-9ac4-2b68da37607e,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,94e49af29849398cbce7a5d25e60051b,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/f3a08c27-8f26-4ff2-b936-5ddded216443,https://app.seniorplace.com/communities/show/f3a08c27-8f26-4ff2-b936-5ddded216443,https://app.seniorplace.com/communities/show/f3a08c27-8f26-4ff2-b936-5ddded216443,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,3305007e351bc4cd7f7f4ba3540f9028,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/e22d22bd-0a97-498a-85a4-6dd969f83132,https://app.seniorplace.com/communities/show/e22d22bd-0a97-498a-85a4-6dd969f83132,https://app.seniorplace.com/communities/show/e22d22bd-0a97-498a-85a4-6dd969f83132,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,4fcd04e9cec3a2594087a84eed392fe9,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/be6cf037-c8a1-44a4-8b82-b9af5be7ac48,https://app.seniorplace.com/communities/show/be6cf037-c8a1-44a4-8b82-b9af5be7ac48,https://app.seniorplace.com/communities/show/be6cf037-c8a1-44a4-8b82-b9af5be7ac48,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/e0c049fb-9680-4545-8cdd-549ba5b8ec38,https://app.seniorplace.com/communities/show/e0c049fb-9680-4545-8cdd-549ba5b8ec38,https://app.seniorplace.com/communities/show/e0c049fb-9680-4545-8cdd-549ba5b8ec38,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,e6e56228aadeb2b7fab1576890cf3412,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/1483110f-fdf6-4e67-a3f3-f94aa23c5ced,https://app.seniorplace.com/communities/show/1483110f-fdf6-4e67-a3f3-f94aa23c5ced,https://app.seniorplace.com/communities/show/1483110f-fdf6-4e67-a3f3-f94aa23c5ced,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,f762242541bc52eb709c6576ca19a382,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/dd333016-f91e-4fd1-8ba9-75ba6e456d33,https://app.seniorplace.com/communities/show/dd333016-f91e-4fd1-8ba9-75ba6e456d33,https://app.seniorplace.com/communities/show/dd333016-f91e-4fd1-8ba9-75ba6e456d33,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,eb202a8a5459ad8787cb00867ec83142,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/7edd7196-a43d-4d9f-bf66-053d3f8fa928,https://app.seniorplace.com/communities/show/7edd7196-a43d-4d9f-bf66-053d3f8fa928,https://app.seniorplace.com/communities/show/7edd7196-a43d-4d9f-bf66-053d3f8fa928,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/a817edde-1e14-4f58-b264-da7be0af211e,https://app.seniorplace.com/communities/show/a817edde-1e14-4f58-b264-da7be0af211e,https://app.seniorplace.com/communities/show/a817edde-1e14-4f58-b264-da7be0af211e,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,,a:2:{i:0;i:5;i:1;i:7;},https://app.seniorplace.com/communities/show/52fd1227-cc7c-4778-b852-187223b33c53,https://app.seniorplace.com/communities/show/52fd1227-cc7c-4778-b852-187223b33c53,https://app.seniorplace.com/communities/show/52fd1227-cc7c-4778-b852-187223b33c53,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,53d6fb78a07e96b47fac3ca477ab88d5,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/f82a328e-1b47-41c0-b734-7ab7061a8c2d,https://app.seniorplace.com/communities/show/f82a328e-1b47-41c0-b734-7ab7061a8c2d,https://app.seniorplace.com/communities/show/f82a328e-1b47-41c0-b734-7ab7061a8c2d,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,40243fbf-2e48-4e78-aed2-becddf77757boctet-stream,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/6d70071b-5319-4050-8637-f8754c282044,https://app.seniorplace.com/communities/show/6d70071b-5319-4050-8637-f8754c282044,https://app.seniorplace.com/communities/show/6d70071b-5319-4050-8637-f8754c282044,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,84eb266d504d757e8f6cda5b81e77ad7,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/436ffb7b-0855-45a6-83db-d2ccc4eae64b,https://app.seniorplace.com/communities/show/436ffb7b-0855-45a6-83db-d2ccc4eae64b,https://app.seniorplace.com/communities/show/436ffb7b-0855-45a6-83db-d2ccc4eae64b,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,f3b5245c-904b-43b0-887a-9f6855db5a4f,a:2:{i:0;i:6;i:1;i:5;},https://app.seniorplace.com/communities/show/5d327349-5bcc-472c-9be3-ee5ee8cedf3f,https://app.seniorplace.com/communities/show/5d327349-5bcc-472c-9be3-ee5ee8cedf3f,https://app.seniorplace.com/communities/show/5d327349-5bcc-472c-9be3-ee5ee8cedf3f,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,124885dd-eef0-4e42-a7cb-2466a08ff41d,a:3:{i:0;i:6;i:1;i:5;i:2;i:3;},https://app.seniorplace.com/communities/show/bd140ecf-f482-46a3-9097-dda13dc37447,https://app.seniorplace.com/communities/show/bd140ecf-f482-46a3-9097-dda13dc37447,https://app.seniorplace.com/communities/show/bd140ecf-f482-46a3-9097-dda13dc37447,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,b193dd65f6529176b8c4a2e6ddca6bd0,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/1c3f7498-5d88-459f-ad4e-bbbf06e9e661,https://app.seniorplace.com/communities/show/1c3f7498-5d88-459f-ad4e-bbbf06e9e661,https://app.seniorplace.com/communities/show/1c3f7498-5d88-459f-ad4e-bbbf06e9e661,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,d271f2bf854641aaefeff2186f46f1cc,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/eef24d5e-61fd-4376-b1a9-e2ebe42875dd,https://app.seniorplace.com/communities/show/eef24d5e-61fd-4376-b1a9-e2ebe42875dd,https://app.seniorplace.com/communities/show/eef24d5e-61fd-4376-b1a9-e2ebe42875dd,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,a8c7e8878144bbc0602fa55f4d9b7a20,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/51a0b607-43d8-4738-a783-5f2839b942f2,https://app.seniorplace.com/communities/show/51a0b607-43d8-4738-a783-5f2839b942f2,https://app.seniorplace.com/communities/show/51a0b607-43d8-4738-a783-5f2839b942f2,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,c07f46a5e6495176ed25811de711c95d,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/4a1723d3-48f1-4940-a331-09f58491e80f,https://app.seniorplace.com/communities/show/4a1723d3-48f1-4940-a331-09f58491e80f,https://app.seniorplace.com/communities/show/4a1723d3-48f1-4940-a331-09f58491e80f,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,616343e93c524143624275ccd47dc771,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/fac74a7b-5e8d-4792-9534-3c3d3006fbe7,https://app.seniorplace.com/communities/show/fac74a7b-5e8d-4792-9534-3c3d3006fbe7,https://app.seniorplace.com/communities/show/fac74a7b-5e8d-4792-9534-3c3d3006fbe7,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,7932d8019923d245880d96d99f362736,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/f63298fe-3bc2-4a6c-ab98-6d12f046c80e,https://app.seniorplace.com/communities/show/f63298fe-3bc2-4a6c-ab98-6d12f046c80e,https://app.seniorplace.com/communities/show/f63298fe-3bc2-4a6c-ab98-6d12f046c80e,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,09b3e93105ba91c2fae9ec709312313f,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/317e7d79-a75f-40f1-9b6e-b08b58a88d77,https://app.seniorplace.com/communities/show/317e7d79-a75f-40f1-9b6e-b08b58a88d77,https://app.seniorplace.com/communities/show/317e7d79-a75f-40f1-9b6e-b08b58a88d77,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,47ad08198212847e4b498ccbfcc51fa2,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/75f71c56-0843-40d0-a040-9837a42f7c56,https://app.seniorplace.com/communities/show/75f71c56-0843-40d0-a040-9837a42f7c56,https://app.seniorplace.com/communities/show/75f71c56-0843-40d0-a040-9837a42f7c56,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,8311606545c36ee083a6ec415616372c,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/ea4b6e80-3848-4b11-af7e-1e33ab9bf227,https://app.seniorplace.com/communities/show/ea4b6e80-3848-4b11-af7e-1e33ab9bf227,https://app.seniorplace.com/communities/show/ea4b6e80-3848-4b11-af7e-1e33ab9bf227,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,486c71067a7db9ac3623b0dd73d3f26e,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/88ce6183-ec64-4b5a-bf1a-b17255700e45,https://app.seniorplace.com/communities/show/88ce6183-ec64-4b5a-bf1a-b17255700e45,https://app.seniorplace.com/communities/show/88ce6183-ec64-4b5a-bf1a-b17255700e45,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,a2c0f13fe56f0b7c463a1c93904845c3,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/01dbd133-fd2f-438d-93de-6936852db4db,https://app.seniorplace.com/communities/show/01dbd133-fd2f-438d-93de-6936852db4db,https://app.seniorplace.com/communities/show/01dbd133-fd2f-438d-93de-6936852db4db,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,d23b1f0c0773c4aa7f9e3581a14592af,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/2016bd06-daea-4af3-844c-535353fb527c,https://app.seniorplace.com/communities/show/2016bd06-daea-4af3-844c-535353fb527c,https://app.seniorplace.com/communities/show/2016bd06-daea-4af3-844c-535353fb527c,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,17021cfb995f8eb29cce2663678d4e1f,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/e2e945c2-28ba-4fed-b569-093ef393bef0,https://app.seniorplace.com/communities/show/e2e945c2-28ba-4fed-b569-093ef393bef0,https://app.seniorplace.com/communities/show/e2e945c2-28ba-4fed-b569-093ef393bef0,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,cb712875d8db6efc2bdc88163170df9f,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/887ba4e3-ae08-49c5-a4db-43d998279380,https://app.seniorplace.com/communities/show/887ba4e3-ae08-49c5-a4db-43d998279380,https://app.seniorplace.com/communities/show/887ba4e3-ae08-49c5-a4db-43d998279380,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
,3bdb283bae84b39a6f93dc5019832bef,a:1:{i:0;i:162;},https://app.seniorplace.com/communities/show/146eb3f7-3149-4209-afef-d9969404e4b6,https://app.seniorplace.com/communities/show/146eb3f7-3149-4209-afef-d9969404e4b6,https://app.seniorplace.com/communities/show/146eb3f7-3149-4209-afef-d9969404e4b6,Vista Winds,"Assisted Living Home, Memory Care",add_memory_care
