ID,Title,website
10628,Arizona Angels,https://www.seniorly.com/assisted-living/arizona/prescott-valley/arizona-angels-prescott-valley
6939,Arizona Assisted Living,https://app.seniorplace.com/communities/show/1e4934ed-11fc-43d1-bc4e-8af3e0bfbd62
6938,Arizona Assisted Living,https://app.seniorplace.com/communities/show/6d870139-c74a-493e-a50b-ddcda0a0a862
6965,Armada Care Homes,https://www.seniorly.com/assisted-living/arizona/mesa/armada-care-homes-mesa
6964,Armada Care Homes,https://app.seniorplace.com/communities/show/77dece73-4254-409d-9c77-a0907cb7cff8
6984,Aspen Care Assisted Living,https://app.seniorplace.com/communities/show/44a38542-c054-422b-b097-0a397a4ee14f
10976,Aspen Care Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/aspen-care-assisted-living-home-llc
6999,Asterion Acres,https://app.seniorplace.com/communities/show/1bbe84ad-613e-436c-9281-e820ca816acc
6998,Asterion Acres,https://www.seniorly.com/assisted-living/arizona/tucson/asterion-acres-llc
7018,Audreys Adult Care Home,https://app.seniorplace.com/communities/show/52090450-f1bf-4569-b61b-138e912a332d
7016,Audreys Adult Care Home,https://app.seniorplace.com/communities/show/2b6fd48c-7e3a-4285-8695-fd3acb2c123e
10879,Avista Senior Living Lake Havasu,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/avista-senior-living-lake-havasu
7031,Avista Senior Living Lake Havasu,https://app.seniorplace.com/communities/show/df741e72-7ad0-4ab8-b225-cb7dbf8f6bdc
7033,Avista Senior Living North Mountain,https://www.seniorly.com/assisted-living/arizona/phoenix/avista-senior-living-north-mountain
10771,Avista Senior Living North Mountain,https://www.seniorly.com/assisted-living/arizona/pheonix/avista-senior-living-north-mountain-pheonix
7032,Avista Senior Living Payson,https://app.seniorplace.com/communities/show/6524a1bd-6598-416c-96f0-ba310c7f0860
11097,Avista Senior Living Payson,https://www.seniorly.com/assisted-living/arizona/payson/avista-senior-living-payson
7062,Barton House Ii,https://app.seniorplace.com/communities/show/f777c265-88f2-434f-9e94-d636428741ca
7063,Barton House Ii,https://app.seniorplace.com/communities/show/b00b5c68-22e3-49f2-b9d4-5e55a2baa921
10804,Beebes Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/beebes-assisted-living-llc
10779,Beebes Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/beebes-assisted-living-llc-
7074,Beehive Homes Of Sierra Vista,https://app.seniorplace.com/communities/show/a04d19e6-b5c9-457c-97a4-f37b533cf0cf
10872,Beehive Homes Of Sierra Vista,https://www.seniorly.com/assisted-living/arizona/sierra-vista/beehive-homes-of-sierra-vista
11086,Bellaire Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/bellaire-assisted-living
7084,Bellaire Assisted Living,https://app.seniorplace.com/communities/show/76a0cbde-db3e-4b85-b9ec-796d666c78dc
12415,Best Assisted Living,https://app.seniorplace.com/communities/show/76f1ce14-136e-4172-988a-b1ec17ff6afd
12413,Best Assisted Living,https://app.seniorplace.com/communities/show/aabc92cc-1f77-475a-8929-f7f43f67a1ba
7094,Best Care Home Of Moon Valley,https://www.seniorly.com/assisted-living/arizona/phoenix/best-care-home-of-moon-valley
7095,Best Care Home Of Moon Valley,https://www.seniorly.com/assisted-living/arizona/phoenix/best-care-home-of-moon-valley-llc-phoenix
7125,Blue Royale Assisted Living,https://app.seniorplace.com/communities/show/c0b54ae0-205c-4c69-9aa4-f2ba26e470af
7126,Blue Royale Assisted Living,https://app.seniorplace.com/communities/show/c119c153-6ea6-481e-a57e-ad8366f12076
12448,Bonaventure Of Colorado Springs,https://app.seniorplace.com/communities/show/86c16cd1-db02-428e-bdc2-39852e908fcb
12446,Bonaventure Of Colorado Springs,https://app.seniorplace.com/communities/show/5c58c638-f4ad-46a9-b87d-20666e4e87a4
12454,Bonney Home,https://app.seniorplace.com/communities/show/296776c7-6b8f-4623-935a-ba0ec158fa95
12456,Bonney Home,https://app.seniorplace.com/communities/show/2a46ff33-fbc5-451b-b20e-05c8f981ad7a
7135,Bridgewater Assisted Living,https://app.seniorplace.com/communities/show/5bba8892-3a6f-4135-8bf7-e64d6846f364
7136,Bridgewater Assisted Living,https://app.seniorplace.com/communities/show/9ce5d2b7-697a-45cd-979c-1f81349645c3
10356,Bridgewater Assisted Living,https://www.seniorly.com/assisted-living/arizona/avondale/bridgewater-avondale-operations
12565,Brookdale Meridian Westland,https://app.seniorplace.com/communities/show/afc19604-22c9-4a03-bdf1-4366dd6b8960
12563,Brookdale Meridian Westland,https://app.seniorplace.com/communities/show/ddf9395a-39e3-4414-95d2-9c55ccf3bcb9
12578,Brookdale Santa Fe,https://app.seniorplace.com/communities/show/b00dae17-478f-4d0b-b70a-185eb6fad31f
12580,Brookdale Santa Fe,https://app.seniorplace.com/communities/show/439425ca-239c-4bb9-a534-9aae26a47f70
12587,Brookdale Tramway Ridge,https://app.seniorplace.com/communities/show/d1f74fcc-ab35-4c7a-8d35-99be506bb0ad
12589,Brookdale Tramway Ridge,https://app.seniorplace.com/communities/show/c17d3c00-9150-428b-b104-46031eb1e6dd
10608,Brookings,https://www.seniorly.com/assisted-living/arizona/prescott/brookings
7173,Brookings,https://app.seniorplace.com/communities/show/bab97e29-06b6-4f3b-9f32-740d381e8bfe
10536,Caissa Assisted Living,https://www.seniorly.com/assisted-living/arizona/gilbert/caissa-assisted-living-home-inc-460-east-phelps-street-gilbert
7181,Caissa Assisted Living,https://www.seniorly.com/assisted-living/arizona/gilbert/caissa-assisted-living-home-inc-gilbert
7182,Caissa Assisted Living,https://app.seniorplace.com/communities/show/1f34b89c-3246-4353-a07c-98a2285bbf56
10548,Caissa Assisted Living,https://www.seniorly.com/assisted-living/arizona/gilbert/caissa-assisted-living-home-inc
7183,Caissa Assisted Living,https://www.seniorly.com/assisted-living/arizona/gilbert/caissa-assisted-living-home
12643,Cappella Of Pueblo West,https://app.seniorplace.com/communities/show/ff473a33-f896-4078-a360-21617f3db71e
12642,Cappella Of Pueblo West,https://app.seniorplace.com/communities/show/42627542-be09-4d35-ad82-ebff9d08f9ec
10809,Care More Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/care-more-assisted-living
7203,Care More Assisted Living,https://app.seniorplace.com/communities/show/94051884-8f43-41cb-991e-124a646412e8
10824,Care With Love,https://www.seniorly.com/assisted-living/arizona/phoenix/care-with-love-inc
10823,Care With Love,https://www.seniorly.com/assisted-living/arizona/phoenix/care-with-love-phoenix
10418,Carefree Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/carefree-assisted-living-home
7206,Carefree Assisted Living,https://app.seniorplace.com/communities/show/849f1522-3aae-4538-b5fe-630ae3189287
12659,Carillon At Belleview Station The,https://app.seniorplace.com/communities/show/e0f93eb0-046f-40b9-b585-24507264c992
12661,Carillon At Belleview Station The,https://app.seniorplace.com/communities/show/7f38ba48-55fd-4035-a7db-23d198625d45
7216,Caring For Generations,https://app.seniorplace.com/communities/show/4ae2ee3a-32a2-412a-aedb-4802bd5c6cbc
7215,Caring For Generations,https://app.seniorplace.com/communities/show/d52ddd45-ecbc-43ff-9678-09e91e10b259
7214,Caring For Generations Corner,https://app.seniorplace.com/communities/show/c1a07991-914e-4cd5-bd10-9760ea7fe1ea
7213,Caring For Generations Corner,https://app.seniorplace.com/communities/show/78fffda7-4851-48e6-a672-116531a3fce4
7218,Caring For Loved Ones,https://app.seniorplace.com/communities/show/80c63811-6d10-4fe7-9807-d0e571eb5d89
7219,Caring For Loved Ones,https://app.seniorplace.com/communities/show/9ca9e660-7c87-4d22-bead-6bc5411dbce6
7217,Caring For Loved Ones,https://app.seniorplace.com/communities/show/43186646-b134-497f-ae23-70ce6238c82f
7222,Caring Hearts Assisted Living,https://app.seniorplace.com/communities/show/1d7b9549-af3a-43c2-874c-97aaf872e8ba
7223,Caring Hearts Assisted Living,https://app.seniorplace.com/communities/show/0faf7fc8-48ed-4e21-90c6-8c54cf7d7173
7237,Casa De Vida Living,https://www.seniorly.com/assisted-living/arizona/phoenix/casa-de-vida-living-phoenix
7236,Casa De Vida Living,https://www.seniorly.com/assisted-living/arizona/phoenix/casa-de-vida-living
12699,Casita Senior Living,https://app.seniorplace.com/communities/show/4e68b53d-5cb0-4402-b880-70faa309e554
12700,Casita Senior Living,https://app.seniorplace.com/communities/show/d194180a-90cd-4ebe-a998-2a6238a8ad66
12706,Castle Rock Assisted Living At Eveningsong,https://app.seniorplace.com/communities/show/0a64319b-b8c0-47c4-82ca-cc13eb91f8f4
12705,Castle Rock Assisted Living At Eveningsong,https://app.seniorplace.com/communities/show/4c78dcd3-5439-4fc9-8ef1-5ded9956a390
10651,Ccs Adult Care,https://www.seniorly.com/assisted-living/arizona/surprise/cc-s-adult-care-inc
7251,Ccs Adult Care,https://app.seniorplace.com/communities/show/71ea0d29-64c0-4d00-b297-c004d0bcd4ac
7259,Cerbat Guest Home,https://app.seniorplace.com/communities/show/b3aac00b-2f40-4799-9dc7-560f1b139636
10873,Cerbat Guest Home,https://www.seniorly.com/assisted-living/arizona/kingman/cerbat-guest-home
10702,Chandler Post Acute And Rehabilitation,https://www.seniorly.com/assisted-living/arizona/chandler/chandler-post-acute-and-rehabilitation
7262,Chandler Post Acute And Rehabilitation,https://app.seniorplace.com/communities/show/1d9c19ad-2e5b-4169-b77a-267611b60b1c
10654,Chaparral Winds Assisted Living,https://www.seniorly.com/assisted-living/arizona/surprise/chaparral-winds-assisted-living
7264,Chaparral Winds Assisted Living,https://app.seniorplace.com/communities/show/434f3b2c-771a-4c77-9c87-7c4c9efa927d
7266,Charles Residential Care,https://www.seniorly.com/assisted-living/arizona/goodyear/charles-residential-care
10741,Charles Residential Care,https://www.seniorly.com/assisted-living/arizona/glendale/charles-residential-care-llc
7270,Chekela Turners Place Iii,https://app.seniorplace.com/communities/show/37c60f15-de7b-45df-8171-fb0af53c8f3d
10905,Chekela Turners Place Iii,https://www.seniorly.com/assisted-living/arizona/phoenix/chekela-turners-place-iii
12747,Cherry Creek Retirement Village,https://app.seniorplace.com/communities/show/cd8cb296-1773-4249-a372-d1caab6d6fa1
12749,Cherry Creek Retirement Village,https://app.seniorplace.com/communities/show/8520b3fa-b5ca-4db3-8ab0-0bfda84382d1
7274,Christcentered Care Assisted Living,https://app.seniorplace.com/communities/show/55093c31-e11f-4c8b-907e-fbd648f9fe52
10337,Christcentered Care Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/christ-centered-care-assisted-living
7280,Circle Of Life Alzheimer Homes,https://app.seniorplace.com/communities/show/d1858948-b85a-4db5-8797-a75460552a8e
7284,Circle Of Life Alzheimer Homes,https://app.seniorplace.com/communities/show/93772855-a73d-42fd-8f1e-b0cb0f905a06
7281,Circle Of Life Alzheimer Homes,https://app.seniorplace.com/communities/show/242e018a-ff08-411e-9c77-ef54ba3ec684
7285,Circle Of Life Alzheimer Homes,https://app.seniorplace.com/communities/show/36b1e522-cb88-4c95-a80a-fb84f21207f2
7286,Circle Of Life Alzheimer Homes,https://app.seniorplace.com/communities/show/76477d5d-b9f3-451f-8e90-5c647912acd3
7283,Circle Of Life Alzheimer Homes,https://app.seniorplace.com/communities/show/f1133036-ea76-4e21-9d00-fa69fcd7be33
7282,Circle Of Life Alzheimer Homes,https://app.seniorplace.com/communities/show/9aa02bdb-c37e-4290-bc11-7a6a1e1e8b83
7292,Claremont Assisted Living,https://app.seniorplace.com/communities/show/5d2d202a-abeb-4008-9f43-74503ab44fbe
10880,Claremont Assisted Living,https://www.seniorly.com/assisted-living/arizona/lake-havasu/claremont-assisted-living
10442,Clearwater Agritopia,https://www.seniorly.com/assisted-living/arizona/gilbert/livgenerations-agritopia
7298,Clearwater Agritopia,https://app.seniorplace.com/communities/show/21d45472-7144-4a48-9c59-3f78fa123ae3
10438,Clearwater Ahwatukee,https://www.seniorly.com/assisted-living/arizona/phoeniz/clearwater-ahwatukee
7299,Clearwater Ahwatukee,https://app.seniorplace.com/communities/show/27fa13c6-d52e-441d-ab0b-63233975ad48
10411,Clearwater Pinnacle Peak,https://www.seniorly.com/assisted-living/arizona/scottsdale/clearwater-pinnacle-peak
7301,Clearwater Pinnacle Peak,https://app.seniorplace.com/communities/show/74af2b4b-25f5-4d73-803f-0bc10cade820
10563,Comfort Haven Of Mesa,https://www.seniorly.com/assisted-living/arizona/mesa/comfort-haven-of-mesa
7312,Comfort Haven Of Mesa,https://app.seniorplace.com/communities/show/19fee883-4292-4be4-ac5b-9311a2a95ed5
12796,Community Nursing Services,https://app.seniorplace.com/communities/show/45a58df2-c707-4524-9af8-231593401b96
12798,Community Nursing Services,https://app.seniorplace.com/communities/show/4830acdc-8fb5-4437-8bf9-a317d009e00d
10818,Constant Care Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/constant-care-assisted-living
7323,Constant Care Assisted Living,https://app.seniorplace.com/communities/show/1b01c555-0c5b-4507-b81c-78db0de154e6
7355,Crismon Peaks Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/crismon-peaks-assisted-living-llc
7354,Crismon Peaks Assisted Living,https://app.seniorplace.com/communities/show/fe22bf3e-f20d-4c50-b37c-7bb350cf0508
7359,Crossroads Assisted Living,https://app.seniorplace.com/communities/show/8fafe915-c4ea-404d-80a9-992de105b14b
7360,Crossroads Assisted Living,https://app.seniorplace.com/communities/show/3908cde7-46e5-44f7-97b6-c4a4521b4cee
7358,Crossroads Assisted Living,https://app.seniorplace.com/communities/show/178775e2-6a73-48be-877c-4baaffe79040
7361,Crystal Cove Home Care Ii,https://app.seniorplace.com/communities/show/8c1c69c3-786e-4536-8643-f62a325e2116
10347,Crystal Cove Home Care Ii,https://www.seniorly.com/assisted-living/arizona/higley/crystal-cove-home-care-ii
7376,Daninas Care Home,https://app.seniorplace.com/communities/show/44506e67-2db2-41f3-abe0-f12651e87801
10281,Daninas Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/danina-s-care-home-l-l-c
7378,Dayflower Care Home,https://app.seniorplace.com/communities/show/7dc46ce5-bb09-4b3e-8037-0026b47d1344
10589,Dayflower Care Home,https://www.seniorly.com/assisted-living/arizona/queen-creek/dayflower-care-home
7393,Desert Cove Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/desert-cove-assisted-living
7394,Desert Cove Assisted Living,https://app.seniorplace.com/communities/show/e260e697-79f9-435e-b9b1-0aff88b8aa0c
7399,Desert Gardens Assisted Living,https://app.seniorplace.com/communities/show/d25fa7c0-904d-441e-942e-65bba257f94e
7400,Desert Gardens Assisted Living,https://app.seniorplace.com/communities/show/d4a12983-59ae-4c49-9433-491772222db0
7408,Desert Jewel At Orange Tree,https://app.seniorplace.com/communities/show/c6e3855b-c054-458e-be0c-92d25ff66501
7409,Desert Jewel At Orange Tree,https://www.seniorly.com/assisted-living/arizona/scottsdale/desert-jewel-at-orange-tree
7417,Desert Palace Assisted Living,https://app.seniorplace.com/communities/show/faef0a7f-58c5-45e7-a6ae-9fdad2144125
10481,Desert Palace Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/desert-palace-assisted-living
12935,Divine Care Homes,https://app.seniorplace.com/communities/show/ccabd98d-fbc0-423e-9163-9631edf8b96a
12937,Divine Care Homes,https://app.seniorplace.com/communities/show/e802d862-183e-4b3e-b92e-8df0ce977cc2
10334,Doctors Choice Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/doctor-s-choice-assisted-living
7477,Doctors Choice Assisted Living,https://app.seniorplace.com/communities/show/53a3d16d-00e6-4de2-b1bf-1d0a8c29f0e1
10332,Eden Adult Care Facility,https://www.seniorly.com/assisted-living/arizona/mesa/eden-adult-care-facility-inc
10341,Eden Adult Care Facility,https://www.seniorly.com/assisted-living/arizona/mesa/eden-adult-care-facility-inc-1625-north-72nd-street-mesa
7513,Elite Assisted Living,https://app.seniorplace.com/communities/show/e2ac4ba4-4c44-4339-86bb-88774f4d37c4
7519,Elite Assisted Living,https://app.seniorplace.com/communities/show/8284f2fc-71f9-4a27-9d1c-e6230c833db8
7573,Encore On First,https://app.seniorplace.com/communities/show/47f45a6f-bcf8-4673-9364-a21647fbf516
7572,Encore On First,https://app.seniorplace.com/communities/show/37465770-beca-4a4a-b8b1-324eda22baa7
7577,Essential Patient Care,https://app.seniorplace.com/communities/show/523f7fc2-9bbe-433f-8cbd-5b2557ca2f45
7579,Essential Patient Care,https://app.seniorplace.com/communities/show/4c207d4a-2fb9-487e-b06b-2100a307be03
11047,Evergreen Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/evergreen-assisted-living
7605,Evergreen Assisted Living,https://app.seniorplace.com/communities/show/24bb2376-57dd-47f2-8b28-7e7466fa2852
7639,Faith Assisted Living,https://app.seniorplace.com/communities/show/663fd6e0-6374-428f-874c-2e2a70dd21c3
13060,Faith Assisted Living,https://app.seniorplace.com/communities/show/1fa54ea2-cf4a-4d1a-862e-7ede55fcb091
7645,Famiglia Amore,https://app.seniorplace.com/communities/show/c0b9545d-b5c9-4d79-bc4f-112179df76b3
11178,Famiglia Amore,https://www.seniorly.com/assisted-living/arizona/tucson/famiglia-amore-llc
7647,Family Care Assisted Living,https://www.seniorly.com/assisted-living/arizona/glendale/family-care-assisted-living-home
13061,Family Care Assisted Living,https://app.seniorplace.com/communities/show/4aec34c4-6278-4b04-8357-74f73e80a8fd
7668,Faubush Family Homes,https://app.seniorplace.com/communities/show/5ecf7fa0-2316-4840-a032-8b488981462d
7672,Faubush Family Homes,https://app.seniorplace.com/communities/show/38dc69c8-a6c0-40b6-b046-0ea5e92d04b7
7670,Faubush Family Homes,https://app.seniorplace.com/communities/show/28847780-a0d6-4f85-9d2b-a37696f808e7
10849,Faubush Family Homes,https://www.seniorly.com/assisted-living/arizona/globe/faubush-family-homes
10436,Fellowship Square Historic Mesa,https://www.seniorly.com/assisted-living/arizona/mesa/fellowship-square-historic-mesa
7680,Fellowship Square Historic Mesa,https://app.seniorplace.com/communities/show/b2318b64-dff4-494d-9ee2-ffd2220f26e1
13073,Fellowship Square Tucson,https://app.seniorplace.com/communities/show/a7d4456b-8b07-456a-b690-93102f81f6b6
11129,Fellowship Square Tucson,https://www.seniorly.com/assisted-living/arizona/tucson/fellowship-square
7686,Fidelity Care Corner,https://app.seniorplace.com/communities/show/c3912a8f-09d0-48ac-994e-8ebaa4b81c39
10968,Fidelity Care Corner,https://www.seniorly.com/assisted-living/arizona/tucson/fidelity-care-corner-inc
10816,Fisher Family Home,https://www.seniorly.com/assisted-living/arizona/phoenix/fisher-family-home
7700,Fisher Family Home,https://app.seniorplace.com/communities/show/19ba9f83-1d9c-4ab2-ae45-dca8ed10b1ff
7736,Fountain View Village,https://app.seniorplace.com/communities/show/7491fa4f-8f2f-4987-ab2d-ded6b62b0a5c
10670,Fountain View Village,https://www.seniorly.com/assisted-living/arizona/fountain-hills/fountain-view-village
7738,Fountainview Assisted Living,https://app.seniorplace.com/communities/show/3534f469-73b5-4aca-923a-588dc5f38342
10676,Fountainview Assisted Living,https://www.seniorly.com/assisted-living/arizona/fountain-hills/fountainview-assisted-living-home
10763,G I Adult Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/g-i-adult-care-home
7759,G I Adult Care Home,https://app.seniorplace.com/communities/show/0480e1d7-f49f-49b7-b375-b8cedd80abe8
10888,Gems Assisted Living,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/gems-assisted-living
7784,Gems Assisted Living,https://app.seniorplace.com/communities/show/68afde92-b7c7-4dd7-9eeb-11ed715fafbb
7786,Gems Assisted Living,https://app.seniorplace.com/communities/show/3e262d82-76aa-49ed-b8d0-7b2798c1c940
7780,Gems Assisted Living 4,https://app.seniorplace.com/communities/show/62190e3e-33c1-439b-9001-1ab10ea22325
10890,Gems Assisted Living 4,https://www.seniorly.com/assisted-living/arizona/lake-havasu-city/gems-assisted-living-4
13220,Golden Gate Manor,https://app.seniorplace.com/communities/show/7be3d241-52e3-4acc-b673-26d1faa2a55b
13218,Golden Gate Manor,https://app.seniorplace.com/communities/show/f40f0496-cf74-4f6b-9bb9-3ea017664794
13255,Good Life Senior Living And Memory Care,https://app.seniorplace.com/communities/show/09c6d910-5900-4973-a42f-55c6c35e12de
13252,Good Life Senior Living And Memory Care,https://app.seniorplace.com/communities/show/53e90172-b85f-4678-8a89-f248b73718c6
13250,Good Life Senior Living And Memory Care,https://app.seniorplace.com/communities/show/85b590a4-8b13-4b41-9904-0d87aa947a90
13248,Good Life Senior Living And Memory Care,https://app.seniorplace.com/communities/show/ebf524de-6982-4c40-b726-c0421ea4c513
13254,Good Life Senior Living And Memory Care,https://app.seniorplace.com/communities/show/a4a0bdfa-5cb3-40c0-bda6-2df10c184774
13277,Grace Assisted Living,https://app.seniorplace.com/communities/show/6955db26-67c3-41c2-87b7-57a12362269a
13282,Grace Assisted Living,https://app.seniorplace.com/communities/show/6afc2e71-c482-4592-a3e8-29b7b0831c49
7890,Grace Assisted Living,https://app.seniorplace.com/communities/show/949913d0-0082-48c4-8119-63cd1d5dc7ce
