ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image URL,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured,Attachment URL,Care Levels,Locations,States,_wp_page_template,_address,address,_phone,phone,_website,website,_price,price,_location-name,location-name,_type,type,_amenities,_photos,photos,_location,location,completeness_score,_thumbnail_id,_senior_place_url,senior_place_url,_seniorly_url,seniorly_url,amenities,state,_state,care_level,_care_level,_wp_old_slug,_wp_desired_post_slug,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Format,Template,Parent,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date,normalized_types,correction_reason
6731,A Caring Manor Ii,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-caring-manor-ii/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/ec168146-0a23-420b-844a-7de90006827f.jpeg,ec168146-0a23-420b-844a-7de90006827f,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/ec168146-0a23-420b-844a-7de90006827f.jpeg,,,Queen Creek,Arizona,default,field_6813f255a7266,"18642 East Cloud Road, Queen Creek, Az 85142",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/4e2dcc51-4ac7-40f1-b3a6-5a20f3759b99,field_682e9adea745b,,field_682f4d903ba5f,Queen Creek,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:104;},2,15090,field_68af89a6f8692,https://app.seniorplace.com/communities/show/4e2dcc51-4ac7-40f1-b3a6-5a20f3759b99,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-caring-manor-ii,,default,0,0,0,open,open,2025-08-27 22:45:33,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6732,A Cottage At Pampa Assisted Living,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-cottage-at-pampa-assisted-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/104fb52d8e7e9cc97c98664733b86d12.jpg,104fb52d8e7e9cc97c98664733b86d12,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/104fb52d8e7e9cc97c98664733b86d12.jpg,,,Mesa,Arizona,default,field_6813f255a7266,"9909 East Pampa Avenue, Mesa, Az 85212",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/bc66eb9a-8a42-49c5-9e76-f8921887366d,field_682e9adea745b,,field_682f4d903ba5f,Mesa,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:116;},2,15091,field_68af89a6f8692,https://app.seniorplace.com/communities/show/bc66eb9a-8a42-49c5-9e76-f8921887366d,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-cottage-at-pampa-assisted-living,,default,0,0,0,open,open,2025-08-27 22:45:33,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6733,A Country Retreat,"At A Country Retreat, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Everything is centered around comfort, dignity, and personalized support.",,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-country-retreat/,,,,,,,,,Flagstaff,Arizona,default,field_6813f255a7266,"412 Old Munds Highway, Flagstaff, Az 86005",field_68152ed96a2d0,,field_68152f2303743,https://www.seniorly.com/assisted-living/arizona/flagstaff/a-country-retreat,field_682e9adea745b,2750.0,field_682f4d903ba5f,Flagstaff,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:143;},10,,field_68af89a6f8692,,field_68af89b8e4cd0,https://www.seniorly.com/assisted-living/arizona/flagstaff/a-country-retreat,a:18:{i:0;i:11;i:1;i:12;i:2;i:19;i:3;i:23;i:4;i:24;i:5;i:8;i:6;i:30;i:7;i:32;i:8;i:35;i:9;i:38;i:10;i:40;i:11;i:41;i:12;i:42;i:13;i:66;i:14;i:57;i:15;i:60;i:16;i:61;i:17;i:64;},,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-country-retreat,,default,0,0,0,open,open,2025-08-28 19:08:29,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6734,A D Assisted Living Carehome,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-d-assisted-living-carehome/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/05a2d4fe931a77a972c4065bc0c92711.jpg,05a2d4fe931a77a972c4065bc0c92711,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/05a2d4fe931a77a972c4065bc0c92711.jpg,,,Phoenix,Arizona,default,field_6813f255a7266,"3213 East Mitchell Drive, Phoenix, Az 85018",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/cde90335-8ce2-4eba-8c68-b29c407a3b1b,field_682e9adea745b,,field_682f4d903ba5f,Phoenix,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:107;},2,15092,field_68af89a6f8692,https://app.seniorplace.com/communities/show/cde90335-8ce2-4eba-8c68-b29c407a3b1b,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-d-assisted-living-carehome,,default,0,0,0,open,open,2025-08-27 22:45:34,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6735,A Dignified Adult Care Home,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-dignified-adult-care-home/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/eb638635f9c49d5e87cde8a5700c126d.jpg,eb638635f9c49d5e87cde8a5700c126d,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/eb638635f9c49d5e87cde8a5700c126d.jpg,,,Peoria,Arizona,default,field_6813f255a7266,"14952 North 78Th Avenue, Peoria, Az 85381",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/eda3e743-5df0-4bcb-b4e4-ee19df5f6412,field_682e9adea745b,,field_682f4d903ba5f,Peoria,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:130;},2,15093,field_68af89a6f8692,https://app.seniorplace.com/communities/show/eda3e743-5df0-4bcb-b4e4-ee19df5f6412,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-dignified-adult-care-home,,default,0,0,0,open,open,2025-08-27 22:45:34,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6736,A Family Affair Alh,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-family-affair-alh/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/3dc36e6664dc10e49add5a50d521171c.jpg,3dc36e6664dc10e49add5a50d521171c,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/3dc36e6664dc10e49add5a50d521171c.jpg,,,Phoenix,Arizona,default,field_6813f255a7266,"15825 North 19Th Place, Phoenix, Az 85022",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/fe758b95-1762-4ee7-860a-3e39d8c2e31b,field_682e9adea745b,,field_682f4d903ba5f,Phoenix,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:107;},2,15094,field_68af89a6f8692,https://app.seniorplace.com/communities/show/fe758b95-1762-4ee7-860a-3e39d8c2e31b,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-family-affair-alh,,default,0,0,0,open,open,2025-08-27 22:45:34,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6737,A Golden Retreat Care Home,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-golden-retreat-care-home/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/a111d7b8b0c332a1ec9096ca4f2c0af5.jpg,a111d7b8b0c332a1ec9096ca4f2c0af5,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/a111d7b8b0c332a1ec9096ca4f2c0af5.jpg,,,Surprise,Arizona,default,field_6813f255a7266,"18330 West Marconi Avenue, Surprise, Az 85388",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/dfc62f5b-99dc-4f54-a490-2c172c886c31,field_682e9adea745b,,field_682f4d903ba5f,Surprise,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},2,15095,field_68af89a6f8692,https://app.seniorplace.com/communities/show/dfc62f5b-99dc-4f54-a490-2c172c886c31,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-golden-retreat-care-home,,default,0,0,0,open,open,2025-08-27 22:45:35,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6738,A Happy Place Adult Care Home,"At A Happy Place Adult Care Home, residents find a supportive environment that puts well-being first. Amenities include all day dining, allergy-sensitive, community-sponsored activities, offering convenience and ease. Here, community and compassion go hand in hand.",,2025-06-19 00:02:25,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-happy-place-adult-care-home/,,,,,,,,,Scottsdale,Arizona,default,field_6813f255a7266,"4918 East Karen Drive, Scottsdale, Az 85254",field_68152ed96a2d0,,field_68152f2303743,https://www.seniorly.com/assisted-living/arizona/scottsdale/a-happy-place-adult-care-home-inc,field_682e9adea745b,3110.0,field_682f4d903ba5f,Scottsdale,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:111;},10,,field_68af89a6f8692,,field_68af89b8e4cd0,https://www.seniorly.com/assisted-living/arizona/scottsdale/a-happy-place-adult-care-home-inc,a:18:{i:0;i:11;i:1;i:12;i:2;i:19;i:3;i:23;i:4;i:24;i:5;i:8;i:6;i:30;i:7;i:32;i:8;i:35;i:9;i:38;i:10;i:40;i:11;i:41;i:12;i:42;i:13;i:66;i:14;i:57;i:15;i:60;i:16;i:61;i:17;i:64;},,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-happy-place-adult-care-home,,default,0,0,0,open,open,2025-08-28 19:08:30,Assisted Living Home,"Updated to match Senior Place: Assisted Living Home, Board And Care Home"
6739,A Loving Heart Assisted Living Ii,,,2025-06-19 00:02:25,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-loving-heart-assisted-living-ii/,,,,,,,,,Surprise,Arizona,default,field_6813f255a7266,"17450 West Wood Drive, Surprise, Az 85388",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/79b9e3ea-dd46-4a96-8c40-d56b5537a541,field_682e9adea745b,,field_682f4d903ba5f,Surprise,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},0,,field_68af89a6f8692,https://app.seniorplace.com/communities/show/79b9e3ea-dd46-4a96-8c40-d56b5537a541,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-loving-heart-assisted-living-ii,,default,0,0,0,open,open,2025-08-27 22:45:35,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6740,A Loving Heart Assisted Living,,,2025-06-19 00:02:25,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-loving-heart-assisted-living/,,,,,,,,,Surprise,Arizona,default,field_6813f255a7266,"14302 West Becker Lane, Surprise, Az 85379",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/a9b0bcff-6667-42e4-b2bc-f5ce776a6598,field_682e9adea745b,,field_682f4d903ba5f,Surprise,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},0,,field_68af89a6f8692,https://app.seniorplace.com/communities/show/a9b0bcff-6667-42e4-b2bc-f5ce776a6598,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-loving-heart-assisted-living,,default,0,0,0,open,open,2025-08-27 22:45:36,Assisted Living Home,Updated to match Senior Place: Assisted Living Home
6741,A Paradise For Parents Senior Living,"A Paradise For Parent's Senior Living is a thoughtfully designed residence focused on quality living for seniors. Amenities include air conditioning, all day dining, allergy-sensitive, offering convenience and ease. Here, community and compassion go hand in hand.",,2025-06-19 00:02:25,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-paradise-for-parents-senior-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/1d218d4d68166bc1a8f512dc1fa8a689.jpg,1d218d4d68166bc1a8f512dc1fa8a689,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/1d218d4d68166bc1a8f512dc1fa8a689.jpg,,,Goodyear,Arizona,default,field_6813f255a7266,"15292 Campbell Avenue, Goodyear, Az 85395",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/b916b3de-25b3-4808-99ab-b8ca6dd07cf4,field_682e9adea745b,,field_682f4d903ba5f,Goodyear,field_682fc481aaf60,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:137;},2,15096,field_68af89a6f8692,https://app.seniorplace.com/communities/show/b916b3de-25b3-4808-99ab-b8ca6dd07cf4,field_68af89b8e4cd0,,,,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-paradise-for-parents-senior-living,,default,0,0,0,open,open,2025-08-28 20:49:34,Assisted Living Home,"Updated to match Senior Place: Assisted Living Home, Board And Care Home"
