ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image URL,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured,Attachment URL,Care Levels,Locations,States,_wp_page_template,_address,address,_phone,phone,_website,website,_price,price,_location-name,location-name,_type,_amenities,_photos,photos,_location,location,type,completeness_score,_thumbnail_id,amenities,state,_state,_wp_old_slug,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Format,Template,Parent,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date,normalized_types,normalized_type_ids,raw_types
6729,A Breath Of Life Care Home,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-breath-of-life-care-home/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/125b701dfb425ce2361405fbd726367d.jpg,125b701dfb425ce2361405fbd726367d,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/125b701dfb425ce2361405fbd726367d.jpg,,,Tucson,Arizona,default,field_6813f255a7266,"1715 West Calle Acapulco, Tucson, Az 85713",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/c6d61b16-4893-48d7-8082-da8ab7012c2c,field_682e9adea745b,,field_682f4d903ba5f,Tucson,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:99;},a:1:{i:0;i:162;},2,15088,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-breath-of-life-care-home,,default,0,0,0,open,open,2025-07-07 21:21:53,Assisted Living Home,162,"Assisted Living Home, Directed Care"
6730,A Caring Manor I,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-caring-manor-i/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/5dca446820ff368ab34b930cbd1ce9e4.jpg,5dca446820ff368ab34b930cbd1ce9e4,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/5dca446820ff368ab34b930cbd1ce9e4.jpg,,,Queen Creek,Arizona,default,field_6813f255a7266,"20338 East Via Del Oro, Queen Creek, Az 85142",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/4464b3fe-201a-4e6b-8b7a-a28f6d0a0585,field_682e9adea745b,,field_682f4d903ba5f,Queen Creek,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:104;},a:1:{i:0;i:162;},2,15089,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-caring-manor-i,,default,0,0,0,open,open,2025-07-07 21:21:54,Assisted Living Home,162,"Assisted Living Home, Directed Care"
6731,A Caring Manor Ii,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-caring-manor-ii/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/ec168146-0a23-420b-844a-7de90006827f.jpeg,ec168146-0a23-420b-844a-7de90006827f,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/ec168146-0a23-420b-844a-7de90006827f.jpeg,,,Queen Creek,Arizona,default,field_6813f255a7266,"18642 East Cloud Road, Queen Creek, Az 85142",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/4e2dcc51-4ac7-40f1-b3a6-5a20f3759b99,field_682e9adea745b,,field_682f4d903ba5f,Queen Creek,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:104;},a:1:{i:0;i:162;},2,15090,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-caring-manor-ii,,default,0,0,0,open,open,2025-07-07 21:21:54,Assisted Living Home,162,"Assisted Living Home, Directed Care"
6732,A Cottage At Pampa Assisted Living,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-cottage-at-pampa-assisted-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/104fb52d8e7e9cc97c98664733b86d12.jpg,104fb52d8e7e9cc97c98664733b86d12,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/104fb52d8e7e9cc97c98664733b86d12.jpg,,,Mesa,Arizona,default,field_6813f255a7266,"9909 East Pampa Avenue, Mesa, Az 85212",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/bc66eb9a-8a42-49c5-9e76-f8921887366d,field_682e9adea745b,,field_682f4d903ba5f,Mesa,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:116;},a:1:{i:0;i:162;},2,15091,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-cottage-at-pampa-assisted-living,,default,0,0,0,open,open,2025-07-07 21:21:55,Assisted Living Home,162,"Assisted Living Home, Personal Care"
6734,A D Assisted Living Carehome,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-d-assisted-living-carehome/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/05a2d4fe931a77a972c4065bc0c92711.jpg,05a2d4fe931a77a972c4065bc0c92711,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/05a2d4fe931a77a972c4065bc0c92711.jpg,,,Phoenix,Arizona,default,field_6813f255a7266,"3213 East Mitchell Drive, Phoenix, Az 85018",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/cde90335-8ce2-4eba-8c68-b29c407a3b1b,field_682e9adea745b,,field_682f4d903ba5f,Phoenix,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:107;},a:1:{i:0;i:162;},2,15092,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-d-assisted-living-carehome,,default,0,0,0,open,open,2025-07-07 21:21:55,Assisted Living Home,162,"Assisted Living Home, Directed Care"
6735,A Dignified Adult Care Home,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-dignified-adult-care-home/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/eb638635f9c49d5e87cde8a5700c126d.jpg,eb638635f9c49d5e87cde8a5700c126d,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/eb638635f9c49d5e87cde8a5700c126d.jpg,,,Peoria,Arizona,default,field_6813f255a7266,"14952 North 78Th Avenue, Peoria, Az 85381",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/eda3e743-5df0-4bcb-b4e4-ee19df5f6412,field_682e9adea745b,,field_682f4d903ba5f,Peoria,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:130;},a:1:{i:0;i:162;},2,15093,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-dignified-adult-care-home,,default,0,0,0,open,open,2025-07-07 21:21:56,Assisted Living Home,162,"Accepts ALTCS, United Healthcare, Assisted Living Home, Directed Care"
6736,A Family Affair Alh,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-family-affair-alh/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/3dc36e6664dc10e49add5a50d521171c.jpg,3dc36e6664dc10e49add5a50d521171c,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/3dc36e6664dc10e49add5a50d521171c.jpg,,,Phoenix,Arizona,default,field_6813f255a7266,"15825 North 19Th Place, Phoenix, Az 85022",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/fe758b95-1762-4ee7-860a-3e39d8c2e31b,field_682e9adea745b,,field_682f4d903ba5f,Phoenix,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:107;},a:1:{i:0;i:162;},2,15094,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-family-affair-alh,,default,0,0,0,open,open,2025-07-07 21:21:56,,,
6737,A Golden Retreat Care Home,,,2025-06-19 00:02:24,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-golden-retreat-care-home/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/a111d7b8b0c332a1ec9096ca4f2c0af5.jpg,a111d7b8b0c332a1ec9096ca4f2c0af5,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/a111d7b8b0c332a1ec9096ca4f2c0af5.jpg,,,Surprise,Arizona,default,field_6813f255a7266,"18330 West Marconi Avenue, Surprise, Az 85388",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/dfc62f5b-99dc-4f54-a490-2c172c886c31,field_682e9adea745b,,field_682f4d903ba5f,Surprise,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},a:1:{i:0;i:162;},2,15095,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-golden-retreat-care-home,,default,0,0,0,open,open,2025-07-07 21:21:57,Assisted Living Home,162,"Assisted Living Home, Directed Care"
6739,A Loving Heart Assisted Living Ii,,,2025-06-19 00:02:25,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-loving-heart-assisted-living-ii/,,,,,,,,,Surprise,Arizona,default,field_6813f255a7266,"17450 West Wood Drive, Surprise, Az 85388",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/79b9e3ea-dd46-4a96-8c40-d56b5537a541,field_682e9adea745b,,field_682f4d903ba5f,Surprise,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},a:1:{i:0;i:162;},0,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-loving-heart-assisted-living-ii,,default,0,0,0,open,open,2025-07-07 21:21:58,Assisted Living Home,162,"Assisted Living Home, Directed Care"
6740,A Loving Heart Assisted Living,,,2025-06-19 00:02:25,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-loving-heart-assisted-living/,,,,,,,,,Surprise,Arizona,default,field_6813f255a7266,"14302 West Becker Lane, Surprise, Az 85379",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/a9b0bcff-6667-42e4-b2bc-f5ce776a6598,field_682e9adea745b,,field_682f4d903ba5f,Surprise,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},a:1:{i:0;i:162;},0,,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-loving-heart-assisted-living,,default,0,0,0,open,open,2025-07-07 21:21:58,Assisted Living Home,162,Assisted Living Home
6741,A Paradise For Parents Senior Living,,,2025-06-19 00:02:25,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-paradise-for-parents-senior-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/1d218d4d68166bc1a8f512dc1fa8a689.jpg,1d218d4d68166bc1a8f512dc1fa8a689,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/1d218d4d68166bc1a8f512dc1fa8a689.jpg,,,Goodyear,Arizona,default,field_6813f255a7266,"15292 Campbell Avenue, Goodyear, Az 85395",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/b916b3de-25b3-4808-99ab-b8ca6dd07cf4,field_682e9adea745b,,field_682f4d903ba5f,Goodyear,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:137;},a:1:{i:0;i:162;},2,15096,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-paradise-for-parents-senior-living,,default,0,0,0,open,open,2025-07-07 21:21:58,Assisted Living Home,162,"Assisted Living Home, Directed Care"
6743,A Paradise For Parents 2 Parents Paradise And Care,,,2025-06-19 00:02:25,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-paradise-for-parents-2-parents-paradise-and-care/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/f2013048-ac18-4b18-9523-dac72533c7ea.jpeg,f2013048-ac18-4b18-9523-dac72533c7ea,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/f2013048-ac18-4b18-9523-dac72533c7ea.jpeg,,,Surprise,Arizona,default,field_6813f255a7266,"18175 W Banff Lane, Surprise, Az 85388",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/c3ed2b0e-5eb0-4f94-be7a-f42b727fd49c,field_682e9adea745b,,field_682f4d903ba5f,Surprise,field_682fc481aaf60,field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},a:1:{i:0;i:1;},2,15098,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-paradise-for-parents-2-parents-paradise-and-care,,default,0,0,0,open,open,2025-07-07 21:22:00,,,
6744,A Parents Paradise And Care,,,2025-06-19 00:02:25,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-parents-paradise-and-care/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/f510c4df-8b54-4e73-a754-87a226059263octet-stream.html-charsetutf-8,f510c4df-8b54-4e73-a754-87a226059263octet-stream,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/f510c4df-8b54-4e73-a754-87a226059263octet-stream.html-charsetutf-8,,,Surprise,Arizona,default,field_6813f255a7266,"18175 West Banff Lane, Surprise, Az 85388",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/7871b744-81a5-4561-8d1c-6f38223bfd3e,field_682e9adea745b,,field_682f4d903ba5f,Surprise,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},a:1:{i:0;i:162;},2,15099,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-parents-paradise-and-care,,default,0,0,0,open,open,2025-07-07 21:22:00,Assisted Living Home,162,"Assisted Living Home, Directed Care"
6746,A Place For Your Loved Ones,,,2025-06-19 00:02:25,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-place-for-your-loved-ones/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/3c9b85efd2eaa2eb7a8d6cee31c3bdd0.jpg,3c9b85efd2eaa2eb7a8d6cee31c3bdd0,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/3c9b85efd2eaa2eb7a8d6cee31c3bdd0.jpg,,,Surprise,Arizona,default,field_6813f255a7266,"13639 West Banff Lane, Surprise, Az 85379",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/62877d0e-ec7c-4345-bdf4-a4c6d13b999d,field_682e9adea745b,,field_682f4d903ba5f,Surprise,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},a:1:{i:0;i:162;},2,15101,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-place-for-your-loved-ones,,default,0,0,0,open,open,2025-07-07 21:22:01,Assisted Living Home,162,"Assisted Living Home, Directed Care"
6747,A Place For Your Loved Ones Ii,,,2025-06-19 00:02:25,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-place-for-your-loved-ones-ii/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/30af5b32a4ba6a043b37fe0ef6b44eaa.jpg,30af5b32a4ba6a043b37fe0ef6b44eaa,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/30af5b32a4ba6a043b37fe0ef6b44eaa.jpg,,,Surprise,Arizona,default,field_6813f255a7266,"18429 West Caribbean Lane, Surprise, Az 85388",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/6a1b10c7-8b03-4ffe-b4e4-296c40152ed7,field_682e9adea745b,,field_682f4d903ba5f,Surprise,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:97;},a:1:{i:0;i:162;},2,15102,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-place-for-your-loved-ones-ii,,default,0,0,0,open,open,2025-07-07 21:22:02,Assisted Living Home,162,"Assisted Living Home, Directed Care"
6749,A Place Of Joy Assisted Living,,,2025-06-19 00:02:25,listing,https://aplaceforseniorscms.kinsta.cloud/listing/a-place-of-joy-assisted-living/,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/a6ef4cf7ceb01b1b6ded48be2457e527.jpg,a6ef4cf7ceb01b1b6ded48be2457e527,,,,http://aplaceforseniorscms.kinsta.cloud/wp-content/uploads/2025/07/a6ef4cf7ceb01b1b6ded48be2457e527.jpg,,,Mesa,Arizona,default,field_6813f255a7266,"1221 South Arroya Circle, Mesa, Az 85206",field_68152ed96a2d0,,field_68152f2303743,https://app.seniorplace.com/communities/show/defe37f6-86f6-462d-b045-b59dbafe2348,field_682e9adea745b,,field_682f4d903ba5f,Mesa,a:1:{i:0;i:162;},field_68324d980487e,field_68361c6ff3620,,field_6851bb26d331f,a:1:{i:0;i:116;},a:1:{i:0;i:162;},2,15103,,,,,publish,3,melanie,melanie@cooperbold.com,melanie,,a-place-of-joy-assisted-living,,default,0,0,0,open,open,2025-07-07 21:22:03,Assisted Living Home,162,"Assisted Living Home, Directed Care"
